RowNumber Stress
1218584.1144 4.9107
1224663.9548 4.9140
1229392.7196 4.9147
1234932.1298 4.9164
1240336.4324 4.9179
1245470.5198 4.9161
1250874.8224 4.9102
1256279.1250 4.9090
1261413.2125 4.9104
1266006.8697 4.9045
1271276.0648 4.8990
1276410.1522 4.8935
1282084.6699 4.8929
1287624.0801 4.8921
1292623.0600 4.8906
1298297.5777 4.8912
1303566.7728 4.8930
1308565.7527 4.8923
1313699.8401 4.8930
1318293.4974 4.8957
1323022.2621 4.9008
1328426.5647 4.9056
1333425.5446 4.9012
1338424.5245 4.8965
1343423.5044 4.8911
1348287.3768 4.8897
1352610.8188 4.8960
1357069.3685 4.8966
1361933.2408 4.8944
1367337.5434 4.8935
1372741.8460 4.8891
1377470.6108 4.8867
1382199.3756 4.8866
1387198.3555 4.8867
1392197.3354 4.8863
1397196.3153 4.8836
1401925.0801 4.8839
1407329.3827 4.8831
1412463.4701 4.8825
1417732.6652 4.8815
1422731.6451 4.8807
1428000.8401 4.8807
1433270.0351 4.8789
1438133.9075 4.8783
1443538.2101 4.8786
1448942.5127 4.8783
1454211.7077 4.8776
1546462.7945 4.8937
1552045.2301 4.8951
1557749.0229 4.8841
1563574.1730 4.8808
1569156.6085 4.8784
1574374.9721 4.8769
1580321.4795 4.8731
1586025.2723 4.8712
1591122.2786 4.8693
1596219.2850 4.8683
1601680.3632 4.8640
1606898.7268 4.8635
1612117.0904 4.8645
1617957.7762 4.8662
1623420.9197 4.8631
1629132.3879 4.8662
1634657.6126 4.8653
1639872.4313 4.8688
1645273.4936 4.8653
1650860.7995 4.8644
1656634.3488 4.8626
1662097.4923 4.8626
1667871.0417 4.8648
1673334.1851 4.8608
1678797.3286 4.8604
1684446.7156 4.8600
1689723.6156 4.8600
1695745.4896 4.8586
1701208.6331 4.8617
1706982.1825 4.8591
1712631.5695 4.8564
1718405.1188 4.8577
1724302.8305 4.8635
1729765.9740 4.8657
1735787.8481 4.8662
1741788.6275 4.8684
1747870.3013 4.8711
1753753.9015 4.8724
1759846.9119 4.8693
1765734.8330 4.8693
1771661.9991 4.8652
1777830.5228 4.8684
1784243.7946 4.8684
1790516.2526 4.8706
1796502.7949 4.8706
1802666.1578 4.8634
1809286.9313 4.8693
1815559.2430 4.8765
1821541.1699 4.8706
1828103.8664 4.8756
1834376.1781 4.8775
1840474.2589 4.8802
1846688.4936 4.8729
1853135.0362 4.8793
1859175.0401 4.8761
1865734.1471 4.8715
1872350.7902 4.8701
1878794.8252 4.8701
1885756.6845 4.8697
1892488.3996 4.8674
1899162.5787 4.8655
1906001.3618 4.8710
1912717.3470 4.8706
1919355.2319 4.8715
1926155.3601 4.8715
1933068.8238 4.8669
1939958.0696 4.8637
1946790.8462 4.8632
1953962.4382 4.8628
1961633.2753 4.8678
1968788.1094 4.8683
1975934.5794 4.8664
1982904.0779 4.8586
1989761.1652 4.8678
1996618.2525 4.8683
2003643.9567 4.8710
2011063.1004 4.8701
2017976.3933 4.8692
2024664.8637 4.8669
2031915.3904 4.8706
2038716.2721 4.8738
2045685.7707 4.8738
2052430.4467 4.8664
2059520.6452 4.8637
2067126.1776 4.8706
2074328.9189 4.8701
2081194.0317 4.8742
2088453.0445 4.8779
2095937.1429 4.8779
2102681.8189 4.8774
2109747.1805 4.8664
2116483.9718 4.8659
2123613.7426 4.8715
2131192.6328 4.8765
2138529.7784 4.8839
2145250.8279 4.8738
2152531.9648 4.8765
2159516.6985 4.8830
2167116.0889 4.8867
2174212.5784 4.8899
2181489.8927 4.8872
2188536.7513 4.8853
2195583.6099 4.8849
2202171.1428 4.8812
2209638.3592 4.8748
2216726.2199 4.8794
2223656.2287 4.8780
2231200.5442 4.8730
2237767.1908 4.8730
2245141.2119 4.8716
2252622.8830 4.8803
2259889.2542 4.8785
2266770.7964 4.8698
2274146.6942 4.8670
2281780.8996 4.8707
2288827.8584 4.8670
2296186.5210 4.8652
2303962.6715 4.8652
2311729.7314 4.8643
2319177.5971 4.8656
2326460.6688 4.8606
2333726.7222 4.8642
2341245.3447 4.8684
2578969.5664 4.8675
2585496.1484 4.8638
2592239.4642 4.8546
2599400.9700 4.8527
2606204.5131 4.8537
2612895.5551 4.8472
2619996.4763 4.8527
2627045.1848 4.8555
2633741.3397 4.8564
2640533.3615 4.8569
2647904.3227 4.8611
2654704.2939 4.8574
2661668.1306 4.8537
2668372.1226 4.8518
2675543.8350 4.8490
2682232.1619 4.8467
2689302.1119 4.8499
2696062.4290 4.8453
2703021.0237 4.8402
2709817.0289 4.8374
2717179.0025 4.8406
2724142.2580 4.8458
2730698.9000 4.8411
2737306.3687 4.8406
2744151.9373 4.8406
2751056.2852 4.8365
2758273.6740 4.8392
2764736.2176 4.8318
2771605.8505 4.8332
2778432.5779 4.8309
2785302.2108 4.8271
2792417.9463 4.8327
2799228.7217 4.8290
2806242.8038 4.8266
2813197.9190 4.8318
2819797.6634 4.8299
2826685.8779 4.8271
2833970.7553 4.8374
2840960.2672 4.8355
2848000.4276 4.8430
2855496.4258 4.8402
2862528.3561 4.8421
2869720.4573 4.8337
2877004.6219 4.8346
2884129.7405 4.8294
2891204.6821 4.8280
2898513.3900 4.8327
2905363.5436 4.8248
2912405.4599 4.8252
2919097.7775 4.8322
2925989.8658 4.8294
2932981.8394 4.8262
2939873.9277 4.8290
2947215.5000 4.8406
2954207.4736 4.8322
2961449.1606 4.8364
2968391.1915 4.8416
2975183.3945 4.8369
2982524.9668 4.8369
2989558.6509 4.8350
2996293.0292 4.8355
3003035.2895 4.8369
3010068.9736 4.8276
3017160.8325 4.8224
3025051.7742 4.8518
3031444.4358 4.8271
3038694.5984 4.8243
3045894.7599 4.8280
3052644.9113 4.8322
3059795.0717 4.8322
3067095.2355 4.8304
3074203.7048 4.8341
3081011.8162 4.8294
3087819.9276 4.8359
3094694.1617 4.8373
3101468.0420 4.8420
3108141.5685 4.8359
3115015.8026 4.8308
3121789.6829 4.8327
3128663.9170 4.8313
3135445.7255 4.8327
3143022.4360 4.8322
3150080.8457 4.8252
3156888.9571 4.8290
3163607.5993 4.8290
3170575.0800 4.8247
3177335.5774 4.8327
3184030.6842 4.8214
3190801.1773 4.8238
3197524.3195 4.8285
3204606.8382 4.8314
3210858.9926 4.8247
3217550.7517 4.8224
3224820.1421 4.8271
3231260.1389 4.8280
3237936.2614 4.8290
3245091.3177 4.8347
3252204.6493 4.8299
3259357.9986 4.8271
3265730.5544 4.8299
3272818.9680 4.8347
3279841.3595 4.8299
3287136.6619 4.8389
3294104.1417 4.8460
3301023.5698 4.8347
3308183.2559 4.8238
3315390.9935 4.8290
3322550.6796 4.8209
3329941.9728 4.8337
3337228.7468 4.8323
3344436.4844 4.8332
3351548.1189 4.8261
3358636.5325 4.8299
3365532.0641 4.8276
3372411.4829 4.8266
3379194.6861 4.8214
3386603.2910 4.8399
3394011.8959 4.8375
3400979.3756 4.8328
3407850.7522 4.8347
3414906.0775 4.8375
3421905.2157 4.8371
3429231.3544 4.8423
3436405.4468 4.8304
3443731.5856 4.8328
3451057.7243 4.8380
3457857.1472 4.8409
3464600.7941 4.8314
3471870.5411 4.8285
3478853.3244 4.8376
3486075.2441 4.8390
3493153.6819 4.8414
3500454.1572 4.8371
3507420.6239 4.8376
3514577.9526 4.8347
3521162.6950 4.8319
3527994.0011 4.8276
3534968.6213 4.8290
3542014.0175 4.8290
3549154.6217 4.8247
3556723.6622 4.8333
3563769.0584 4.8281
3570671.6425 4.8323
3577882.1077 4.8342
3585053.5193 4.8333
3591892.4814 4.8300
3598983.1462 4.8281
3606301.6010 4.8266
3613195.1132 4.8238
3619750.4423 4.8257
3626824.5384 4.8281
3633529.1873 4.8228
3640375.4837 4.8238
3646930.8128 4.8214
3653376.7231 4.8195
3660434.2892 4.8233
3667350.7039 4.8252
3673883.0697 4.8219
3680689.4419 4.8171
3687448.8736 4.8195
3694161.3647 4.8176
3700912.2338 4.8233
3707693.7771 4.8267
3714181.4317 4.8229
3721317.8517 4.8319
3727898.1870 4.8362
3734655.9745 4.8205
3741681.0537 4.8397
3748404.4423 4.8305
3754998.5350 4.8372
3761498.8225 4.8342
3768257.3995 4.8376
3774585.4940 4.8359
3781035.1845 4.8309
3787613.8688 4.8367
3793934.5655 4.8188
3800943.2291 4.8309
3807521.9134 4.8238
3814100.5977 4.8326
3820636.2841 4.8334
3827429.9581 4.8342
3833750.6548 4.8359
3840716.3205 4.8355
3847166.0110 4.8301
3853701.6974 4.8359
3860280.3817 4.8367
3867641.6344 4.8568
3873718.5433 4.8301
3880269.5374 4.8338
3886777.4328 4.8246
3893500.8214 4.8229
3900267.3087 4.8317
