RowNumber Stress
2930355.5600 8.6557
2941677.7140 8.6668
2951701.7867 8.6779
2963010.7566 8.6626
2973959.5683 8.6709
2983168.8839 8.6543
2994824.4241 8.6668
3005544.6430 8.6599
3015893.0589 8.6502
3027535.0267 8.6792
3037236.6665 8.6682
3047944.4023 8.6723
3059298.9142 8.6792
3070496.6436 8.6861
3081694.3730 8.6916
3092317.8599 8.6778
3102582.4452 8.6765
3112847.0305 8.6709
3124116.5402 8.6723
3134740.0271 8.6696
3145865.9762 8.6765
3155412.7584 8.6682
3165796.6789 8.6682
3175321.2405 8.6751
3185848.3875 8.6792
3195636.5665 8.6916
3204924.6195 8.6614
3215784.4969 8.6669
3226001.3553 8.6490
3236432.5534 8.6614
3246898.5513 8.6476
3256937.3656 8.6448
3268613.7170 8.6490
3279008.5176 8.6517
3288833.7402 8.6517
3298587.7654 8.6545
3310121.7223 8.6628
3320445.3257 8.6573
3329843.3646 8.6683
3340285.0024 8.6724
3349874.2617 8.6656
3359747.6471 8.6396
3370615.4742 8.6546
3382335.6800 8.6396
3392067.0023 8.6738
3402934.8295 8.6505
3413506.2062 8.6396
3422293.6176 8.6464
3432710.9521 8.6545
3444248.6953 8.6680
3455220.1689 8.6680
3465271.4544 8.6436
3475393.5236 8.6558
3485090.8906 8.6463
3495354.5272 8.6708
3504981.1105 8.6531
3516448.0700 8.6953
3526770.4563 8.6886
3536244.4274 8.6886
3546119.5677 8.6940
3556363.5616 8.6790
3566664.2985 8.6681
3577651.7511 8.6776
3587815.1448 8.6776
3596467.7638 8.6790
3606207.7731 8.6722
3617786.2576 8.6913
3627514.9251 8.6598
3637312.1044 8.6544
3648205.4715 8.6571
3658276.6978 8.6462
3667046.2009 8.6503
3677322.9623 8.6653
3688284.8412 8.6817
3698299.2169 8.6557
3708027.8844 8.6516
3718007.3171 8.6380
3727656.9613 8.6489
3738801.6208 8.6653
3747373.9632 8.6544
3759075.8908 8.6653
3770029.4394 8.6927
3779554.2643 8.6311
3790303.7095 8.6735
3799090.3869 8.6557
3809239.3399 8.6694
3819933.2031 8.6667
3828992.3357 8.6640
3840162.9953 8.6694
3850039.4932 8.6776
3859507.3084 8.6653
3869656.2614 8.6680
3880895.0348 8.6763
3889817.9398 8.6763
3899898.7790 8.6721
3910865.0973 8.6900
3921002.2324 8.6666
3931207.4019 8.6584
3940051.8821 8.6694
3950325.0861 8.6639
3959577.7731 8.6557
3969170.6324 8.6488
3978004.8137 8.6543
3988266.0550 8.6529
3999206.8488 8.6708
4008992.4034 8.6378
4018710.0028 8.6598
4028427.6023 8.6460
4038281.1121 8.6502
4048814.1744 8.6364
4057104.7138 8.5197
4264775.9291 8.6859
4275648.7676 8.7078
4285502.2775 8.6639
4297122.6237 8.6790
4306500.4469 8.6598
4318771.7169 8.6790
4327042.9596 8.6447
4338161.6794 8.6584
4347788.8636 8.6268
4357958.4244 8.6406
4369619.5207 8.6735
4381212.8200 8.6790
4390297.6276 8.7078
4400399.3913 8.6637
4409426.9140 8.6720
4420558.5960 8.7051
4429043.1098 8.6720
4439020.8980 8.6609
4448795.0578 8.6637
4459587.3594 8.6734
4469429.3953 8.6582
4479610.8118 8.6568
4490513.4301 8.6484
4500518.4526 8.6707
4510790.2758 8.6498
4520795.2983 8.6596
4530788.6705 8.6582
4541448.2675 8.6497
4550708.7924 8.6399
4560169.1848 8.6469
4570562.2919 8.6511
4581480.7873 8.6455
4591609.9938 8.6582
4601487.6061 8.6426
4611276.5303 8.6540
4621196.8495 8.6738
4631117.1687 8.6625
4642088.6475 8.6795
4651089.2019 8.6738
4661402.0763 8.6597
4672298.6982 8.6555
4682988.2756 8.6639
4692058.2200 8.6653
4701882.6681 8.6807
4712071.1539 8.6751
4721937.2192 8.6849
4731955.6137 8.6765
4742689.6027 8.6863
4751772.2087 8.6626
4761744.0210 8.6543
4771536.6921 8.6501
4781381.4749 8.6515
4791226.2578 8.6459
4801947.7476 8.6376
4812859.5597 8.6432
4822502.5564 8.6404
4831828.3493 8.6362
4842157.1531 8.6515
4851408.7197 8.6641
4862117.7248 8.6599
4871876.2266 8.6697
4881191.1601 8.6669
4891634.5227 8.6641
4902267.7647 8.6627
4912901.0066 8.6655
4922648.1451 8.6641
4931993.7219 8.6516
4941388.6529 8.6723
4951585.9232 8.6639
4962283.6730 8.6736
4972094.1465 8.6889
4982279.5425 8.6792
4991840.0677 8.6418
5001900.4895 8.6861
5012085.8856 8.6723
5022958.6397 8.6709
5032269.2165 8.6543
5043641.8673 8.6778
5053839.1376 8.6667
5062284.7295 8.6695
5072919.9194 8.6999
5082417.9574 8.6681
5092454.9632 8.6737
5103227.5101 8.6639
5112754.6759 8.6904
5123651.7609 8.7071
5133988.4244 8.7002
5143266.5139 8.6988
5153789.9846 8.6904
5163492.6461 8.6862
5173370.3817 8.6639
5183682.9861 8.6862
5193859.4785 8.6848
5204160.0745 8.6918
5212961.1672 8.7016
5223373.7277 8.6960
5232907.4603 8.6904
5243617.4327 8.6848
5252779.7211 8.6876
5263291.7165 8.6918
5272999.8533 8.6707
5284055.4773 8.6891
5293134.6769 8.6665
5303696.1948 8.6806
5313454.7902 8.6862
5322657.5164 8.6792
5333083.3532 8.6523
5343743.5277 8.6664
5351815.6830 8.6764
5361355.5847 8.6749
5372579.5228 8.6834
5380552.8122 8.6863
5390304.7585 8.6749
5399688.7068 8.6707
5409980.6516 8.6579
5418424.9047 8.6650
5429827.5532 8.6962
5439156.9929 8.6707
5450193.7811 8.6919
5458730.5233 8.6990
5469035.5906 8.6948
5478547.9605 8.6834
5489072.3816 8.6933
5498197.6022 8.6805
5507505.3273 8.6933
5517299.7307 8.6820
5526303.2817 8.6891
5536523.5288 8.6762
5546135.4278 8.6819
5555138.9788 8.6690
5565724.2347 8.7006
5575275.2989 8.6862
5584643.8588 8.6848
5595776.6279 8.6675
5604719.3441 8.6690
5614696.2519 8.7035
5625159.8382 8.7035
5635015.0765 8.7035
5644444.4711 8.6732
5653387.1873 8.7078
5659044.8241 8.4233
