Event,StartRow,FailRow,EndRow,SlipDuration,Stiffness,NptsStiffness,StiffnessIntercept,FailTime,FailDisplacement,50_Mean_Velocity,Peak_Velocity
0,1223193,1226360,1228897,2.530000,0.000033,3167,0.312943,4065.740000,11630.300000,9.030054,22.628458
1,1228897,1231567,1233796,2.230000,0.000059,2670,0.013396,4070.940000,11682.400000,8.091209,16.007905
2,1233796,1236738,1239438,2.700000,0.000059,2764,0.002526,4076.110000,11733.800000,8.562554,27.371542
3,1239438,1242184,1244349,2.160000,0.000076,2509,-0.195672,4081.560000,11788.200000,9.034961,21.245059
4,1244349,1247329,1249396,2.070000,0.000083,2682,-0.290302,4086.700000,11839.500000,9.860679,20.158103
5,1249396,1252492,1254750,2.260000,0.000066,3096,-0.092079,4091.870000,11891.100000,8.896724,16.007905
6,1254750,1257299,1260146,2.850000,0.000070,2541,-0.138115,4096.670000,11939.000000,8.859497,21.245059
7,1260146,1263145,1264880,1.740000,0.000059,2999,-0.014844,4102.520000,11997.300000,9.172770,18.972332
8,1264880,1267340,1269749,2.400000,0.000074,2460,-0.188307,4106.720000,12039.300000,8.592787,16.600791
9,1269749,1272786,1274873,2.090000,0.000059,3033,-0.020488,4112.160000,12093.700000,9.592911,23.418972
10,1274873,1277626,1280834,3.210000,0.000053,2750,0.054752,4117.000000,12141.900000,9.016754,21.739130
11,1280834,1283377,1286264,2.890000,0.000036,2543,0.255612,4122.750000,12199.300000,9.773600,22.529644
12,1286264,1289153,1291739,2.580000,0.000033,2889,0.296842,4128.530000,12256.800000,9.214245,16.007905
13,1291739,1294535,1296822,2.290000,0.000064,2682,-0.087264,4133.910000,12310.500000,8.713205,19.367589
14,1296822,1299932,1302124,2.190000,0.000077,2849,-0.251643,4139.310000,12364.400000,8.656676,15.415020
15,1302124,1305317,1306982,1.670000,0.000076,3048,-0.251115,4144.690000,12418.100000,9.391329,23.023715
16,1306982,1310214,1312584,2.370000,0.000053,2879,0.041600,4149.590000,12467.000000,9.370466,15.612648
17,1312584,1315477,1317268,1.790000,0.000086,2096,-0.381508,4154.850000,12519.700000,8.075680,17.193676
18,1317268,1319441,1321750,2.310000,0.000071,2034,-0.197052,4158.820000,12559.200000,8.515121,16.304348
19,1321750,1324882,1327189,2.300000,0.000043,2667,0.155545,4164.260000,12613.500000,10.174307,34.584980
20,1327189,1329831,1332235,2.400000,0.000049,2642,0.078930,4169.210000,12662.800000,9.505484,18.379447
21,1332235,1334850,1336690,1.840000,0.000053,2615,0.018556,4174.230000,12713.000000,9.946622,18.379447
22,1336690,1340908,1342343,1.440000,0.000037,3268,0.227577,4180.280000,12773.600000,10.042528,16.205534
23,1342343,1344859,1347090,2.240000,0.000064,2433,-0.120153,4184.230000,12812.900000,9.216912,16.205534
24,1347090,1349111,1351508,2.390000,0.000060,2021,-0.076740,4188.490000,12855.400000,8.737456,14.624506
25,1351508,1354000,1356242,2.240000,0.000077,2492,-0.304132,4193.380000,12904.200000,9.283430,17.193676
26,1356242,1358636,1361033,2.400000,0.000090,1956,-0.467074,4198.010000,12950.500000,9.418364,16.007905
27,1361033,1363640,1366050,2.410000,0.000094,2448,-0.526459,4203.020000,13000.400000,8.623285,17.193676
28,1366050,1368827,1370997,2.170000,0.000118,2626,-0.838112,4208.200000,13052.200000,8.449350,17.490119
29,1370997,1373522,1376235,2.710000,0.000093,2525,-0.517041,4212.900000,13099.100000,9.141017,16.007905
30,1376235,1378784,1381099,2.310000,0.000085,2430,-0.419201,4218.160000,13151.600000,8.458567,16.304348
31,1381099,1383444,1386084,2.640000,0.000094,2333,-0.542549,4222.820000,13198.000000,8.114060,15.612648
32,1386084,1388593,1390695,2.100000,0.000110,1933,-0.757681,4227.970000,13249.500000,8.998153,20.553360
33,1390695,1393828,1395774,1.950000,0.000093,3130,-0.541362,4233.200000,13301.800000,7.983973,17.193676
34,1395774,1398732,1400793,2.060000,0.000119,2813,-0.898990,4238.110000,13350.700000,8.769957,18.972332
35,1400793,1403545,1405924,2.380000,0.000125,2500,-0.972981,4242.920000,13398.700000,8.345074,20.355731
36,1405924,1408614,1411191,2.580000,0.000127,2690,-1.015591,4247.990000,13449.300000,7.567561,18.083004
37,1411191,1414085,1416309,2.220000,0.000140,2894,-1.199771,4253.460000,13503.800000,8.636978,17.193676
38,1416309,1419319,1421387,2.070000,0.000151,3010,-1.346787,4258.690000,13556.200000,7.442462,18.083004
39,1421387,1424251,1426691,2.440000,0.000196,2639,-1.972049,4263.630000,13605.300000,7.427126,20.256917
40,1426691,1429986,1431702,1.720000,0.000197,3097,-1.991865,4269.360000,13662.500000,7.291292,19.367589
41,1431702,1434884,1436886,2.000000,0.000247,3115,-2.692673,4274.260000,13711.300000,8.008868,22.134387
42,1436886,1440314,1442063,1.750000,0.000271,3270,-3.032003,4279.690000,13765.500000,6.041950,20.750988
43,1442063,1445669,1447399,1.730000,0.000262,3333,-2.924414,4285.040000,13819.000000,6.660500,23.023715
44,1447399,1450961,1452798,1.830000,0.000276,3358,-3.136202,4290.340000,13871.800000,7.151009,22.628458
45,1507244,1549008,1550093,1.090000,0.000000,0,0.000000,4388.380000,14084.700000,-0.000000,572.727273
46,1550093,1554269,1555578,1.310000,0.000433,3582,-5.415525,4393.640000,14137.300000,7.202814,68.972332
47,1555578,1560222,1561207,0.980000,0.000467,3529,-5.925927,4399.600000,14196.600000,6.004300,98.320158
48,1561207,1566149,1567287,1.140000,0.000482,3925,-6.172152,4405.520000,14255.600000,6.563210,72.727273
49,1567287,1571676,1573093,1.420000,0.000443,3664,-5.636496,4411.050000,14310.800000,5.964456,56.126482
50,1573093,1577011,1578402,1.390000,0.000402,3280,-5.070671,4416.390000,14363.700000,6.517885,34.980237
51,1578402,1582363,1583825,1.460000,0.000413,3533,-5.250927,4421.740000,14417.000000,4.852471,41.699605
52,1583825,1587777,1589219,1.440000,0.000415,3506,-5.301623,4427.150000,14471.000000,6.809296,42.391304
53,1589219,1593198,1594686,1.490000,0.000397,3517,-5.067442,4432.570000,14525.200000,7.186386,34.090909
54,1594686,1598580,1599985,1.400000,0.000388,3500,-4.959616,4437.960000,14579.100000,5.754885,32.608696
55,1599985,1603730,1605253,1.520000,0.000346,3562,-4.366122,4443.110000,14630.300000,5.665672,43.379447
56,1605253,1609400,1610691,1.290000,0.000412,3567,-5.356766,4448.780000,14686.700000,6.820544,44.268775
57,1610691,1614928,1616508,1.580000,0.000426,3103,-5.575171,4454.300000,14741.900000,5.892921,37.747036
58,1616508,1620483,1621787,1.300000,0.000400,3258,-5.213108,4459.860000,14797.500000,5.558916,55.138340
59,1621787,1625942,1627489,1.540000,0.000407,3824,-5.347473,4465.320000,14851.900000,4.894578,47.035573
60,1627489,1631470,1632784,1.310000,0.000412,3405,-5.439735,4470.850000,14907.000000,5.681818,38.735178
61,1632784,1636990,1638326,1.330000,0.000413,3626,-5.475704,4476.370000,14962.000000,5.766559,31.324111
62,1638326,1642290,1643680,1.390000,0.000402,3549,-5.330778,4481.670000,15015.000000,4.583963,50.000000
63,1643680,1647656,1649123,1.470000,0.000414,3677,-5.544108,4487.030000,15068.900000,4.705761,44.071146
64,1649123,1653382,1654699,1.310000,0.000443,3559,-5.996462,4492.760000,15125.800000,5.456441,46.739130
65,1654699,1658965,1660313,1.350000,0.000407,3829,-5.479510,4498.340000,15181.600000,4.001800,39.624506
66,1660313,1664416,1665769,1.350000,0.000395,3766,-5.320706,4503.790000,15235.900000,6.217805,50.395257
67,1665769,1669990,1671449,1.450000,0.000419,3796,-5.703006,4509.370000,15291.500000,6.034449,41.699605
68,1671449,1675559,1677127,1.570000,0.000397,3383,-5.400000,4514.930000,15347.300000,4.139532,46.343874
69,1677127,1681228,1682574,1.350000,0.000410,3340,-5.620827,4520.600000,15403.800000,5.803912,43.675889
70,1682574,1686865,1688337,1.470000,0.000414,3658,-5.692246,4526.240000,15460.000000,5.327847,39.426877
71,1688337,1692547,1693937,1.390000,0.000423,3252,-5.858957,4531.920000,15516.800000,6.476672,33.399209
72,1693937,1698070,1699511,1.440000,0.000404,3478,-5.585967,4537.450000,15571.900000,6.873037,46.541502
73,1699511,1703836,1705212,1.380000,0.000412,3745,-5.741493,4543.210000,15629.400000,6.271161,48.418972
74,1705212,1709484,1710914,1.430000,0.000426,3662,-5.974308,4548.860000,15685.600000,4.849291,42.588933
75,1710914,1715005,1716521,1.520000,0.000411,3695,-5.772269,4554.380000,15741.000000,5.559521,47.924901
76,1716521,1721079,1722420,1.350000,0.000421,3846,-5.943923,4560.450000,15801.500000,4.912070,50.592885
77,1722420,1726818,1728125,1.310000,0.000424,3704,-6.026397,4566.190000,15858.500000,5.467579,55.928854
78,1728125,1732590,1733819,1.220000,0.000439,3621,-6.288283,4571.970000,15916.200000,5.378833,55.731225
79,1733819,1738470,1739887,1.410000,0.000451,4043,-6.501115,4577.850000,15975.000000,6.159540,49.011858
80,1739887,1744633,1745772,1.140000,0.000411,3983,-5.889431,4584.010000,16036.400000,4.900685,60.770751
81,1745772,1750537,1751835,1.300000,0.000444,3952,-6.450836,4589.910000,16095.300000,5.337178,56.916996
82,1751835,1756383,1757509,1.120000,0.000450,3672,-6.560985,4595.760000,16153.800000,5.272809,75.691700
83,1757509,1762440,1763829,1.380000,0.000437,4336,-6.381982,4601.820000,16214.100000,6.091348,68.577075
84,1763829,1768588,1769688,1.100000,0.000451,3601,-6.638451,4607.960000,16275.400000,4.922989,84.683794
85,1769688,1774881,1776039,1.150000,0.000454,4428,-6.709132,4614.260000,16338.100000,4.805759,87.944664
86,1776039,1780941,1781928,0.980000,0.000468,3662,-6.963824,4620.320000,16398.600000,4.688475,105.335968
87,1781928,1787155,1788412,1.260000,0.000480,4241,-7.192003,4626.530000,16460.700000,6.737033,91.699605
88,1788412,1793160,1794387,1.220000,0.000481,3735,-7.237690,4632.540000,16520.600000,5.532158,71.640316
89,1794387,1799295,1800486,1.190000,0.000457,4174,-6.878755,4638.670000,16581.900000,5.993055,75.691700
90,1800486,1805445,1806687,1.240000,0.000469,3571,-7.108090,4644.820000,16643.300000,4.646433,109.288538
91,1806687,1811991,1813230,1.240000,0.000450,4414,-6.820736,4651.370000,16708.500000,4.719531,70.750988
92,1813230,1818091,1819319,1.220000,0.000466,3964,-7.118161,4657.470000,16769.300000,5.820297,117.193676
93,1819319,1824380,1825477,1.090000,0.000503,3981,-7.755799,4663.760000,16832.200000,4.744392,110.079051
94,1825477,1830666,1831806,1.140000,0.000473,4175,-7.281361,4670.040000,16895.000000,3.987566,123.517787
95,1831806,1837096,1838275,1.180000,0.000476,4333,-7.371524,4676.470000,16959.200000,4.597010,80.830040
96,1838275,1843404,1844427,1.020000,0.000482,3999,-7.500172,4682.780000,17022.100000,5.374025,111.462451
97,1844427,1849598,1850585,0.990000,0.000480,4277,-7.502743,4688.970000,17083.900000,4.125494,120.158103
98,1850585,1855816,1856769,0.950000,0.000486,4376,-7.630541,4695.190000,17145.900000,4.145173,135.968379
99,1856769,1862289,1863276,0.990000,0.000475,4934,-7.468900,4701.660000,17210.500000,4.367402,166.205534
100,1863276,1869060,1869852,0.790000,0.000497,4670,-7.880353,4708.440000,17278.000000,5.452641,206.521739
101,1869852,1875810,1876685,0.870000,0.000505,4773,-8.056658,4715.190000,17345.700000,5.176768,137.845850
102,1876685,1882114,1883038,0.920000,0.000491,4315,-7.838124,4721.490000,17408.400000,4.315540,200.000000
103,1883038,1888993,1889757,0.760000,0.000500,4745,-8.038261,4728.370000,17476.900000,4.752204,264.031621
104,1889757,1895907,1896927,1.020000,0.000499,5078,-8.049305,4735.280000,17546.100000,4.756896,173.913043
105,1896927,1902538,1903502,0.970000,0.000525,3848,-8.541222,4741.910000,17612.200000,4.661139,224.209486
106,1903502,1909508,1910465,0.960000,0.000500,4734,-8.133005,4748.880000,17681.900000,3.897095,176.679842
107,1910465,1915905,1916813,0.910000,0.000512,4280,-8.383041,4755.280000,17745.800000,4.869436,276.976285
108,1916813,1923143,1923720,0.580000,0.000519,4826,-8.541908,4762.520000,17818.000000,4.819311,227.865613
109,1923720,1929581,1930404,0.820000,0.000513,4628,-8.473716,4768.960000,17882.000000,3.782479,296.739130
110,1930404,1936611,1937494,0.880000,0.000504,5300,-8.333634,4775.990000,17952.300000,3.667583,252.766798
111,1937494,1943336,1944282,0.950000,0.000518,4814,-8.632774,4782.710000,18019.400000,4.261588,355.335968
112,1944282,1950651,1951455,0.800000,0.000527,5189,-8.831330,4790.030000,18091.300000,3.526108,451.679842
113,1951455,1958107,1958927,0.820000,0.000525,5053,-8.827400,4797.480000,18164.900000,4.706565,397.826087
114,1958927,1965358,1966208,0.850000,0.000525,5133,-8.866469,4804.730000,18236.800000,2.944664,340.909091
115,1966208,1972282,1973172,0.890000,0.000511,4745,-8.652510,4811.660000,18305.400000,4.401725,274.703557
116,1973172,1979472,1980183,0.710000,0.000537,4645,-9.150539,4818.850000,18375.300000,4.434714,299.110672
117,1980183,1986585,1987358,0.770000,0.000524,5257,-8.955951,4825.960000,18444.400000,3.196073,272.134387
118,1987358,1993400,1994216,0.810000,0.000525,4564,-9.017927,4832.780000,18511.900000,3.259497,277.865613
119,1994216,2000320,2001162,0.840000,0.000515,5305,-8.864589,4839.700000,18579.300000,4.436239,329.743083
120,2001162,2007561,2008279,0.710000,0.000535,4658,-9.269000,4846.940000,18650.200000,3.661327,318.280632
121,2008279,2014657,2015759,1.100000,0.000520,5062,-9.021275,4854.030000,18719.700000,3.678085,188.241107
122,2015759,2021501,2022176,0.670000,0.000499,4397,-8.674572,4860.880000,18786.800000,5.574919,312.450593
123,2022176,2028374,2029222,0.850000,0.000530,4896,-9.282428,4867.750000,18855.200000,3.569860,278.853755
124,2029222,2035224,2036061,0.840000,0.000522,4581,-9.176562,4874.600000,18922.900000,4.098595,191.501976
125,2036061,2041908,2042721,0.820000,0.000504,4332,-8.868770,4881.280000,18989.600000,6.086576,360.671937
126,2042721,2049042,2049750,0.710000,0.000542,4473,-9.617122,4888.420000,19060.800000,4.060167,408.794466
127,2049750,2056035,2056713,0.680000,0.000539,4916,-9.592897,4895.410000,19130.700000,3.030303,490.513834
128,2056713,2063441,2064026,0.580000,0.000544,5192,-9.728261,4902.820000,19204.600000,3.381643,639.723320
129,2064026,2071003,2071738,0.730000,0.000535,5513,-9.605881,4910.380000,19280.100000,3.681314,389.229249
130,2071738,2078129,2078910,0.790000,0.000515,5017,-9.259947,4917.500000,19351.200000,4.288538,235.869565
131,2078910,2084611,2085253,0.640000,0.000497,4765,-8.940377,4923.990000,19415.900000,5.530774,495.059289
132,2085253,2092176,2092807,0.630000,0.000540,5182,-9.810417,4931.550000,19490.000000,4.784256,498.814229
133,2092807,2099499,2100200,0.710000,0.000532,5264,-9.703873,4938.870000,19563.100000,3.056967,315.513834
134,2100200,2106359,2106986,0.630000,0.000506,5065,-9.233860,4945.730000,19631.500000,3.785345,384.387352
135,2106986,2113013,2114035,1.020000,0.000523,5078,-9.597665,4952.390000,19698.000000,4.401420,307.905138
136,2114035,2120300,2120946,0.640000,0.000519,5344,-9.556929,4959.680000,19770.500000,4.498954,515.513834
137,2120946,2127780,2128477,0.690000,0.000540,5023,-10.003214,4967.160000,19845.100000,4.538396,460.276680
138,2128477,2135041,2135756,0.710000,0.000529,5099,-9.821989,4974.420000,19917.600000,3.921690,381.620553
139,2135756,2142052,2142731,0.680000,0.000525,5008,-9.785154,4981.430000,19987.500000,4.837692,362.154150
140,2142731,2149153,2149979,0.820000,0.000527,4993,-9.853150,4988.530000,20058.700000,4.300395,384.881423
141,2149979,2156317,2157217,0.900000,0.000530,5031,-9.961055,4995.690000,20130.300000,3.726216,230.632411
142,2157217,2163383,2164016,0.630000,0.000497,4803,-9.341733,5002.760000,20200.700000,6.055459,498.517787
143,2164016,2170949,2171726,0.780000,0.000556,4856,-10.566436,5010.320000,20276.100000,3.921569,371.343874
144,2171726,2178255,2178886,0.630000,0.000537,4942,-10.227088,5017.630000,20349.200000,3.512022,403.063241
145,2178886,2185379,2186054,0.680000,0.000540,5149,-10.312960,5024.750000,20420.200000,4.663550,393.675889
146,2186054,2192240,2192974,0.730000,0.000532,5022,-10.191944,5031.620000,20488.800000,3.605266,300.000000
147,2192974,2199054,2199694,0.640000,0.000528,4929,-10.144990,5038.430000,20556.700000,4.656319,463.142292
148,2199694,2206337,2206822,0.490000,0.000542,5262,-10.480739,5045.710000,20629.200000,6.593294,541.205534
149,2206822,2213473,2214180,0.710000,0.000565,4706,-10.978013,5052.850000,20700.500000,4.655248,410.770751
150,2214180,2220425,2221083,0.660000,0.000532,5197,-10.337862,5059.800000,20769.900000,3.702737,466.600791
151,2221083,2227571,2228176,0.600000,0.000536,5384,-10.453762,5066.950000,20841.300000,6.741326,515.217391
152,2228176,2234785,2235477,0.690000,0.000544,5325,-10.668804,5074.160000,20913.300000,4.311497,302.667984
153,2235477,2241644,2242251,0.610000,0.000530,4943,-10.409304,5081.020000,20981.700000,5.180689,537.351779
154,2242251,2249018,2249592,0.580000,0.000563,5057,-11.142018,5088.390000,21055.300000,3.297925,550.494071
155,2249592,2256531,2257206,0.670000,0.000545,5495,-10.801677,5095.910000,21130.200000,3.317014,394.466403
156,2257206,2263651,2264309,0.650000,0.000532,5036,-10.575971,5103.030000,21201.300000,5.112721,356.916996
157,2264309,2270712,2271493,0.780000,0.000536,4848,-10.700363,5110.090000,21271.900000,3.587979,582.806324
158,2271493,2278355,2279081,0.730000,0.000556,4969,-11.165560,5117.730000,21348.200000,5.069719,499.110672
159,2279081,2282094,2286472,4.380000,0.000524,3013,-10.512085,5121.470000,21386.100000,nan,434.387352
160,2286472,2292678,2293971,1.300000,0.001054,908,-21.911669,5132.050000,21491.200000,3.903162,552.075099
161,2293971,2300259,2301478,1.220000,0.000799,1686,-16.504026,5139.630000,21566.900000,4.172156,906.521739
162,2301478,2308201,2309377,1.170000,0.000785,2011,-16.274809,5147.580000,21646.000000,3.867871,771.245059
163,2309377,2315660,2316487,0.820000,0.000681,2804,-14.076955,5155.040000,21720.600000,4.233572,521.442688
164,2316487,2322919,2323990,1.080000,0.000531,5582,-10.862365,5162.290000,21792.900000,3.880105,407.312253
165,2323990,2330385,2331183,0.800000,0.000542,4877,-11.135548,5169.760000,21867.400000,3.737243,331.620553
166,2331183,2337422,2338497,1.070000,0.000531,5246,-10.944393,5176.800000,21937.600000,4.163760,406.225296
167,2448091,2582068,2582875,0.810000,0.000000,0,0.000000,5421.440000,22322.400000,0.405940,453.063241
168,2582875,2588910,2589440,0.530000,0.000567,4592,-11.979433,5428.290000,22390.300000,0.835429,724.110672
169,2589440,2595659,2596547,0.890000,0.000588,4843,-12.491871,5435.030000,22457.800000,5.158103,654.150198
170,2596547,2603028,2603673,0.650000,0.000578,4855,-12.323733,5442.400000,22531.200000,3.661720,327.865613
171,2603673,2609560,2610173,0.610000,0.000541,4977,-11.526043,5448.940000,22596.400000,10.253429,487.055336
172,2610173,2616578,2617154,0.580000,0.000566,5195,-12.111571,5455.950000,22666.700000,0.174378,498.320158
173,2617154,2623614,2624149,0.530000,0.000566,5107,-12.150837,5462.990000,22736.800000,0.446494,561.758893
174,2624149,2630412,2631021,0.610000,0.000571,5035,-12.309402,5469.790000,22804.600000,1.936141,496.739130
175,2631021,2637008,2637686,0.680000,0.000574,4991,-12.427970,5476.380000,22870.800000,9.508125,587.154150
176,2637686,2644204,2644614,0.410000,0.000543,4974,-11.747344,5483.580000,22942.000000,5.382775,739.525692
177,2644614,2651485,2651950,0.470000,0.000587,5030,-12.787862,5490.860000,23014.600000,8.695652,679.347826
178,2651950,2658618,2659035,0.420000,0.000574,5153,-12.550314,5497.990000,23086.100000,9.006917,730.533597
179,2659035,2665505,2666113,0.610000,0.000568,5118,-12.448142,5504.880000,23154.600000,5.274543,443.873518
180,2666113,2672211,2672662,0.450000,0.000579,4478,-12.742745,5511.590000,23221.700000,12.863035,676.383399
181,2672662,2679266,2679829,0.560000,0.000575,5176,-12.689414,5518.640000,23291.800000,1.282232,409.288538
182,2679829,2685644,2686230,0.590000,0.000549,4727,-12.115615,5525.020000,23355.800000,3.204404,476.679842
183,2686230,2692641,2693196,0.550000,0.000567,4992,-12.570865,5532.020000,23425.400000,1.858345,531.324111
184,2693196,2699786,2700354,0.570000,0.000577,4877,-12.849575,5539.160000,23496.600000,1.658226,488.043478
185,2700354,2706835,2707404,0.570000,0.000564,5118,-12.593226,5546.210000,23567.000000,7.106613,479.347826
186,2707404,2713871,2714397,0.520000,0.000556,4749,-12.429580,5553.250000,23637.200000,12.655822,591.699605
187,2714397,2720966,2721603,0.640000,0.000568,5185,-12.764667,5560.340000,23708.000000,1.337286,361.166008
188,2721603,2727513,2728306,0.790000,0.000552,4683,-12.404381,5566.890000,23773.900000,5.440832,338.339921
189,2728306,2734402,2735026,0.620000,0.000545,4576,-12.283099,5573.780000,23842.000000,15.389742,388.833992
190,2735026,2741277,2741815,0.540000,0.000550,4838,-12.447962,5580.650000,23911.000000,1.849238,453.359684
191,2741815,2748116,2748696,0.580000,0.000547,5149,-12.412886,5587.490000,23978.800000,2.289667,499.505929
192,2748696,2755006,2755689,0.680000,0.000581,4916,-13.250575,5594.380000,24047.600000,4.524652,451.778656
193,2755689,2761893,2762500,0.610000,0.000583,4568,-13.353163,5601.270000,24116.300000,3.886125,280.138340
194,2762500,2768439,2769136,0.700000,0.000547,4542,-12.513068,5607.810000,24181.600000,6.959345,441.798419
195,2769136,2775501,2776147,0.640000,0.000585,4619,-13.472861,5614.880000,24252.100000,0.024704,404.446640
196,2776147,2782170,2782909,0.730000,0.000576,4576,-13.294270,5621.550000,24318.500000,12.295784,562.055336
197,2782909,2789501,2790150,0.650000,0.000581,4802,-13.454160,5628.880000,24391.900000,-0.000000,410.375494
198,2790150,2796352,2797221,0.870000,0.000555,4650,-12.858086,5635.730000,24461.200000,4.887352,361.067194
199,2797221,2803341,2803933,0.590000,0.000587,4351,-13.679477,5642.720000,24530.100000,0.397503,422.628458
200,2803933,2810200,2810836,0.630000,0.000560,5153,-13.058065,5649.580000,24598.600000,4.108476,371.245059
201,2810836,2816997,2817571,0.580000,0.000569,4781,-13.319481,5656.370000,24666.200000,1.575381,471.936759
202,2817571,2823995,2824566,0.570000,0.000556,4819,-13.039086,5663.370000,24736.000000,6.956992,401.877470
203,2824566,2830971,2831559,0.580000,0.000544,5295,-12.789095,5670.350000,24805.600000,6.475238,485.375494
204,2831559,2837664,2838513,0.850000,0.000577,4630,-13.637173,5677.040000,24873.500000,2.536232,425.395257
205,2838513,2845053,2845631,0.580000,0.000572,4466,-13.550481,5684.430000,24946.300000,-0.000000,420.256917
206,2845631,2851974,2852574,0.600000,0.000563,4997,-13.364303,5691.350000,25015.300000,7.415773,738.735178
207,2852574,2859458,2860225,0.770000,0.000584,5057,-13.948327,5698.830000,25089.900000,2.637791,502.766798
208,2860225,2866654,2867287,0.630000,0.000568,4934,-13.587000,5706.030000,25162.200000,0.727632,515.612648
209,2867287,2873855,2874476,0.620000,0.000585,4470,-14.049873,5713.230000,25233.600000,12.100943,450.098814
210,2874476,2880914,2881565,0.650000,0.000538,5229,-12.913335,5720.290000,25304.100000,0.433039,493.083004
211,2881565,2888160,2888694,0.530000,0.000564,5056,-13.611652,5727.540000,25376.200000,9.799078,690.612648
212,2888694,2895483,2895929,0.440000,0.000572,5029,-13.845040,5734.860000,25449.500000,11.038961,697.924901
213,2895929,2902797,2903294,0.500000,0.000569,5512,-13.815431,5742.170000,25522.300000,12.443778,597.332016
214,2903294,2909849,2910477,0.630000,0.000602,4642,-14.684264,5749.220000,25593.600000,7.598294,240.019763
215,2910477,2916305,2917021,0.720000,0.000530,4906,-12.892331,5755.680000,25657.600000,5.427968,310.474308
216,2917021,2922955,2923530,0.580000,0.000562,4546,-13.760171,5762.330000,25724.100000,7.144269,429.545455
217,2923530,2929799,2930333,0.540000,0.000590,4730,-14.496792,5769.170000,25792.100000,3.410795,606.719368
218,2930333,2936922,2937666,0.740000,0.000582,4944,-14.336817,5776.300000,25862.800000,5.761630,354.545455
219,2937666,2943858,2944568,0.710000,0.000570,4942,-14.061778,5783.230000,25932.300000,2.643281,619.762846
