Type,StartRow,EndRow,AvgDisp,Slope,Intercept,RValue,PValue,StdErr,Behavior
L,25917,63441,931.68,3.950321e-04,0.076022,9.965780e-01,0.000000e+00,6.245701e-07,stable
U,191671,196109,17045.55,3.851761e-03,-65.218066,9.993953e-01,0.000000e+00,8.066318e-06,stable
L,196109,200847,16979.22,3.243155e-03,-54.628397,9.998081e-01,0.000000e+00,3.482538e-06,stable
U,293260,297136,24145.72,4.051512e-03,-97.391496,9.990803e-01,0.000000e+00,1.068165e-05,stable
L,297136,301434,24101.55,3.404294e-03,-81.609816,9.995576e-01,0.000000e+00,5.662907e-06,stable
U,354384,358215,30117.69,3.935151e-03,-118.083205,9.990141e-01,0.000000e+00,1.048805e-05,stable
L,358215,362414,30080.13,3.458526e-03,-103.593814,9.997409e-01,0.000000e+00,4.487108e-06,stable
U,404728,408983,35684.51,4.053180e-03,-144.200640,9.991593e-01,0.000000e+00,1.006517e-05,stable
L,408983,413360,35649.28,3.615047e-03,-128.435807,9.996636e-01,0.000000e+00,5.309685e-06,stable
