Type,StartRow,EndRow,AvgDisp,Slope,Intercept,RValue,PValue,StdErr,Behavior
L,29372,72905,1865.32,2.963163e-04,-0.111051,9.987388e-01,0.000000e+00,2.460935e-07,stable
U,182300,195077,17147.03,5.826312e-04,-9.553926,9.998997e-01,0.000000e+00,1.908325e-07,slow
L,195077,207856,16933.01,5.697110e-04,-9.209362,9.999874e-01,0.000000e+00,6.516042e-08,slow
U,293182,305047,26643.18,6.561601e-04,-17.045702,9.999076e-01,0.000000e+00,2.191995e-07,slow
L,305047,317847,26440.25,6.330997e-04,-16.301530,9.999736e-01,0.000000e+00,1.111086e-07,slow
U,348070,359959,30117.96,6.676073e-04,-19.670548,9.998843e-01,0.000000e+00,2.521935e-07,slow
L,359959,371765,29973.80,6.462957e-04,-18.934186,9.999834e-01,0.000000e+00,9.056932e-08,slow
U,404678,416407,33872.76,6.701871e-04,-22.264413,9.999207e-01,0.000000e+00,2.099059e-07,slow
L,416407,429493,33743.72,6.477697e-04,-21.420545,9.999785e-01,0.000000e+00,1.035899e-07,slow
