RowNumber Stress
161505.3602 8.0965
162022.9915 8.0946
162485.1623 8.0942
163002.7936 8.0913
163464.9644 8.0884
163890.1615 8.0860
164444.7665 8.0860
164906.9373 8.0836
165369.1081 8.0808
165886.7394 8.0793
166385.8839 8.0765
166866.5416 8.0745
167347.1992 8.0760
167846.3437 8.0726
168345.4881 8.0726
168844.6326 8.0698
169380.7508 8.0698
169935.3557 8.0659
170508.4475 8.0669
171100.0262 8.0645
171654.6311 8.0640
172264.6966 8.0631
172782.3279 8.0621
175315.0240 8.0626
181156.8630 8.0683
186424.2041 8.0562
191743.4951 8.0577
198284.7854 8.0538
203747.8411 8.0538
209282.7790 8.0538
215177.1285 8.0557
221430.8896 8.0586
226965.8276 8.0562
232788.2948 8.0499
238682.6443 8.0480
244648.8761 8.0418
250830.7549 8.0384
257084.5159 8.0384
263338.2770 8.0413
269448.2735 8.0413
275845.7991 8.0432
282243.3248 8.0408
288784.6152 8.0427
294750.8470 8.0389
301148.3727 8.0369
705641.0058 8.4472
713524.8200 8.3998
721408.6342 8.3787
728666.7489 8.3590
736800.8429 8.3313
744434.3773 8.3142
752693.6112 8.2944
761578.5447 8.2799
768586.3796 8.2549
776595.3337 8.2009
783352.8888 8.1851
790360.7236 8.1614
797243.4186 8.1535
803875.8337 8.1376
811509.3681 8.1166
817891.5034 8.1218
823898.2190 8.0968
830030.0745 8.0836
837163.0493 8.0705
842669.2053 8.0626
848550.7809 8.0454
855808.8956 8.0454
862691.5906 8.0428
869949.7052 8.0389
876707.2603 8.0389
882964.2557 8.0309
889846.9507 8.0349
897105.0653 8.0309
904112.9002 8.0362
910745.3153 8.0230
917502.8704 8.0309
960979.2885 8.0703
1347743.9113 8.1272
1710234.6038 8.0357
1807330.3250 8.0580
1894716.4741 8.0540
1986957.4092 8.0540
2084053.1304 8.0662
2177912.3276 8.0580
2255588.9045 8.0601
2352684.6257 8.0560
2448162.0849 8.0519
2527456.9239 8.0499
2613224.8110 8.0499
2715175.3182 8.0641
2800943.2053 8.0438
2902893.7125 8.0458
2990279.8616 8.0316
3079284.2727 8.0275
3168288.6838 8.0173
3260529.6190 8.0296
3343060.9820 8.0112
3435301.9171 8.0153
3527542.8522 8.0153
3616547.2633 8.0153
3707169.9365 8.0133
4149246.0155 8.3411
4156409.7165 8.3096
4164553.7135 8.2961
4172697.7104 8.2496
4180992.5221 8.2481
4188684.0748 8.2076
4195998.5905 8.1821
4203162.2915 8.1536
4210175.1778 8.1356
4217866.7304 8.0965
4225105.8388 8.0905
4232721.9841 8.0590
4240790.5736 8.0485
4247803.4599 8.0470
4255570.4199 7.9990
4263261.9726 8.0065
4270274.8588 8.0020
4277287.7451 7.9975
4285205.5199 8.0005
4292897.0725 7.9975
4300739.4399 7.9735
4309109.6590 7.9810
4317479.8781 7.9780
4325096.0233 7.9750
4344626.5345 8.1611
4351790.2355 8.0155
4358501.4922 7.9736
4365740.6006 7.9587
4374186.2271 7.9662
4381726.9650 7.9587
4389870.9619 7.9557
4396733.0334 7.9422
4404952.4377 7.9303
4413247.2494 7.9198
4421315.8389 7.9273
4429459.8359 7.9347
4437377.6107 7.9482
4445521.6076 7.9527
4453137.7529 7.9347
4460678.4908 7.9527
4469425.7467 7.9706
4477268.1141 7.9691
4485638.3332 7.9751
4493028.2564 7.9437
4501775.5123 7.9437
4510221.1388 7.9527
4518666.7652 7.9452
4527253.0932 7.9407
4535538.1466 7.9362
4543521.9253 7.9317
4551797.2318 7.9332
4559545.9279 7.9287
4567445.0841 7.9152
4575494.7004 7.9512
4584060.8378 7.9587
4592401.5504 7.9422
4600742.2631 7.9542
4609684.1082 7.9497
4617423.6885 7.9362
4626044.6475 7.9332
4634140.8524 7.9512
4643211.6006 7.9677
4651157.8759 7.9797
5031754.4745 8.3894
5039175.9957 8.3294
5048246.7439 8.3159
5057242.5272 8.2769
5064936.6887 8.2468
5074460.2981 8.2240
5081842.9410 8.1904
5091429.0860 8.1874
5100351.5748 8.1418
5107946.7512 8.0946
5117572.5831 8.0885
5127051.4557 8.0763
5134032.0208 8.0319
5143510.8934 8.0564
5151667.1327 8.0227
5158269.3879 8.0290
5159050.3734 7.9733
5159671.6119 7.9622
5160390.4736 7.9520
5161073.8359 7.9348
5161739.4485 7.9287
5162387.3115 7.9105
5163070.6739 7.8923
5163745.1614 7.9014
5164437.3985 7.8963
5165156.2602 7.8862
5165866.2470 7.8811
5166469.7358 7.8771
5167206.3472 7.8710
5167898.5844 7.8700
5168652.9454 7.8680
5169407.3064 7.8619
5170143.9177 7.8619
5170800.6556 7.8548
5171537.2669 7.8487
5172309.3776 7.8477
5173010.4896 7.8416
5173684.9771 7.8528
5174359.4646 7.8366
5175149.3249 7.8649
5175832.6873 7.8558
5176560.4238 7.8406
5177412.4080 7.8355
5178051.3961 7.8355
5178859.0062 7.8304
5179622.2420 7.8233
5180305.6043 7.8161
5181024.4660 7.8120
5181805.4515 7.8171
5182506.5635 7.8029
5183260.0371 7.8008
5184013.5107 7.8161
5186593.0495 8.0292
5194072.1505 8.0078
5203424.1996 7.9829
5212644.5297 7.9829
5222918.6118 7.9907
5233060.9749 7.9705
5239515.2060 7.9658
5250843.0402 7.9814
5664308.9863 8.4544
5672739.0024 8.3751
5680773.8615 8.2988
5689335.5966 8.2335
5698292.4887 8.1915
5707381.0998 8.1603
5715689.1708 8.1339
5724767.0898 8.1073
5733855.7009 8.0886
5741890.5600 8.0682
5751637.7661 8.0682
5759672.6252 8.0197
5764299.9015 7.9723
5764968.5307 7.9567
5765687.6226 7.9316
5766368.8674 7.9187
5767087.9593 7.9048
5767838.5902 7.8840
5768557.6820 7.8693
5769283.0817 7.8633
5770058.9439 7.8468
5770803.2670 7.8442
5771579.1292 7.8538
5772266.6819 7.8494
5773080.3911 7.8494
5773793.1751 7.8564
5774480.7278 7.8356
5775237.6665 7.8520
5776007.2209 7.8425
5776808.3145 7.8468
5777495.8672 7.8512
5778246.4981 7.8468
5779003.4369 7.8243
5779741.4522 7.8381
5780441.6205 7.8278
5781255.3297 7.8243
5782043.8075 7.8304
5782819.6698 7.8166
5783526.1459 7.8157
5784289.3925 7.8148
5785040.9076 7.8295
5789316.1564 8.0139
5797197.6811 8.0152
5806733.3530 8.0035
5816560.9333 7.9958
5825512.7885 7.9738
5834075.4327 7.9777
5843221.8935 7.9647
5852076.4460 7.9686
5861222.9068 7.9712
5869590.9454 7.9479
5878348.1951 7.9479
5887105.4448 7.9350
5895959.9973 7.9311
5904814.5498 7.9272
5913085.2856 7.9259
5921647.9298 7.9247
5930113.2712 7.9130
5938481.3098 7.9208
5947433.1651 7.9195
6359380.4659 8.4173
6366832.3097 8.3077
6388389.4291 8.3625
6453326.9248 8.2273
6543015.1873 8.2127
6629509.8025 8.1816
6716802.8295 8.1597
6778812.8152 8.1012
6787063.0708 8.0774
6793450.3654 8.0409
6799837.6601 8.0098
6807289.5039 7.9952
6813942.9358 7.9861
6820330.2305 7.9678
6828048.2115 7.9513
6834701.6434 7.9440
6842419.6245 7.9349
6849073.0564 7.9276
6856524.9002 7.9148
6863976.7440 7.8965
6900171.4137 7.9166
6991190.3626 7.9897
7071031.5458 7.9331
7121295.0677 7.9615
7130447.0037 7.9638
7139413.4274 7.9476
7148441.6885 7.9569
7156480.5511 7.9603
7166312.6985 7.9638
7175155.4474 7.9743
7182946.9604 7.9406
7191975.2215 7.9348
7200879.8078 7.9371
7209351.5323 7.9580
7217204.8827 7.9499
7226171.3064 7.9418
7234395.6813 7.9313
7243228.0272 7.9360
7251998.6085 7.9221
7260203.6438 7.9012
7268223.6032 7.8942
7277539.0944 7.9128
7285435.6697 7.8849
7295025.6949 7.9012
7303816.5513 7.9197
7312115.6115 7.8977
7319738.4520 7.8826
7329161.0570 7.8989
7338134.2117 7.8884
7719930.7793 8.4539
7727677.1110 8.3425
7736157.3058 8.2809
7744719.0409 8.2169
7753199.2357 8.1624
