Type,StartRow,EndRow,AvgDisp,Slope,Intercept,RValue,PValue,StdErr,Behavior
L,17811,46702,1026.68,3.904912e-04,0.042423,9.979524e-01,0.000000e+00,4.771723e-07,stable
U,169561,174533,17368.38,3.025460e-03,-52.110263,9.997262e-01,0.000000e+00,3.763527e-06,stable
L,174533,179601,17303.86,2.544620e-03,-43.594853,9.999440e-01,0.000000e+00,1.314488e-06,stable
U,263886,269132,26669.90,3.229354e-03,-85.690689,9.993781e-01,0.000000e+00,6.262758e-06,stable
L,269132,274048,26614.70,2.774716e-03,-73.410342,9.997443e-01,0.000000e+00,3.182094e-06,stable
U,321308,325903,31326.91,3.293855e-03,-102.750140,9.995322e-01,0.000000e+00,5.547824e-06,stable
L,325903,330669,31282.99,2.872787e-03,-89.431790,9.997856e-01,0.000000e+00,3.068174e-06,stable
U,370136,373874,35784.56,3.378010e-03,-120.443970,9.996287e-01,0.000000e+00,5.147576e-06,stable
L,373874,377392,35746.52,3.009079e-03,-107.126909,9.997724e-01,0.000000e+00,3.384381e-06,stable
