MaxFrictionRow,MinFrictionRow
2810200,2810836
2816997,2817571
2823995,2824566
2830971,2831559
2837664,2838513
2845053,2845631
2851974,2852574
2859458,2860225
2866654,2867287
2873855,2874476
2880914,2881565
2888160,2888694
2895483,2895929
2902797,2903294
2909849,2910477
2916305,2917021
2922955,2923530
2929799,2930333
2936922,2937666
2943858,2944568
2951145,2951981
2958083,2958739
2965294,2965901
2972187,2972789
2979470,2980034
2986558,2987144
2993082,2993737
2999495,3000137
3006545,3007203
3013670,3014372
3021118,3022025
3028438,3029147
3035278,3036203
3042405,3043236
3049659,3050697
3056334,3056975
3063714,3064490
3071102,3071937
3078003,3078656
3084803,3085501
3091263,3091884
3098198,3098706
3104877,3105682
3111621,3112179
3118980,3119494
3125645,3126391
3132220,3132889
3139446,3140209
3146220,3147686
3153516,3154133
3160929,3161816
3166843,3167561
3174166,3174953
3180646,3181513
3187636,3188440
3194636,3195166
3201549,3202255
3208282,3208820
3214752,3215408
3221369,3221981
3227941,3228752
3234700,3235385
3241721,3242563
3248496,3249084
3255717,3256686
3262960,3263686
3269573,3270209
3276437,3277035
3283407,3284029
3290356,3291274
3297378,3298342
3304378,3305322
3312145,3313154
3318727,3319732
3326293,3327485
3333185,3334003
3341023,3341829
3347952,3348645
3355267,3356177
3361765,3362526
3369230,3370319
3375462,3376192
3383290,3384142
3390070,3390655
3397862,3398522
3404294,3404904
3411594,3412101
3418505,3419013
3425651,3426546
3432564,3433300
3440048,3440933
3447569,3448445
3454169,3455071
3460915,3461872
3467966,3468610
3475751,3476737
3482381,3483138
3489613,3490293
3496636,3497252
3504045,3504624
3511037,3511714
3517808,3518711
3524540,3525461
3531425,3532197
3538678,3539502
3545853,3546511
3553117,3553961
3560032,3560723
3567572,3568177
3574370,3574980
3581557,3582221
3588646,3589316
3595462,3595993
3602738,3603518
3609639,3610375
3616646,3617416
3623102,3623780
3630224,3631018
3637138,3638245
3643438,3644226
3650294,3651014
3656951,3657680
3663978,3664703
3670962,3671725
3677068,3677789
3684376,3685357
3690666,3691464
3697792,3698748
3704487,3705155
3711086,3711990
3717755,3718481
3724604,3725833
3730855,3731511
3738357,3739272
3744307,3745234
3751605,3752539
3758194,3759080
3764394,3765123
3771322,3772230
3777556,3778254
3784354,3785370
3790539,3791200
3797658,3798622
3803739,3804544
3810922,3812003
3816921,3817579
3824053,3824928
3830335,3831214
3837742,3838737
3843456,3843947
3850768,3851880
3856638,3857281
3864029,3864742
3870404,3871163
3877209,3878189
3883118,3883912
3890227,3890958
3896867,3897559
3903283,3904274
3909814,3910407
3917091,3917937
3923402,3924151
3930670,3931466
3937394,3938089
3944146,3945014
3950503,3951194
3957358,3958215
3963232,3963812
3970235,3971243
4097948,4098836
4131185,4131813
4137316,4137609
4143919,4144420
4150381,4150964
4157082,4157646
4163587,4164300
4169869,4170546
4175991,4176667
4182088,4182833
4188156,4188716
4194355,4195109
4200642,4201384
4207351,4208160
4213184,4213827
4220030,4220513
4226382,4226931
4232397,4232992
4238279,4238921
4244319,4244911
4250504,4251175
4256803,4257401
4263103,4263699
4269337,4270014
4275957,4276561
4282029,4282684
4288533,4289204
4294789,4295491
4300967,4301586
4307170,4307729
4313164,4313781
4319720,4320470
4325920,4326365
4332204,4332703
4338278,4338803
4344444,4344901
4350929,4351437
4357643,4358171
4363652,4364155
4370169,4370631
4376642,4377142
4382791,4383349
4388663,4389483
4394901,4395442
4401536,4402148
4407965,4408507
4413991,4414561
4420274,4420924
4426147,4426913
4432007,4432566
4438542,4439038
4444645,4445322
4451298,4451901
4457988,4458575
4463778,4464437
4469995,4470657
4478375,4476691
4482147,4482741
4487995,4488619
4494003,4494682
4500005,4500681
4506139,4506703
4512075,4512752
4518171,4518717
4524636,4525159
4530784,4531316
4537337,4537780
4543633,4544107
4549935,4550424
4556039,4556564
4562340,4562838
4568360,4568788
4574667,4575259
4580958,4581447
4586803,4587235
4593077,4593669
4599545,4600004
4604452,4606324
4612206,4612708
4618106,4618527
4624434,4624973
4630925,4631457
4637118,4637800
4643603,4644078
4649609,4650262
4656160,4656814
4662562,4663243
4668598,4669158
4674649,4675259
4680936,4681442
4686832,4687540
4692838,4693331
4699154,4699759
4704672,4705210
4711089,4711564
4717161,4717699
4723331,4723835
4729520,4730017
4735866,4736423
4742266,4742686
4748482,4749137
4754383,4754992
4760689,4761171
4767027,4767476
4772956,4773448
4779195,4779705
4785014,4785417
4789710,4791942
4797916,4798388
4804293,4804802
4810817,4811256
4817038,4817517
4823460,4824072
4829981,4830683
4835836,4836450
4842061,4842684
4848833,4849375
4855111,4855851
4861531,4862025
4867563,4868138
4873331,4873712
4879453,4879945
4885425,4885954
4891681,4892202
4897881,4898344
4904154,4904682
4910293,4910757
4915946,4916433
4922134,4922635
4928164,4928681
4934086,4934610
4940147,4940648
4945962,4946454
4952057,4952594
4958012,4958465
4964278,4964736
4970400,4970932
4976590,4977087
4982488,4982896
4988714,4989270
4994456,4994926
5000573,5001149
5006651,5007226
5013235,5013722
5019322,5019876
5025156,5025666
5031284,5031766
5037274,5037850
5043085,5043664
5049339,5049953
5055338,5055800
5061645,5062182
5067835,5068381
5073981,5074564
5080133,5080659
5086329,5086855
5092416,5092906
5098839,5099289
5104961,5105467
5111328,5111769
5117629,5118104
5123965,5124475
5130363,5130893
5136400,5137160
5143183,5143663
5149085,5149669
5155476,5156043
5161460,5162079
5167790,5168469
5173990,5174453
5179963,5180501
5185986,5186456
5191880,5192346
5198093,5198552
5204346,5204841
5210493,5211088
5216431,5217192
5222015,5222561
5228190,5228761
5234172,5234717
5240457,5240996
5246806,5247335
5252934,5253380
5259135,5259899
5264977,5265389
5270966,5271704
5276634,5277210
5282817,5283405
5288952,5289680
5295286,5295766
5302022,5302494
5308304,5308863
5314657,5315184
5320882,5321312
5327095,5327550
5333549,5334028
5339478,5339969
5345524,5346083
5351656,5352105
5357890,5358427
5363369,5363775
5369646,5370247
5375400,5375832
5381712,5382318
