RowNumber Stress
1371708.3821 4.0314
1377040.2999 4.0310
1381523.9581 4.0275
1386189.3862 4.0265
1390915.4043 4.0287
1395156.7026 4.0317
1400488.6205 4.0366
1405154.0486 4.0366
1410001.2466 4.0314
1415333.1645 4.0326
1420119.7725 4.0323
1425027.5606 4.0254
1429268.8588 4.0233
1434540.1867 4.0294
1438963.2549 4.0265
1443022.7833 4.0280
1447809.3914 4.0275
1452293.0495 4.0277
1457624.9674 4.0285
1462714.5253 4.0268
1466955.8236 4.0238
1471500.0718 4.0274
1475983.7300 4.0281
1480406.7982 4.0306
1563854.8294 4.0363
1568259.2642 4.0327
1571920.1823 4.0224
1575747.5057 4.0245
1579519.3607 4.0270
1584178.7109 4.0282
1588006.0343 4.0290
1592166.1685 4.0245
1596104.4288 4.0195
1600320.0314 4.0125
1604369.2286 4.0133
1608806.7051 4.0183
1613576.9922 4.0195
1617792.5948 4.0228
1622063.6659 4.0232
1626667.5477 4.0237
1630661.2765 4.0220
1634710.4737 4.0220
1639425.2924 4.0245
1643751.8319 4.0187
1648355.7137 4.0154
1652959.5955 4.0175
1656842.3874 4.0150
1661779.0799 4.0204
1665994.6825 4.0142
1669932.9428 4.0166
1679140.7064 4.0220
1682912.5614 4.0055
1687571.9116 4.0064
1691652.2494 4.0014
1696118.5650 4.0035
1700419.4616 4.0031
1705144.5924 4.0039
1709210.4026 4.0011
1713605.8732 4.0015
1717891.4570 4.0076
1722226.8267 4.0059
1726836.5870 4.0015
1731007.3224 4.0023
1735671.9608 4.0051
1740111.8050 4.0039
1744661.2750 4.0039
1749046.3064 4.0092
1753705.4022 4.0055
1758528.9367 4.0096
1763188.0325 4.0096
1767956.7541 4.0084
1772665.0617 4.0047
1777428.1171 4.0060
1782021.4650 4.0084
1786336.2662 4.0109
1790869.5385 4.0105
1795566.6640 4.0100
1799116.8169 4.0068
1803540.8537 4.0072
1808237.9792 4.0109
1812662.0159 4.0088
1817249.9059 4.0068
1821892.4137 4.0068
1826480.3036 4.0064
1831286.6646 4.0112
1835656.0836 4.0072
1840129.4166 4.0015
1844973.0884 3.9991
1849702.2877 4.0028
1854159.6940 4.0015
1859160.6864 4.0048
1863781.1685 4.0073
1868673.4437 4.0097
1873348.2844 4.0138
1877637.5123 4.0060
1882306.7984 4.0080
1886976.0845 4.0064
1892079.7227 4.0113
1896797.6903 4.0072
1901780.8773 4.0072
1907143.2199 4.0084
1911963.9117 4.0076
1916947.0987 4.0056
1921767.7905 4.0031
1926425.9871 3.9977
1931409.1741 3.9998
1936392.3611 4.0027
1941158.8879 3.9990
1946292.3492 4.0002
1950933.9609 4.0006
1955737.4893 4.0002
1960918.8232 3.9990
1965722.3516 3.9956
1970945.2240 3.9985
1976263.1245 4.0011
1980930.8782 4.0015
1985920.5459 4.0040
1990695.6042 4.0015
1995685.2719 4.0006
2000674.9396 4.0044
2005706.2819 4.0006
2010571.2619 3.9990
2015638.0250 3.9960
2020331.4477 3.9960
2025664.8826 3.9943
2031258.3352 3.9998
2036147.6255 4.0015
2041190.3502 3.9952
2046445.4002 3.9918
2051376.0966 4.0002
2056465.8478 4.0002
2061231.8199 3.9973
2066402.9570 3.9935
2071679.6276 3.9964
2076680.5591 4.0023
2081459.5481 3.9930
2086501.1189 3.9926
2091752.7551 3.9922
2097004.3913 3.9939
2102361.0603 4.0002
2107192.5656 4.0015
2112391.6855 3.9985
2117532.1738 3.9955
2122823.7291 3.9994
2127800.9346 3.9977
2132830.5317 3.9994
2137231.4291 3.9985
2141841.8932 4.0037
2146347.5739 3.9998
2150900.2304 3.9947
2155191.2399 3.9947
2160162.5315 3.9844
2165081.4937 3.9934
2169843.4677 3.9951
2174814.7592 3.9977
2179838.3802 3.9886
2185594.6125 3.9938
2190461.2453 3.9985
2195537.1956 3.9964
2200920.7179 3.9947
2206239.3114 3.9912
2211349.3325 3.9925
2216765.7686 3.9947
2221921.7992 3.9947
2227227.7610 3.9942
2232429.6844 3.9929
2238203.8194 3.9959
2243405.7428 3.9955
2248503.6277 3.9955
2254017.6664 3.9947
2259583.7245 3.9959
2264681.6094 3.9977
2270039.5905 4.0007
2275033.4369 4.0028
2280079.3026 3.9994
2285645.3606 4.0007
2291048.9328 4.0003
2296134.7102 3.9994
2301629.1170 3.9985
2307175.3578 4.0011
2312617.9306 4.0028
2318527.0096 4.0046
2323554.9101 4.0089
2328530.9767 4.0072
2333558.8772 3.9877
2584840.4802 4.0640
2589002.4943 4.0385
2593164.5083 4.0279
2597599.4414 4.0215
2602648.4420 4.0137
2607560.9832 4.0257
2611859.4568 4.0201
2616771.9980 4.0158
2621479.8500 4.0179
2625846.5533 4.0215
2631577.8513 4.0116
2636626.8520 4.0151
2640925.3256 4.0165
2645701.4073 4.0101
2650341.0295 4.0038
2655321.8005 4.0031
