Event,StartRow,FailRow,EndRow,SlipDuration,Stiffness,NptsStiffness,StiffnessIntercept,FailTime,FailDisplacement,50_Mean_Velocity,Peak_Velocity
0,1136685,1140361,1143719,3.360000,0.000033,3676,0.366826,6805.170000,9631.760000,9.620753,11.406857
1,1143719,1146646,1150127,3.490000,0.000035,2927,0.348386,6811.450000,9693.870000,9.212417,11.105311
2,1150127,1153668,1156615,2.940000,0.000036,3541,0.334934,6818.480000,9763.350000,9.141306,11.195042
3,1156615,1159430,1163395,3.960000,0.000044,2815,0.258442,6824.240000,9820.370000,8.578991,12.994264
4,1163395,1166824,1169563,2.740000,0.000049,2584,0.208550,6831.630000,9892.880000,9.004550,11.498238
5,1169563,1172768,1176493,3.720000,0.000049,3205,0.203631,6837.580000,9951.970000,9.116463,11.735768
6,1176493,1179041,1182631,3.590000,0.000076,1973,-0.073799,6843.850000,10014.600000,9.020387,11.943230
7,1182631,1185792,1188364,2.570000,0.000068,3161,-0.002385,6850.600000,10081.000000,8.520678,12.411498
8,1188364,1191708,1195118,3.410000,0.000079,3344,-0.109308,6856.520000,10140.000000,8.623724,12.398798
9,1195118,1198028,1201135,3.100000,0.000109,2910,-0.425431,6862.840000,10203.000000,8.652875,12.979780
10,1201135,1205029,1207647,2.620000,0.000114,3278,-0.482891,6869.840000,10272.900000,8.037718,13.581025
11,1207647,1211359,1213759,2.400000,0.000135,3362,-0.708822,6876.170000,10336.100000,8.604070,14.096487
12,1213759,1217649,1220328,2.680000,0.000152,3258,-0.890923,6882.460000,10398.400000,7.498475,14.936712
13,1220328,1224654,1226961,2.310000,0.000152,4326,-0.904879,6889.460000,10466.800000,7.326004,17.667365
14,1226961,1231529,1233550,2.020000,0.000213,3699,-1.554360,6896.340000,10534.700000,7.372251,21.438368
15,1233550,1238529,1240474,1.940000,0.000244,4451,-1.892038,6903.340000,10603.800000,6.367264,35.328691
16,1240474,1246277,1247790,1.510000,0.000285,4582,-2.351026,6911.090000,10681.100000,5.722157,63.239304
17,1247790,1254558,1256199,1.640000,0.000319,4142,-2.736739,6919.370000,10763.700000,6.365131,66.196436
18,1256199,1262941,1264104,1.160000,0.000312,4388,-2.692208,6927.750000,10847.500000,5.794929,95.805019
19,1264104,1271401,1272869,1.470000,0.000349,3895,-3.114067,6936.210000,10931.900000,6.261310,109.610755
20,1272869,1280909,1282352,1.440000,0.000356,4211,-3.221300,6945.720000,11026.800000,5.444540,90.851467
21,1282352,1289679,1290854,1.170000,0.000330,4950,-2.974964,6954.490000,11114.300000,6.269887,148.794070
22,1290854,1299614,1300836,1.220000,0.000384,4191,-3.603090,6964.420000,11213.400000,5.357576,139.965404
23,1300836,1309418,1310372,0.950000,0.000378,3633,-3.573222,6974.230000,11311.300000,5.649826,176.130512
24,1310372,1319562,1320652,1.090000,0.000391,4747,-3.753552,6984.370000,11411.600000,5.754161,181.802045
25,1320652,1330033,1331050,1.020000,0.000458,1844,-4.564986,6994.840000,11515.300000,5.789408,191.233369
26,1331050,1340851,1341698,0.850000,0.000428,3233,-4.261435,7005.660000,11623.400000,4.893676,170.345103
27,1341698,1350758,1351626,0.860000,0.000410,3278,-4.101082,7015.570000,11722.100000,5.935772,196.367729
28,1351626,1361296,1362106,0.810000,0.000425,3720,-4.319592,7026.100000,11827.300000,5.057310,213.941906
29,1362106,1372028,1373052,1.020000,0.000429,3711,-4.411543,7036.840000,11934.300000,5.303759,212.709461
30,1373052,1382830,1383778,0.950000,0.000444,3123,-4.632673,7047.640000,12042.300000,5.441210,190.882277
31,1383778,1393178,1394131,0.950000,0.000423,3707,-4.428515,7057.990000,12145.600000,5.130771,224.844356
32,1394131,1404111,1405269,1.160000,0.000448,3381,-4.782239,7068.920000,12254.700000,5.431169,216.008938
33,1405269,1414731,1415937,1.210000,0.000468,2420,-5.071081,7079.540000,12360.600000,4.328923,233.257940
34,1415937,1426208,1427245,1.030000,0.000490,2121,-5.394789,7091.020000,12475.100000,5.181710,237.519415
35,1427245,1437663,1438555,0.890000,0.000469,2892,-5.193615,7102.470000,12588.300000,4.613844,214.472384
36,1438555,1448197,1449445,1.240000,0.000495,1983,-5.568595,7113.010000,12692.500000,5.616601,237.771314
37,1449445,1459602,1460656,1.050000,0.000473,2747,-5.351185,7124.410000,12806.500000,5.356999,292.885412
38,1460656,1470381,1471241,0.860000,0.000426,5410,-4.796998,7135.190000,12916.700000,5.339121,210.762047
39,1471241,1480929,1482049,1.120000,0.000437,4262,-4.978930,7145.740000,13022.100000,3.633737,202.993643
40,1482049,1491879,1493013,1.130000,0.000404,6092,-4.605114,7156.690000,13130.900000,6.339109,173.563039
41,1493013,1502120,1502902,0.780000,0.000399,5514,-4.579540,7166.930000,13232.200000,6.535887,224.340788
42,1514250,1595434,1596255,0.820000,0.000517,1537,-6.234279,7260.240000,13587.400000,4.375088,252.068145
43,1596255,1605181,1605910,0.730000,0.000428,4952,-5.154197,7269.990000,13684.800000,6.115797,212.668820
44,1605910,1615767,1616477,0.710000,0.000448,5111,-5.474688,7280.580000,13790.300000,5.929439,223.055691
45,1616477,1626296,1627029,0.740000,0.000439,5363,-5.391865,7291.100000,13895.700000,5.041851,224.932128
46,1627029,1637331,1638027,0.700000,0.000422,6194,-5.205094,7302.140000,14005.800000,7.387667,215.754000
47,1638027,1647882,1648833,0.950000,0.000445,4166,-5.576294,7312.690000,14110.900000,7.506577,219.657371
48,1648833,1658803,1659744,0.940000,0.000418,5667,-5.237400,7323.610000,14220.100000,4.325064,213.537101
49,1659744,1669671,1670572,0.900000,0.000450,4464,-5.735946,7334.480000,14328.700000,5.693358,223.393907
50,1670572,1680701,1681514,0.810000,0.000492,2756,-6.390677,7345.510000,14438.600000,7.161247,238.401816
51,1681514,1690736,1691594,0.860000,0.000425,4675,-5.469182,7355.540000,14538.500000,3.847367,193.623053
52,1691594,1701310,1702061,0.750000,0.000480,2628,-6.322926,7366.120000,14644.400000,5.966327,218.473415
53,1702061,1711974,1713040,1.070000,0.000460,3689,-6.078982,7376.780000,14750.600000,5.119202,214.158327
54,1713040,1723066,1723959,0.900000,0.000437,5159,-5.782750,7387.870000,14861.300000,6.438552,216.812962
55,1723959,1734330,1735251,0.920000,0.000436,5249,-5.822439,7399.140000,14974.000000,6.300427,209.615771
56,1735251,1745322,1746119,0.800000,0.000443,4408,-5.977605,7410.130000,15083.600000,4.710615,201.255853
57,1746119,1755909,1756666,0.750000,0.000427,5065,-5.777401,7420.720000,15189.000000,5.839647,212.871728
58,1756666,1766443,1767353,0.910000,0.000424,5556,-5.782894,7431.250000,15294.100000,6.164008,242.941891
59,1767353,1776987,1777862,0.870000,0.000439,4737,-6.056011,7441.800000,15399.400000,5.309958,217.839618
60,1777862,1787642,1788679,1.040000,0.000451,4316,-6.283658,7452.450000,15505.600000,5.780259,177.992525
61,1788679,1797299,1798250,0.950000,0.000422,4104,-5.885911,7462.110000,15602.100000,6.539092,209.022437
62,1798250,1808470,1809067,0.600000,0.000470,2960,-6.679655,7473.280000,15713.500000,6.383666,221.115429
63,1809067,1819100,1820060,0.960000,0.000420,6089,-5.939935,7483.910000,15819.600000,5.596089,190.609760
64,1820060,1829386,1830246,0.860000,0.000468,2795,-6.750932,7494.190000,15922.000000,5.776403,187.557059
65,1830246,1839825,1840699,0.880000,0.000444,4046,-6.407028,7504.630000,16026.000000,5.876880,221.559609
66,1840699,1849939,1850715,0.770000,0.000428,4510,-6.200565,7514.750000,16127.400000,8.037326,218.343075
67,1850715,1860713,1861568,0.860000,0.000475,3500,-7.005467,7525.520000,16234.900000,6.014339,202.545019
68,1861568,1871369,1872261,0.890000,0.000429,5245,-6.315676,7536.180000,16341.200000,5.229682,218.743137
69,1872261,1881935,1882999,1.070000,0.000459,3958,-6.848380,7546.740000,16446.400000,4.477743,211.328741
70,1882999,1893122,1893919,0.800000,0.000448,5061,-6.714350,7557.930000,16558.300000,5.947851,167.718967
71,1893919,1902910,1903471,0.560000,0.000431,4290,-6.470653,7567.720000,16655.700000,7.956684,198.003953
72,1903471,1912837,1913586,0.740000,0.000440,4744,-6.668132,7577.650000,16755.000000,6.507600,210.027278
73,1913586,1923302,1924254,0.950000,0.000458,3589,-7.012102,7588.110000,16859.400000,5.287069,169.528835
74,1924254,1932612,1933248,0.640000,0.000419,4471,-6.397273,7597.420000,16952.200000,6.013086,185.329263
75,1933248,1941862,1942653,0.790000,0.000435,4465,-6.718890,7606.670000,17044.600000,5.764776,201.239203
76,1942653,1951638,1952596,0.950000,0.000478,2985,-7.493115,7616.450000,17142.200000,4.292342,205.434862
77,1952596,1961945,1962808,0.870000,0.000484,3540,-7.636235,7626.750000,17245.000000,6.007136,166.076062
78,1962808,1971295,1971771,0.480000,0.000457,3163,-7.221996,7636.100000,17338.200000,7.431071,205.283358
79,1971771,1981328,1982053,0.720000,0.000436,5292,-6.897863,7646.140000,17438.200000,7.338756,167.471865
80,1982053,1990542,1991235,0.690000,0.000427,4176,-6.782150,7655.350000,17530.000000,5.780290,213.319370
81,1991235,2001345,2002263,0.920000,0.000467,3980,-7.525094,7666.150000,17638.200000,5.431393,160.887285
82,2002263,2010834,2011549,0.720000,0.000439,3950,-7.084421,7675.640000,17732.600000,5.613417,196.174227
83,2011549,2020899,2021728,0.830000,0.000454,4654,-7.404847,7685.710000,17833.000000,4.576489,177.336624
84,2021728,2030481,2031188,0.710000,0.000435,4293,-7.097609,7695.290000,17928.700000,4.291039,205.288480
85,2031188,2040310,2041069,0.760000,0.000457,3941,-7.540244,7705.120000,18026.900000,5.163842,185.878017
86,2041069,2049841,2050684,0.840000,0.000467,3148,-7.769947,7714.650000,18121.800000,4.963804,187.485133
87,2050684,2059155,2059849,0.700000,0.000419,5531,-6.945115,7723.960000,18214.900000,5.379953,209.559517
88,2059849,2069288,2069783,0.490000,0.000443,5194,-7.416558,7734.100000,18316.100000,5.593715,232.647888
89,2069783,2079787,2080695,0.900000,0.000464,4442,-7.851747,7744.600000,18420.600000,7.119605,211.441783
90,2080695,2090312,2091072,0.760000,0.000461,4461,-7.831192,7755.120000,18525.900000,5.953906,209.127144
91,2091072,2100654,2101364,0.710000,0.000448,4869,-7.637787,7765.460000,18629.000000,4.948481,206.812379
92,2101364,2110720,2111668,0.950000,0.000465,4570,-8.015719,7775.530000,18729.400000,2.904249,235.035072
93,2111668,2120763,2121517,0.760000,0.000466,3542,-8.065809,7785.570000,18829.600000,6.499910,216.300568
94,2121517,2131310,2131908,0.600000,0.000474,4086,-8.277302,7796.120000,18935.000000,6.660132,230.520784
95,2131908,2141504,2142472,0.970000,0.000454,4981,-7.937270,7806.310000,19036.700000,6.517989,201.475225
96,2142472,2151397,2151989,0.590000,0.000488,2387,-8.637629,7816.210000,19135.200000,6.593956,241.940704
97,2151989,2162117,2162762,0.640000,0.000458,4631,-8.111691,7826.930000,19242.000000,4.929467,222.495476
98,2162762,2172325,2173427,1.110000,0.000459,4466,-8.170823,7837.130000,19343.700000,6.988175,214.611579
99,2173427,2183144,2184046,0.900000,0.000452,4630,-8.090650,7847.950000,19452.000000,5.343124,191.117320
100,2184046,2192671,2193415,0.740000,0.000446,4488,-8.015233,7857.480000,19547.000000,6.269540,201.154064
101,2193415,2202641,2203294,0.650000,0.000469,4096,-8.508583,7867.450000,19646.500000,5.957149,166.413735
102,2203294,2211510,2212252,0.740000,0.000463,2911,-8.432417,7876.320000,19735.100000,5.537951,196.941694
103,2212252,2221648,2222255,0.600000,0.000459,4872,-8.403861,7886.460000,19836.100000,5.328600,202.692500
104,2222255,2231716,2232303,0.590000,0.000464,4966,-8.545418,7896.520000,19935.900000,4.865423,230.714955
105,2232303,2241910,2242676,0.760000,0.000554,1899,-10.398511,7906.720000,20037.500000,6.599981,224.612790
106,2242676,2251996,2252633,0.640000,0.000473,3815,-8.825365,7916.800000,20138.200000,5.453097,234.703624
107,2252633,2262508,2263055,0.540000,0.000484,3440,-9.087747,7927.320000,20243.000000,6.395396,246.250550
108,2263055,2273090,2273822,0.730000,0.000439,6849,-8.231265,7937.900000,20348.400000,5.122713,263.853032
109,2273822,2283634,2284448,0.820000,0.000467,5391,-8.841845,7948.440000,20453.900000,4.768012,211.051626
110,2284448,2293722,2294431,0.710000,0.000470,4049,-8.957932,7958.530000,20554.400000,4.922544,204.565010
111,2294431,2303977,2304654,0.670000,0.000451,5149,-8.613546,7968.790000,20656.500000,6.571324,228.012730
112,2304654,2314177,2314771,0.590000,0.000479,4447,-9.238507,7978.990000,20758.600000,6.083628,257.294334
113,2314771,2324943,2325688,0.750000,0.000473,5446,-9.168604,7989.750000,20866.000000,6.914343,264.795182
114,2325688,2336125,2336603,0.480000,0.000463,6037,-9.018706,8000.930000,20977.600000,6.346906,261.830956
115,2336603,2346749,2347310,0.560000,0.000477,5081,-9.350179,8011.560000,21083.100000,5.824124,276.719063
116,2347310,2357557,2358253,0.690000,0.000457,6888,-8.977411,8022.370000,21190.700000,4.992927,257.296126
117,2358253,2367911,2368635,0.720000,0.000473,4935,-9.361689,8032.720000,21293.900000,4.706065,248.162015
118,2368635,2378322,2379002,0.680000,0.000474,4580,-9.443421,8043.130000,21397.700000,5.722354,250.220117
119,2379002,2389193,2389779,0.590000,0.000471,4942,-9.435382,8054.000000,21506.200000,4.330065,234.628231
120,2389779,2399394,2400250,0.860000,0.000459,5374,-9.222668,8064.200000,21608.100000,5.942501,244.283543
121,2400250,2410309,2410802,0.490000,0.000470,4822,-9.514848,8075.120000,21717.000000,6.026780,251.978656
122,2410802,2420299,2420961,0.660000,0.000493,3395,-10.050978,8085.110000,21816.800000,6.529554,270.398646
123,2420961,2431294,2432054,0.760000,0.000467,6251,-9.533240,8096.100000,21926.300000,5.670209,288.769869
124,2432054,2442659,2443357,0.700000,0.000474,6178,-9.738381,8107.470000,22039.900000,4.690423,259.512472
125,2443357,2453322,2453814,0.490000,0.000467,5779,-9.649352,8118.130000,22146.500000,5.451313,265.298649
126,2453814,2463899,2464630,0.730000,0.000481,5324,-10.005321,8128.710000,22251.700000,7.306508,225.152147
127,2464630,2474202,2474842,0.640000,0.000504,3448,-10.556329,8139.010000,22354.400000,6.598493,230.061021
128,2474842,2484326,2485110,0.790000,0.000452,6334,-9.454128,8149.130000,22455.500000,5.712293,228.223134
129,2485110,2692116,2708162,16.050000,0.000536,2095,-11.396565,8356.920000,22307.700000,0.053558,290.269788
130,2708162,2717757,2718253,0.490000,0.000470,6055,-9.901213,8382.570000,22563.400000,2.927148,269.390118
131,2718253,2727790,2728241,0.450000,0.000450,7161,-9.492807,8392.600000,22662.400000,6.066577,326.771226
132,2728241,2738588,2738969,0.380000,0.000493,5771,-10.526257,8403.400000,22769.800000,1.713011,310.872693
133,2738969,2749001,2749656,0.650000,0.000501,4973,-10.751921,8413.810000,22873.900000,3.399293,290.500451
134,2749656,2759713,2760251,0.540000,0.000491,5079,-10.586442,8424.520000,22980.500000,3.526623,235.304804
135,2760251,2768909,2769455,0.540000,0.000457,5711,-9.841371,8433.720000,23072.400000,2.773413,274.029352
136,2769455,2778891,2779383,0.490000,0.000469,5560,-10.171349,8443.700000,23171.800000,5.391711,258.154266
137,2779383,2788814,2789307,0.500000,0.000450,7002,-9.775332,8453.620000,23270.500000,3.193677,269.775422
138,2789307,2798596,2799193,0.600000,0.000484,4858,-10.622564,8463.400000,23368.200000,4.569209,291.875388
139,2799193,2808943,2809520,0.580000,0.000477,6015,-10.486703,8473.750000,23471.400000,3.982044,284.927803
140,2809520,2819308,2819898,0.590000,0.000452,6655,-9.954753,8484.120000,23575.200000,4.885199,263.413926
141,2819898,2829390,2829932,0.540000,0.000484,5095,-10.770265,8494.200000,23675.600000,5.784205,306.434214
142,2829932,2839896,2840692,0.800000,0.000503,5252,-11.254449,8504.700000,23780.700000,3.448990,286.350112
143,2840692,2850434,2851025,0.590000,0.000504,4423,-11.344187,8515.240000,23885.300000,3.542389,248.821303
144,2851025,2860468,2861021,0.550000,0.000465,6073,-10.445867,8525.280000,23985.700000,4.466974,280.790698
145,2861021,2870338,2871163,0.820000,0.000446,7420,-10.054523,8535.150000,24083.900000,4.365057,329.698505
146,2871163,2881493,2882184,0.690000,0.000642,1532,-14.826837,8546.300000,24195.200000,4.977837,260.501241
147,2882184,2891523,2892134,0.610000,0.000469,5927,-10.706213,8556.330000,24295.200000,4.988011,283.001198
148,2892134,2902033,2902747,0.720000,0.000456,7652,-10.439391,8566.840000,24400.400000,5.244963,251.819264
149,2902747,2911719,2912450,0.730000,0.000496,4466,-11.449745,8576.530000,24497.000000,6.596579,277.163846
150,2912450,2922115,2922769,0.660000,0.000489,5580,-11.332858,8586.920000,24600.700000,4.941778,262.135911
151,2922769,2932362,2933092,0.730000,0.000486,5450,-11.314776,8597.170000,24703.200000,8.871143,241.846865
152,2933092,2941834,2942516,0.680000,0.000465,5725,-10.839203,8606.640000,24797.300000,5.474540,227.726584
153,2942516,2951652,2952479,0.830000,0.000471,5541,-11.025489,8616.460000,24895.400000,2.585551,281.323161
154,2952479,2962503,2963016,0.510000,0.000472,6702,-11.106180,8627.310000,25003.400000,3.070482,265.291839
155,2963016,2972454,2973123,0.670000,0.000486,5199,-11.509685,8637.260000,25102.200000,5.301485,306.514072
156,2973123,2983414,2983985,0.570000,0.000475,6738,-11.279963,8648.220000,25211.700000,4.698491,272.930917
157,2983985,2993586,2994079,0.500000,0.000475,5923,-11.336422,8658.390000,25313.300000,6.000144,241.418112
158,2994079,3003335,3003959,0.630000,0.000494,4418,-11.845401,8668.140000,25410.800000,3.961256,274.516295
159,3003959,3013637,3014117,0.480000,0.000496,5146,-11.943216,8678.450000,25513.300000,4.758249,278.630541
160,3014117,3023723,3024469,0.750000,0.000472,6804,-11.383101,8688.530000,25614.000000,4.367926,265.570404
161,3024469,3033716,3034371,0.660000,0.000484,5622,-11.740691,8698.520000,25713.700000,4.765873,283.577197
162,3034371,3044174,3044666,0.490000,0.000511,4836,-12.495781,8708.980000,25818.100000,6.473981,276.427543
163,3044666,3054617,3055114,0.490000,0.000508,5540,-12.480281,8719.430000,25922.400000,3.641137,226.534883
164,3055114,3063581,3064111,0.530000,0.000484,5515,-11.883775,8728.390000,26011.600000,4.885703,294.484233
165,3064111,3074086,3074629,0.550000,0.000496,6094,-12.241642,8738.890000,26116.700000,5.609703,282.929576
166,3074629,3084539,3085085,0.540000,0.000493,5388,-12.230227,8749.350000,26220.700000,3.501841,260.047547
167,3085085,3094304,3094827,0.530000,0.000480,5419,-11.939112,8759.110000,26317.100000,4.376529,282.262000
168,3094827,3104651,3105288,0.640000,0.000512,4389,-12.816417,8769.460000,26420.600000,5.262430,257.084630
169,3105288,3114680,3115238,0.560000,0.000472,5884,-11.825078,8779.490000,26520.400000,5.365373,265.494344
170,3115238,3124510,3125257,0.750000,0.000472,5916,-11.878595,8789.320000,26618.800000,6.524737,274.260713
171,3125257,3134442,3135103,0.660000,0.000488,4914,-12.332771,8799.250000,26717.600000,4.026897,271.038002
172,3135103,3144595,3145134,0.540000,0.000474,6118,-12.025237,8809.400000,26819.000000,6.672597,265.466409
173,3145134,3154467,3155227,0.760000,0.000495,4983,-12.620856,8819.280000,26917.300000,3.893100,276.407740
174,3155227,3164996,3165538,0.550000,0.000516,4004,-13.239430,8829.800000,27022.400000,4.101976,253.948447
