MaxFrictionRow,MinFrictionRow
1127740,1131555
1134460,1136853
1140205,1143396
1146116,1151175
1153119,1155882
1158458,1161425
1165242,1168256
1171498,1174618
1177994,1180544
1183469,1186278
1189471,1192596
1195150,1198380
1200847,1203650
1207191,1210374
1213525,1216010
1219943,1222500
1225841,1228120
1232065,1234160
1238351,1240225
1245005,1246780
1251840,1253715
1258853,1260691
1266139,1267680
1273483,1274927
1280901,1282437
1288268,1290016
1295815,1297593
1303687,1305129
1311502,1313090
1319254,1320581
1327804,1329162
1336913,1338349
1345068,1346310
1353772,1355362
1361933,1363177
1371799,1373878
1378917,1380057
1387951,1389033
1397147,1398555
1406188,1407571
1415710,1417032
1424541,1425678
1433381,1434334
1442872,1443949
1452688,1453890
1461516,1462309
1471628,1472939
1480249,1481172
1489960,1490899
1619742,1628355
1636844,1637641
1645649,1646558
1654249,1655174
1662807,1663691
1672030,1672844
1680538,1681401
1689929,1690781
1699644,1700549
1708963,1709868
1717795,1718494
1727011,1727872
1736351,1737057
1746032,1746741
1755733,1756568
1764850,1765498
1774154,1774910
1783764,1784487
1793243,1793948
1803109,1803709
1813076,1813735
1823024,1823828
1832889,1833580
1842966,1843687
1852619,1853388
1862294,1862936
1872336,1873015
1882133,1882961
1892172,1892768
1902025,1902720
1911869,1912574
1921527,1922334
1931428,1932133
1941517,1942260
1951245,1951851
1960931,1961556
1971043,1971664
1980773,1981502
1990140,1990702
1999983,2000579
2011062,2011255
2020533,2021123
2030475,2031262
2040467,2041203
2050265,2051001
2060321,2060839
2070387,2071199
2080229,2081022
2089548,2090282
2099512,2100132
2109573,2110144
2119080,2119731
2129104,2129880
2139249,2139981
2149680,2150408
2160251,2160975
2169842,2170558
2179839,2180557
2194064,2190336
2200005,2200490
2209928,2210568
2219758,2220316
2229225,2229776
2239229,2239887
2249224,2249882
2259121,2259795
2269529,2270182
2279689,2280165
2290037,2290553
2300218,2300823
2310436,2311077
2320919,2321555
2330746,2331350
2340664,2341387
2350530,2351136
2360313,2360969
2370411,2371069
2380577,2381175
2391020,2391823
2400914,2401775
2410021,2410687
2420565,2421369
2612910,2698247
2708197,2708551
2717825,2718156
2727306,2727793
2736902,2737349
2746538,2747065
2756453,2757063
2766202,2766645
2775326,2776140
2785241,2785803
2794928,2795497
2804809,2805412
2814110,2814962
2823416,2823976
2833137,2833862
2842153,2842648
2852136,2852834
2861805,2862289
2871504,2872045
2881526,2881977
2891516,2892179
2902188,2902641
2911869,2912555
2921828,2922440
2930528,2931161
2940725,2941155
2949506,2950153
2958963,2959575
2968521,2969091
2978211,2978879
2987824,2988493
2997090,2997696
3007450,3008123
3013511,3017162
3026802,3027558
3036496,3037036
3046427,3047131
3055199,3055715
3065012,3065531
3074335,3074797
3083804,3084318
3092499,3093028
3102116,3102716
3110944,3111416
3120505,3121253
3130476,3131161
3140257,3140866
3149690,3150295
3159025,3159576
3167809,3168335
3177188,3177776
3186008,3186672
3195491,3196185
3205166,3205744
3214663,3215258
3224091,3224717
3232927,3233556
3242497,3243037
3251200,3251703
3261015,3261560
3270086,3270577
3279895,3280319
3289164,3289562
3298046,3298723
3307394,3308062
3316680,3317185
3325865,3326571
3334520,3335228
3343452,3343899
3352761,3353587
3361510,3362089
3370963,3371570
3379750,3380208
3389427,3389883
3398080,3398586
3407829,3408728
3417527,3418036
3427503,3427994
3436371,3436910
3445079,3445845
3454511,3455149
3463785,3464464
3472420,3473014
3481797,3482575
3491416,3492055
3500900,3501559
3510848,3511354
3520280,3520829
3529218,3529845
3537886,3538277
3546737,3547412
3555752,3556360
3564757,3565409
3574752,3575226
3583814,3584233
3592799,3593305
3601917,3602563
3611070,3611560
3620353,3620845
3629358,3629788
3638946,3639366
3647531,3648110
3657180,3657752
3666164,3666688
3675221,3675696
3684536,3685100
3693787,3694678
3703174,3703917
3711507,3712133
3720411,3721034
3729706,3730343
3739298,3739762
3748292,3748794
3757275,3757805
3766363,3766872
3775392,3775793
3783962,3784516
3793363,3793975
3802662,3803275
3811446,3812208
3820805,3821552
3829283,3829892
3838874,3839455
3847482,3847935
3856765,3857261
3865374,3865915
3874468,3875199
3883873,3884553
3893102,3893599
3901955,3902550
3910223,3910755
3918998,3919506
3927797,3928257
3936415,3936979
3945322,3945875
3954526,3955085
3963279,3963890
3972329,3972971
3980385,3981040
3989225,3989823
3997543,3998304
4006526,4007088
4015390,4016035
4023972,4024730
4033352,4033984
4042141,4042671
4051228,4051784
4060095,4060719
4068467,4069040
4077176,4077755
4085487,4086085
4094063,4094688
4230245,4237624
4245831,4246134
4254277,4254599
4262781,4263208
4271337,4271767
4280341,4280683
4289192,4289501
4298041,4298380
4306758,4307124
4315694,4315966
4324482,4324885
4333043,4333578
4341534,4341944
4350497,4350903
4359665,4359961
4367986,4368527
4376815,4377075
4385700,4386107
4394053,4394365
4402521,4402958
4410978,4411599
4419373,4419731
4428092,4428529
4436905,4437316
4444949,4445560
4454196,4454558
4462455,4462883
4471533,4471899
4480093,4480634
4488506,4488964
4496844,4497097
4505026,4505384
4513909,4514332
4522507,4522951
4530908,4531228
4539302,4539592
4547733,4548157
4555981,4556313
4563713,4564275
4572497,4572981
4580973,4581467
4589504,4589910
4598027,4598403
4606191,4606531
4615041,4615369
4623514,4623983
4632503,4632902
4641211,4641665
4649505,4650080
4657507,4657873
4666252,4666710
4674223,4674681
4682809,4683137
4691792,4692070
4700230,4700622
4708529,4709090
4716923,4717248
4725482,4725823
4734131,4734493
4742948,4743340
4750796,4751123
4759053,4759385
4767455,4767845
4775777,4776134
4783529,4784134
4791276,4791581
4799931,4800302
4808081,4808713
4816782,4817034
4825137,4825461
4833282,4833700
4841782,4842347
4850237,4850666
4858503,4858862
4866707,4866985
4874529,4874974
4883068,4883333
4891516,4892119
4900000,4900310
4907931,4908370
4916728,4917161
4924538,4925150
4933391,4933733
4941522,4942084
4949906,4950246
4957994,4958350
4966230,4966601
4974419,4974807
4982534,4982914
4990496,4990862
4998893,4999278
5007361,5007657
5015883,5016465
5024722,5025048
5032870,5033196
5040926,5041341
5048814,5049173
5057334,5057813
5065079,5065427
5073861,5074263
5081847,5082176
5090431,5090850
5099082,5099347
5107751,5108277
5117059,5117396
5125520,5125895
5134057,5134440
5141844,5142451
5150008,5151083
5158524,5159020
5166817,5167115
5175142,5175513
5183157,5183439
5191213,5191525
5199510,5200015
5208429,5208957
5217078,5217308
5225387,5225789
5232984,5233400
5240935,5241295
5248990,5249322
5256734,5257319
5265511,5266032
5273761,5274105
5281509,5282001
5289815,5290086
5298193,5298518
5306612,5306950
5314835,5315160
5322821,5323068
5331309,5331699
5339529,5340099
5348083,5348425
5356367,5356776
5363988,5364397
5371517,5371935
5379841,5380645
5388367,5388599
5396266,5396594
5403848,5404200
5411907,5412211
5420226,5420523
5428458,5428714
5436835,5437171
5445350,5445694
5452944,5453229
5460496,5460871
5469003,5469315
5477232,5477611
5484982,5485424
5493232,5493567
5501232,5501481
5508942,5509424
5516942,5517365
5525466,5525830
5533845,5534300
5541709,5542073
5550047,5550611
5558761,5559052
5566805,5567208
5575123,5575346
5583110,5583490
5591199,5591476
5598737,5599236
5606962,5607365
5615048,5615395
5622879,5623492
5631048,5631389
5639012,5639523
