MaxFrictionRow,MinFrictionRow
3169068,3169967
3174676,3175590
3179996,3180937
3185253,3186284
3190944,3192002
3196323,3197325
3201502,3202347
3207296,3208276
3212287,3213288
3217365,3218338
3222464,3223458
3228249,3229240
3233919,3234824
3239621,3240292
3244559,3245472
3249911,3250926
3255380,3256353
3260877,3261873
3266331,3267483
3271276,3272450
3276173,3277183
3281513,3282283
3287113,3288045
3292455,3293328
3297861,3298825
3303289,3304147
3308635,3309712
3313954,3315248
3319251,3320126
3324634,3325741
3329877,3330796
3335634,3336677
3341138,3342217
3346034,3347015
3351439,3352496
3356682,3357559
3362334,3363269
3367665,3368758
3373118,3374126
3378739,3379763
3384236,3384942
3389668,3390694
3395444,3396276
3400634,3401404
3406160,3407004
3411583,3412371
3416799,3417841
3422216,3423201
3427462,3428505
3432967,3433843
3438665,3439710
3444385,3445407
3449851,3450687
3455338,3456214
3460624,3461693
3466011,3466914
3471205,3472283
3475976,3477118
3480941,3481986
3486644,3487402
3492095,3493115
3497641,3498370
3503392,3504340
3508948,3509831
3513959,3514892
3518803,3519938
3523874,3524957
3529010,3530236
3534213,3535304
3539921,3541002
3545190,3546029
3550631,3551695
3555876,3556772
3561475,3562447
3566658,3567697
3571840,3572832
3577316,3578434
3582290,3583246
3587716,3588740
3592849,3593875
3598204,3599230
3603482,3604358
3608638,3609607
3613676,3614829
3618648,3619689
3624187,3625172
3629584,3630391
3634666,3635510
3640091,3641008
3645632,3646537
3651198,3652325
3656078,3657168
3661266,3662297
3666364,3667622
3671591,3672534
3676961,3677890
3682070,3683118
3687181,3688170
3692181,3693190
3697392,3698490
3702562,3703405
3708034,3708999
3712958,3714191
3717776,3718915
3722979,3724071
3727959,3729019
3733402,3734251
3738943,3739825
3743993,3745104
3749057,3749999
3754205,3755311
3759161,3760299
3764239,3765113
3769654,3770835
3774463,3775592
3779483,3780569
3784445,3785596
3789154,3790224
3794250,3795238
3799179,3800095
3804529,3805433
3809924,3810883
3814914,3815994
3819648,3820888
3824866,3825840
3829960,3830884
3834872,3836069
3839629,3840659
3844801,3845687
3849682,3850822
3854620,3855743
3859432,3860468
3864204,3865259
3869658,3870618
3875080,3875818
3880112,3880969
3885649,3886369
3891062,3891808
3896108,3896967
3901109,3901850
3905993,3906923
3910646,3911882
3915379,3916387
3919996,3921038
3924664,3925722
3929254,3930086
3934307,3935205
3939189,3940087
3944024,3944763
3949576,3950308
3955059,3955865
3960234,3961142
3965172,3966024
3970634,3971490
3975931,3976945
3980986,3981936
3985880,3986901
4088432,4010983
4104533,4105705
4108869,4109694
4113451,4114227
4118018,4118767
4122371,4123087
4126908,4127596
4131523,4132402
4136132,4136820
4140651,4141491
4145849,4146443
4150513,4151342
4155299,4155988
4159632,4160521
4164169,4165245
4168782,4169774
4173082,4174388
4177334,4178726
4181647,4182995
4186101,4187158
4190422,4191363
4195413,4196407
4200193,4201001
4204675,4205790
4209773,4210683
4214863,4215754
4219929,4220903
4225016,4225999
4229632,4230685
4234643,4235563
4239270,4240088
4244374,4245184
4249225,4250113
4254135,4254960
4259080,4259982
4264057,4265000
4269172,4270013
4274088,4275111
4278722,4279789
4283672,4284696
4288882,4289921
4293664,4294688
4298872,4299722
4304048,4305073
4308701,4309598
4313880,4314841
4318708,4319874
4323728,4324713
4328431,4329438
4333380,4334123
4338679,4339601
4343444,4344399
4348086,4348799
4352934,4353848
4357893,4358674
4363002,4363828
4368115,4368841
4373222,4373942
4378462,4379289
4383394,4384298
4388405,4389288
4393568,4394364
4398487,4399545
4403064,4404095
4408262,4409141
4413094,4413950
4417826,4418854
4422677,4423437
4427439,4428145
4432652,4433433
4437822,4438578
4443271,4444027
4448303,4449028
4453784,4454626
4458816,4459741
4464062,4464907
4469028,4469922
4473720,4474799
4478472,4479351
4483295,4484088
4488233,4488836
4493289,4493919
4498504,4499280
4503724,4504499
4508761,4509565
4513917,4514649
4519117,4519947
4523987,4524728
4528849,4529691
4533933,4534799
4538657,4539518
4543434,4544223
4548130,4548981
4552899,4553856
4557817,4558671
4562347,4563305
4566897,4567844
4571670,4572409
4576383,4577236
4581191,4582031
4586236,4587082
4591269,4591901
4596598,4597273
4601550,4602326
4606508,4607262
4611770,4612522
4617001,4617713
4621933,4622685
4626651,4627593
4631634,4632296
4636384,4637343
4640868,4641681
4645226,4646162
4649769,4650702
4654489,4655120
4659394,4660104
4664231,4664878
4669257,4669902
4674464,4675103
4679613,4680373
4684431,4685175
4689366,4690194
4694206,4694927
4699273,4700078
4704112,4705428
4710439,4711284
4714974,4715794
4719662,4720374
4724619,4725361
4729739,4730394
4734589,4735378
4739877,4740568
4745163,4745861
4750154,4750852
4755121,4755897
4759859,4760898
4764786,4765498
4769842,4770595
4774804,4775612
4779927,4780680
4784959,4785751
4790053,4790800
4794643,4795364
4799467,4800262
4804335,4805111
4809362,4810043
4814554,4815392
4819671,4820373
4824638,4825390
4829418,4830254
4834235,4835069
4839012,4839872
4843477,4844472
4847960,4848993
4852331,4853327
4857058,4858038
4861900,4862665
4866689,4867602
4871644,4872342
4876656,4877401
4881676,4882559
4886316,4887399
4891637,4892491
4896520,4897378
4901331,4902236
4906117,4907002
4911059,4911788
4916208,4916820
4921251,4922036
4926355,4927150
4931440,4932319
4936096,4936987
4940843,4941700
4945771,4946606
4950394,4951365
4954618,4955587
4959162,4959927
4963669,4964560
4968290,4969087
4973019,4973782
4978052,4978649
4982844,4983564
4987911,4988605
4993081,4993681
4998249,4998925
5003151,5003954
5007897,5008761
5012969,5013646
5017716,5018478
5022363,5023176
5027335,5028093
5032157,5033112
5036541,5037548
5041010,5041872
5045463,5046367
5050243,5051078
5054896,5055707
5059514,5060272
5064068,5064873
5068945,5069694
5073863,5074593
5079003,5079762
5084106,5084793
5088895,5089620
5093667,5094301
5098565,5099279
5103186,5103965
5108083,5108863
5112938,5113678
5117868,5118493
5122950,5123626
5127508,5128345
5132334,5133064
5137241,5137940
5142132,5142754
5147213,5147874
5152261,5153213
5157127,5157989
5161642,5162517
5166374,5167193
5171121,5171908
5176032,5176863
5180501,5181358
5185186,5186094
5189596,5190461
5194245,5195010
5198894,5199742
5203643,5204373
5208220,5208999
5213231,5213905
5217920,5218683
5222547,5223469
5227277,5228360
5231857,5232678
5236623,5237369
5241247,5242116
5246068,5246879
5251016,5251749
5255552,5256362
5260078,5260854
5264649,5265485
5269010,5270037
5273428,5274353
5278038,5278999
5282655,5283537
5287226,5288058
5291821,5292683
5296510,5297359
5301041,5301852
5305521,5306482
5310109,5311004
5314488,5315290
5319508,5320184
5324275,5324979
5329155,5329884
5333818,5334693
5338407,5339160
5342894,5343681
5347471,5348425
5352238,5353008
5356946,5357689
5361612,5362489
5365932,5366740
5370773,5371508
5375368,5376210
5379785,5380616
5384463,5385141
5389497,5390190
5394300,5395089
5399178,5399961
5403553,5404537
5408248,5409025
5412772,5413720
5417348,5418116
5422072,5422951
5426647,5427554
5431346,5432210
5436243,5437059
5441064,5441701
5445748,5446489
5450323,5451087
5455007,5455679
5459906,5460649
5464657,5465483
5469022,5470018
5473351,5474220
5477760,5478592
5482364,5483107
5487193,5487956
5492047,5492856
5496652,5497489
