MaxFrictionRow,MinFrictionRow
1134273,1136685
1140361,1143719
1146646,1150127
1153668,1156615
1159430,1163395
1166824,1169563
1172768,1176493
1179041,1182631
1185792,1188364
1191708,1195118
1198028,1201135
1205029,1207647
1211359,1213759
1217649,1220328
1224654,1226961
1231529,1233550
1238529,1240474
1246277,1247790
1254558,1256199
1262941,1264104
1271401,1272869
1280909,1282352
1289679,1290854
1299614,1300836
1309418,1310372
1319562,1320652
1330033,1331050
1340851,1341698
1350758,1351626
1361296,1362106
1372028,1373052
1382830,1383778
1393178,1394131
1404111,1405269
1414731,1415937
1426208,1427245
1437663,1438555
1448197,1449445
1459602,1460656
1470381,1471241
1480929,1482049
1491879,1493013
1502120,1502902
1585956,1514250
1595434,1596255
1605181,1605910
1615767,1616477
1626296,1627029
1637331,1638027
1647882,1648833
1658803,1659744
1669671,1670572
1680701,1681514
1690736,1691594
1701310,1702061
1711974,1713040
1723066,1723959
1734330,1735251
1745322,1746119
1755909,1756666
1766443,1767353
1776987,1777862
1787642,1788679
1797299,1798250
1808470,1809067
1819100,1820060
1829386,1830246
1839825,1840699
1849939,1850715
1860713,1861568
1871369,1872261
1881935,1882999
1893122,1893919
1902910,1903471
1912837,1913586
1923302,1924254
1932612,1933248
1941862,1942653
1951638,1952596
1961945,1962808
1971295,1971771
1981328,1982053
1990542,1991235
2001345,2002263
2010834,2011549
2020899,2021728
2030481,2031188
2040310,2041069
2049841,2050684
2059155,2059849
2069288,2069783
2079787,2080695
2090312,2091072
2100654,2101364
2110720,2111668
2120763,2121517
2131310,2131908
2141504,2142472
2151397,2151989
2162117,2162762
2172325,2173427
2183144,2184046
2192671,2193415
2202641,2203294
2211510,2212252
2221648,2222255
2231716,2232303
2241910,2242676
2251996,2252633
2262508,2263055
2273090,2273822
2283634,2284448
2293722,2294431
2303977,2304654
2314177,2314771
2324943,2325688
2336125,2336603
2346749,2347310
2357557,2358253
2367911,2368635
2378322,2379002
2389193,2389779
2399394,2400250
2410309,2410802
2420299,2420961
2431294,2432054
2442659,2443357
2453322,2453814
2463899,2464630
2474202,2474842
2484326,2485110
2692116,2708162
2717757,2718253
2727790,2728241
2738588,2738969
2749001,2749656
2759713,2760251
2768909,2769455
2778891,2779383
2788814,2789307
2798596,2799193
2808943,2809520
2819308,2819898
2829390,2829932
2839896,2840692
2850434,2851025
2860468,2861021
2870338,2871163
2881493,2882184
2891523,2892134
2902033,2902747
2911719,2912450
2922115,2922769
2932362,2933092
2941834,2942516
2951652,2952479
2962503,2963016
2972454,2973123
2983414,2983985
2993586,2994079
3003335,3003959
3013637,3014117
3023723,3024469
3033716,3034371
3044174,3044666
3054617,3055114
3063581,3064111
3074086,3074629
3084539,3085085
3094304,3094827
3104651,3105288
3114680,3115238
3124510,3125257
3134442,3135103
3144595,3145134
3154467,3155227
3164996,3165538
3174344,3174942
3184124,3184566
3194731,3195257
3205601,3206247
3215321,3215928
3225801,3226362
3235154,3235528
3245314,3245742
3255493,3255934
3265528,3266137
3275633,3276247
3286391,3286996
3296305,3296817
3306336,3307031
3315918,3316449
3326622,3327264
3335777,3336241
3346317,3346890
3355770,3356228
3366028,3366424
3376161,3376656
3386458,3387047
3396507,3397301
3404161,3407246
3417455,3417860
3426674,3427247
3436912,3437467
3447016,3447552
3456892,3457641
3467139,3467687
3476767,3477249
3487112,3487617
3495805,3496336
3505734,3506405
3515720,3516226
3525986,3526775
3535347,3535842
3545651,3545975
3555969,3556482
3564623,3565567
3574543,3575598
3585052,3585603
3594566,3595164
3604813,3605147
3615007,3615562
3624584,3625198
3634898,3635359
3645334,3645973
3654606,3655082
3665117,3665606
3674745,3675270
3684528,3685011
3694504,3695122
3703338,3704995
3713772,3714175
3723457,3723906
3733501,3733971
3743087,3743539
3753480,3753833
3762754,3763240
3772641,3773123
3782350,3783002
3792943,3793368
3802631,3803129
3812467,3812945
3822720,3823242
3832812,3833264
3842752,3843377
3852629,3853137
3862308,3862787
3871351,3871886
3881592,3882156
3891399,3891928
3900898,3901651
3910103,3910556
3919676,3920184
3929860,3930373
3938724,3939216
3948551,3949034
3957797,3958399
3968133,3968466
3977786,3978283
3988004,3988548
3996766,3996991
4006804,4007240
4016992,4017257
4026976,4027416
4033813,4036326
4045964,4046396
4055485,4055887
4065316,4065595
4075003,4075577
4084337,4084559
4094340,4094814
4247202,4225622
4264334,4264663
4273527,4273982
4287132,4283860
4293430,4293972
4303376,4303868
4313029,4313376
4322976,4323420
4332976,4333367
4342503,4342906
4352460,4352900
4362776,4363181
4371949,4372187
4382392,4382618
4392108,4392551
4402207,4402572
4412009,4412266
4422151,4422374
4432209,4432608
4441517,4442190
4450547,4450967
4459832,4460321
4469664,4470107
4478705,4479012
4488716,4489059
4498475,4498911
4508356,4508900
4518925,4519281
4528337,4528809
4537480,4538162
4547893,4548281
4556726,4557244
4567175,4567610
4576034,4576543
4586315,4586677
4595975,4596465
4605489,4606000
4614803,4615300
4624335,4624851
4634202,4634743
4643841,4644360
4653345,4653736
4662840,4663331
4673994,4674391
4683349,4683814
4693109,4693645
4702350,4702877
4711344,4711743
4721318,4721708
4731325,4731756
4740802,4741244
4750391,4750851
4760002,4760381
4769515,4770046
4778902,4779305
4788898,4789375
4798359,4798804
4807950,4808396
4817346,4817944
4827140,4827649
4837019,4837343
4845919,4846348
4855323,4855922
4865491,4865969
4875345,4875749
4884659,4885048
4894492,4895005
4903909,4904547
4913805,4914232
4924492,4925029
4933976,4934416
4943639,4944053
4952995,4953525
4962458,4962812
4971703,4972244
4980944,4981409
4991066,4991494
5000891,5001345
5010613,5011073
5020017,5020281
5029197,5029595
5038686,5039055
5049352,5049597
5059038,5059273
5068814,5069102
5078107,5078474
5088447,5088882
5098465,5098799
5108345,5108685
5117827,5118121
5126767,5127303
5136660,5137105
5145336,5145728
5154669,5155242
5164804,5165165
5174882,5175269
5184703,5185365
5194655,5195094
5204622,5205068
5214333,5215015
5224458,5224906
5234146,5234622
5243899,5244282
5253534,5253840
5262329,5262910
5271817,5272381
5282004,5282348
5291069,5291521
5300808,5301244
5310169,5310610
5320005,5320510
5330049,5330515
5340125,5340557
5350115,5350254
5359317,5359753
5368759,5369250
5378498,5378986
5388204,5388777
5397947,5398238
5407673,5408022
5416531,5417091
5425830,5426265
5435478,5435999
5444489,5444941
5452977,5453421
5462179,5462559
5472054,5472593
5481647,5481975
5491099,5491687
5500344,5500687
5509667,5510157
5519363,5519839
5529182,5529687
5538812,5539290
5548547,5549166
5557626,5558266
5567154,5567538
5576669,5577002
5585824,5586254
5595346,5595935
5605326,5605762
5614981,5615463
5624732,5625218
5634515,5634876
5644546,5645045
5654331,5654742
5664111,5664326
5674021,5674339
5683850,5684249
5692954,5693468
5702815,5703017
5712642,5713099
