RowNumber Stress
4640446.1981 5.9836
4648118.9197 5.9655
4656266.7018 5.9543
4664091.7995 5.9529
4672632.9446 5.9557
4681244.5914 5.9543
4689131.8940 5.9431
4697019.1967 5.9487
4705218.8370 5.9501
4713498.8660 5.9947
4722100.4495 5.9794
4730541.2557 5.9752
4738499.7301 5.9808
4747020.9250 5.9822
4754014.7358 5.9682
4762375.1534 5.9655
4770414.0165 5.9627
4778694.0454 5.9794
4787054.4630 5.9585
4794852.1602 5.9668
4803042.2186 5.9710
4809786.9726 5.9641
4817334.6736 5.9613
4825123.2586 5.9655
4833634.4958 5.9571
4842205.9598 5.9823
4849255.3881 5.9655
4858708.0306 5.9963
4865517.1375 5.9851
4873447.7444 5.9739
4882579.9584 5.9795
4890270.2438 5.9739
4898441.1721 5.9893
4906692.2075 5.9921
4913260.9930 5.9851
4922313.0999 5.9935
4930145.2626 5.9879
4937817.5852 5.9822
4944897.2783 5.9623
4953557.7813 5.9823
4962208.1639 5.9752
4969747.4882 5.9723
4977040.1965 5.9623
4985918.2762 5.9723
4992814.6417 5.9694
5000979.3043 5.9909
5007954.9384 5.9837
5016436.6752 5.9895
5024987.6765 5.9750
5032561.9511 5.9563
5040039.8195 5.9520
5047952.8781 5.9592
5056910.2754 5.9475
5064758.8317 5.9446
5072529.6794 5.9372
5080825.0649 5.9416
5088577.7617 5.9549
5096949.5239 5.9490
5104630.0397 5.9535
5112694.5813 5.9758
5120406.6832 5.9625
5128195.1425 5.9714
5136059.9592 5.9818
5143161.2015 5.9877
5150873.3033 5.9638
5158814.4775 5.9803
5165822.9538 5.9593
5173059.9673 5.9683
5181505.9650 5.9593
5189038.8819 5.9653
5197627.0121 5.9832
5204999.1239 5.9652
5213329.9767 5.9591
5221660.8295 5.9697
5228847.2492 5.9758
5238227.4181 5.9835
5245178.7656 5.9819
5253009.2947 5.9835
5260830.6733 5.9835
5268426.4352 5.9804
5276614.2623 5.9788
5283299.7359 5.9975
5291018.7847 5.9756
5298869.3379 5.9787
5306368.0302 5.9678
5313552.9229 5.9804
5321774.8105 5.9756
5328869.0228 5.9756
5337283.5555 5.9868
5345172.1772 5.9852
5352102.3682 5.9788
5360507.0679 5.9852
5368607.3889 5.9755
5375529.4815 5.9659
5383693.8900 5.9691
5391114.0850 5.9658
5399489.3547 5.9917
5406240.4458 5.9868
5414513.1784 6.0095
5421541.3406 5.9803
5429301.6031 5.9819
5438661.5355 6.0030
5444577.6961 5.9802
5451182.3734 5.9988
5459137.5301 5.9769
5467147.9911 5.9879
5474744.1568 5.9863
5482974.4364 5.9816
5490497.4264 5.9784
5497553.8022 5.9832
5506513.6670 6.0022
5513745.5578 5.9959
5521288.6189 5.9879
5529078.2635 5.9863
5536858.8054 6.0023
5544766.8971 6.0039
5552356.1142 5.9927
5560136.6561 5.9879
5566888.8993 5.9717
5574633.1364 5.9798
5582313.8961 5.9669
5589677.2691 5.9750
5597484.9835 5.9766
5605292.6980 5.9847
5613408.3044 5.9943
5620572.8632 5.9733
5628425.6697 5.9863
5636025.1598 6.0008
5642928.0299 5.9782
5651160.8109 5.9830
5659554.0857 5.9847
5666739.9143 5.9830
5674366.9780 5.9781
5679724.8327 5.8119
