MaxFrictionRow,MinFrictionRow
3506393,3507054
3514087,3514690
3521267,3521969
3528197,3528956
3535168,3535875
3542267,3542938
3549010,3549679
3555674,3556328
3563420,3564215
3570189,3570715
3577584,3578160
3584051,3584770
3591304,3591891
3598584,3599130
3605933,3606565
3612845,3613413
3619882,3620504
3626549,3627239
3633482,3634037
3640703,3641320
3648166,3648879
3655081,3655607
3662215,3662789
3669097,3669682
3676058,3676913
3682833,3683331
3689574,3690194
3697007,3697517
3704069,3704666
3711108,3711686
3718014,3718646
3724510,3725090
3731527,3732174
3738209,3738838
3745065,3745653
3751853,3752400
3759068,3759567
3766889,3766954
3772743,3773282
3779713,3780291
3786982,3787506
3794099,3794617
3801450,3802035
3808623,3809227
3814935,3816147
3823064,3823612
3830416,3830900
3837273,3837823
3844452,3845047
3851452,3852134
3858525,3859152
3865840,3866393
3872970,3873522
3879983,3880620
3886575,3887274
3893373,3894066
3900364,3900987
3907455,3907998
3913895,3914510
3920632,3921266
3927122,3927647
3934185,3934698
3941407,3941999
3948562,3949087
4074163,4074445
4080346,4080821
4086222,4086752
4092570,4093249
4098918,4099745
4105772,4106247
4113186,4113650
4120246,4120878
4126768,4127236
4133396,4133914
4140090,4140563
4146864,4147295
4153585,4154177
4160472,4160959
4167553,4168113
4174020,4174593
4180948,4181493
4187880,4188312
4194764,4195373
4201847,4202582
4208968,4209653
4216250,4216882
4223194,4223634
4230033,4230522
4236835,4237593
4243803,4244377
4250517,4251070
4257502,4258012
4264239,4264788
4270590,4271081
4277586,4278174
4284343,4284785
4291423,4291951
4298026,4298406
4304590,4305211
4311562,4312141
4318216,4318884
4325332,4325848
4331874,4332293
4338604,4339315
4345280,4345770
4352335,4352909
4358914,4359447
4365902,4366279
4372313,4372782
4378914,4379379
4385929,4386436
4392955,4393414
4399689,4400108
4406441,4406898
4413477,4413896
4420400,4421075
4428043,4428445
4435012,4435465
4442116,4442561
4449200,4449548
4456579,4457037
4463574,4464152
4470248,4470781
4476745,4477276
4484004,4484433
4490347,4491145
4497026,4497385
4503580,4504039
4509598,4510155
4515878,4516343
4522226,4522673
4528900,4529471
4534930,4535459
4541483,4541991
4547598,4548222
4554578,4555169
4561044,4561724
4568191,4568621
4575207,4575598
4582258,4582712
4589273,4589693
4596481,4596912
4603598,4604019
4610603,4611174
4617380,4617810
4623867,4624334
4630391,4630878
4637068,4637582
4643350,4643814
4648213,4650390
4656965,4657291
4663795,4664220
4670731,4671279
4677284,4677864
4683191,4683698
4690413,4690920
4697127,4697827
4703548,4704261
4710523,4711076
4717027,4717562
4723580,4724241
4730780,4731243
4737540,4738036
4744455,4744983
4750752,4751352
4756808,4757319
4763558,4764075
4770143,4770778
4776562,4777174
4783440,4783914
4789792,4790275
4796106,4796825
4802770,4803359
4809268,4809897
4815518,4815956
4821816,4822356
4828379,4828910
4834082,4834619
4840459,4841006
4846952,4847587
4853433,4853970
4859858,4860477
4866490,4867149
4872372,4873012
4878582,4879140
4884871,4885423
4891146,4891620
4897561,4898137
4903975,4904518
4910489,4910990
4916988,4917550
4923807,4924312
4930308,4930822
4936824,4937410
4942920,4943522
4949420,4950156
4955850,4956224
4962296,4962957
4968513,4969009
4975046,4975596
4981413,4982124
4987388,4987942
4993768,4994381
5000071,5000675
5005657,5006357
5012822,5013441
5019067,5019607
5025982,5026437
5031915,5032388
5038415,5039036
5045125,5045943
5051175,5051784
5057444,5058056
5063530,5064075
5069965,5070579
5076514,5077037
5083024,5083588
5088993,5089589
5095441,5095960
5101744,5102323
5108050,5108622
5114367,5114986
5120852,5121461
5127599,5128202
5134412,5134969
5140201,5140687
5146375,5147012
5152108,5152607
5158658,5159185
5164901,5165456
5171510,5171973
5178031,5178537
5184581,5185066
5191463,5191944
5198056,5198674
5204236,5204785
5211073,5211648
5217994,5218432
5224160,5224744
5230652,5231231
5237002,5237472
5243411,5243880
5249594,5250212
5255837,5256337
5262409,5262985
5269227,5269651
5275901,5276387
5282235,5282791
5289110,5289561
5295681,5296164
5302417,5302977
5308407,5308917
5315053,5315511
5321586,5322188
5328100,5328790
5334697,5335293
5340805,5341322
5347763,5348299
5354139,5354602
5360604,5361193
5367406,5368055
5374118,5374543
5380527,5381133
5387309,5387788
5393758,5394199
5400275,5400825
5406902,5407382
5413183,5413854
5419248,5419827
5426248,5426825
5432536,5433144
5439422,5440075
5446086,5446528
5452542,5453088
5458596,5459274
5465511,5465962
5472443,5473045
5479392,5479910
5486305,5486712
