RowNumber Stress
1126805.9628 6.8576
1132592.3554 6.8558
1138554.0933 6.8528
1144515.8311 6.8517
1151354.2952 6.8505
1157316.0330 6.8493
1163277.7709 6.8452
1168888.8183 6.8429
1175376.5918 6.8417
1181864.3654 6.8393
1188001.4485 6.8393
1193437.1507 6.8364
1199223.5433 6.8358
1205353.3343 6.8311
1211300.9131 6.8305
1218289.7506 6.8282
1223874.1773 6.8270
1229611.2107 6.8241
1235960.7694 6.8246
1242310.3282 6.8197
1248720.3589 6.8197
1256097.9414 6.8197
1263112.6920 6.8192
1270490.2745 6.8226
1277565.4971 6.8167
1285003.5516 6.8068
1292502.0782 6.8097
1300121.5486 6.8068
1307378.1872 6.7988
1315481.4336 6.8018
1323524.2080 6.7998
1332232.1742 6.7968
1341302.9724 6.8073
1349043.3869 6.7958
1357982.6069 6.8062
1366801.0266 6.7953
1375800.6468 6.8180
1383592.2642 6.8067
1392531.4842 6.8008
1401822.0528 6.7988
1410981.0690 6.7883
1420069.0174 6.7948
1428905.7131 6.7848
1437802.5225 6.7693
1447420.6947 6.7813
1457459.6620 6.8058
1467066.4060 6.8053
1476192.8127 6.8043
1484528.7549 6.7781
1492025.1059 6.6675
1631567.5455 6.7542
1639974.9818 6.7562
1649675.8697 6.7542
1657898.5271 6.7604
1666490.7422 6.7408
1675637.2937 6.7366
1684229.5087 6.7273
1693930.3967 6.7263
1702707.3905 6.7273
1713055.0044 6.7273
1721739.6088 6.7263
1730978.5497 6.7294
1740217.4906 6.7253
1750103.1574 6.7253
1759157.3195 6.7212
1768488.6498 6.7263
1777173.2543 6.7222
1787890.4257 6.7408
1797036.9772 6.7315
1806922.6440 6.7191
1817221.1653 6.7253
1828150.3426 6.7284
1837518.2089 6.7180
1846680.5792 6.7212
1856117.8206 6.7170
1866355.3036 6.7096
1876044.3500 6.7054
1886452.2637 6.7085
1895582.0126 6.7033
1906342.3158 6.7159
1916373.1068 6.7149
1925765.5748 6.7107
1935169.2162 6.7096
1946216.2123 6.7318
1955233.1976 6.7202
1965228.2753 6.7170
1974848.4514 6.7223
1984559.3838 6.7202
1994077.4807 6.7116
2004206.0049 6.7105
2014696.2622 6.7202
2024722.4259 6.7267
2034387.2865 6.7202
2044865.0792 6.7245
2054710.5913 6.7321
2063562.5197 6.7267
2074839.8289 6.7234
2084673.6426 6.7158
2093605.2716 6.7169
2104070.6146 6.7343
2114084.8652 6.7234
2123106.7127 6.7267
2133018.9531 6.7158
2143189.4284 6.7093
2154054.0726 6.7082
2164020.8122 6.7093
2173975.7094 6.7104
2183661.5553 6.7148
2194333.9226 6.7115
2204199.1360 6.7093
2214410.9364 6.7181
2223099.9244 6.7115
2233401.3020 6.7336
2242538.1760 6.7192
2253351.2746 6.7036
2263091.9998 6.6947
2273547.6406 6.7259
2283098.2754 6.7069
