RowNumber Stress
2096685.3429 9.3165
2108548.7125 9.2990
2119879.7515 9.3078
2132185.0082 9.2889
2145689.7990 9.2978
2158132.4154 9.3117
2171015.1773 9.3041
2183594.8154 9.3232
2195871.3297 9.3244
2208436.2677 9.3219
2220092.8968 9.3181
2233308.1262 9.3155
2243729.2785 9.3054
2257624.1483 9.3244
2269555.6125 9.2978
2281864.6547 9.2928
2294205.8465 9.2966
2306095.5313 9.2915
2318361.4719 9.2889
2330401.6590 9.2915
2343344.8602 9.2851
2354181.0286 9.1762
2640060.2214 9.3504
2652100.4085 9.3222
2664516.8515 9.3350
2677234.2991 9.3080
2687694.2117 9.3248
2699119.0231 9.3261
2713283.6274 9.3156
2724378.6786 9.3078
2737275.9236 9.3091
2749576.7641 9.3209
2761355.7508 9.3169
2772152.9484 9.2868
2783471.3899 9.2894
2798066.2224 9.2868
2809086.8102 9.2711
2822713.6181 9.2868
2834478.8402 9.3065
2846988.6966 9.3143
2859721.9434 9.3104
2873125.3610 9.3104
2885113.9734 9.3262
2897549.3664 9.3144
2909375.2164 9.3223
2922153.0106 9.3090
2933370.7253 9.3117
2948045.6888 9.3037
2959385.4333 9.2917
2971985.1494 9.2984
2984436.6336 9.3010
2995405.7982 9.3117
3007560.8185 9.2891
3021124.0423 9.2997
3033946.1064 9.3090
3047345.4219 9.2957
3060078.4731 9.3237
3071821.6489 9.3129
3084805.1943 9.3075
3096460.8772 9.3237
3108913.4628 9.2887
3120367.9073 9.3035
3133584.5739 9.2860
3146580.9628 9.2928
3160645.8112 9.2942
3172139.0944 9.3037
3184432.5429 9.2860
3197016.9606 9.3091
3210442.8526 9.3064
3223372.6955 9.3241
3235074.5644 9.3105
3248422.1939 9.3078
3260687.5831 9.2807
3272650.3793 9.3036
3285117.6306 9.3157
3297596.9946 9.3197
3309006.6988 9.2755
3322127.8587 9.3103
3333751.4949 9.3077
3347055.4389 9.3103
3358082.7721 9.3117
3370503.9061 9.2969
3384764.9709 9.2834
3396928.8202 9.2794
3410668.3671 9.2956
3423742.5145 9.3077
3435156.4528 9.3091
3447331.3203 9.3253
3461235.5723 9.3091
3472372.8091 9.3469
3484616.8519 9.3510
3497621.8240 9.3604
3510073.3930 9.3537
3522317.4359 9.3550
3535276.8695 9.3699
3548374.1694 9.3645
3559541.3409 9.3658
3570846.3787 9.2672
3584410.3417 9.2875
3595551.4292 9.3037
3608893.2253 9.2834
3620570.8279 9.2767
3632646.4533 9.2794
3645888.4745 9.2847
3656934.9273 9.2861
3670367.0682 9.3101
3683662.1464 9.3168
3694969.8160 9.2835
3709155.8015 9.3514
3719709.6264 9.3208
3733278.8299 9.3248
3745888.5948 9.3127
3758361.2971 9.3301
3768778.0594 9.2780
3782194.5038 9.2887
3793146.7033 9.2847
3805262.5741 9.2606
3817446.8961 9.3035
3829699.6693 9.3169
3842020.8938 9.3398
3852973.0933 9.3142
3866047.2815 9.3048
3877478.6398 9.3156
3890469.1786 9.2994
3902898.2062 9.3007
3914985.7769 9.2913
3926458.7254 9.3089
3938191.1132 9.3021
3948763.9045 9.2723
3961246.6194 9.2845
3973388.2765 9.3129
3984140.5288 9.2994
3997546.8181 9.2953
4008639.3315 9.3102
4020956.7851 9.2967
4028986.9482 8.9998
4189045.7926 9.3482
4199117.5226 9.3116
4211571.0806 9.3184
4222242.7955 9.2884
4233798.1555 9.3129
4246169.1879 9.3102
4256908.8754 9.2842
4268790.1985 9.2965
4279653.1225 9.2993
4291534.4456 9.2760
4304366.2745 9.2787
4316873.2524 9.3336
4327952.8035 9.2801
4339780.0543 9.2883
4351131.4961 9.2869
4363488.0722 9.2897
4375369.3953 9.2690
4387561.6397 9.2801
4399144.2719 9.2801
4411105.3085 9.2759
4424147.5687 9.3095
4435201.2404 9.3431
4447068.6793 9.3361
4458868.3043 9.3361
4470261.0456 9.3389
4481166.3309 9.3389
4493832.7182 9.3445
4505415.3504 9.3543
4517810.7989 9.3431
4530003.0433 9.3389
4540772.8592 9.3557
4550933.0629 9.2984
4563328.5114 9.3194
4576333.5721 9.3459
4586561.5104 9.3082
4599227.8977 9.3362
4611216.9380 9.3250
4621309.4070 9.3362
4632892.0392 9.3083
4645016.5489 9.3013
4655176.7526 9.3097
4667030.3236 9.2832
4678274.2823 9.2749
4689992.3839 9.3027
4700762.1998 9.2958
4712886.7095 9.2929
4725417.6274 9.3014
4737338.9330 9.3154
4749463.4428 9.3070
4761181.5443 9.2872
4773035.1153 9.2716
4784685.4822 9.2801
4796268.1144 9.2930
4806766.9915 9.3645
4817740.0115 9.2758
4829187.1743 9.2987
4841040.7452 9.3144
4850930.0102 9.2944
4864341.4790 9.3101
4875424.0214 9.3329
4887708.5682 9.3741
4899911.3410 9.3684
4912571.2330 9.3613
4923682.3084 9.3883
4934052.6454 9.3670
4945298.4005 9.3344
4956005.4367 9.3329
4968299.8452 9.3315
4979720.8804 9.3472
4991880.9237 9.3472
5003691.2369 9.3315
5014763.4055 9.3300
5026828.0200 9.3185
5038624.5320 9.3171
5050219.9671 9.3271
5060541.9150 9.2765
5073462.7463 9.3313
5084629.8825 9.2967
5096690.8046 9.3213
5108537.9616 9.2953
5119786.1049 9.2909
5130302.1206 9.2924
5142800.2262 9.2953
5152772.1189 9.2792
5165986.0370 9.2602
5176000.9616 9.2720
5186679.1262 9.2734
5198949.0669 9.3057
5209361.9355 9.2749
5220239.0721 9.2837
5232376.3648 9.2852
5243439.5302 9.2675
5255032.6676 9.2528
5265963.3400 9.2528
5277423.9844 9.2587
5288553.3963 9.2764
5299417.8222 9.2675
5310679.7271 9.3223
5321279.1671 9.2956
5332673.5650 9.2912
5344664.1814 9.2986
5355131.1283 9.2986
5366923.0052 9.3016
5379892.1459 9.3105
5391061.6538 9.3105
5402020.0656 9.3045
5414170.2332 9.3180
5424883.2841 9.3254
5436837.4811 9.3165
5448138.4434 9.3030
5458590.2004 9.3150
5469433.8983 9.3120
5480395.4188 9.3030
5492661.8823 9.3346
5503415.0808 9.3330
5514806.6608 9.3163
5525781.9765 9.3071
5537287.8373 9.2169
5550926.8070 9.3009
5562626.5868 9.3071
5574843.4839 9.3071
5581566.0093 8.9862
