Event,StartRow,FailRow,EndRow,SlipDuration,Stiffness,NptsStiffness,StiffnessIntercept,FailTime,FailDisplacement
162,3087789,3097063,3097682,0.620000,0.000523,5990,-13.023112,5462.250000,26247.800000
163,3097682,3107039,3107350,0.310000,0.000517,6551,-12.908738,5472.220000,26347.200000
164,3107350,3116741,3117051,0.310000,0.000539,5437,-13.546464,5481.920000,26444.000000
165,3117051,3126390,3126738,0.350000,0.000528,5507,-13.313072,5491.570000,26540.100000
166,3126738,3136124,3136502,0.380000,0.000537,4957,-13.588158,5501.310000,26637.600000
167,3136502,3145594,3146076,0.480000,0.000550,4190,-13.997629,5510.780000,26731.900000
168,3146076,3155004,3155348,0.340000,0.000547,4005,-13.964624,5520.190000,26826.100000
169,3155348,3165263,3165764,0.500000,0.000530,6274,-13.559556,5530.450000,26928.200000
170,3165764,3174851,3175317,0.470000,0.000509,6096,-13.052827,5540.030000,27023.500000
171,3175317,3184450,3184886,0.440000,0.000542,4992,-13.999903,5549.630000,27119.700000
172,3184886,3193717,3194209,0.490000,0.000550,3935,-14.276814,5558.900000,27212.400000
173,3194209,3203405,3203919,0.510000,0.000552,4555,-14.379692,5568.590000,27309.100000
174,3203919,3213541,3213953,0.420000,0.000527,5957,-13.752743,5578.720000,27409.900000
175,3213953,3223694,3224328,0.630000,0.000533,5580,-13.961179,5588.880000,27511.300000
176,3224328,3232206,3232845,0.640000,0.000517,4280,-13.562524,5597.390000,27596.600000
177,3232845,3242060,3242771,0.710000,0.000532,5945,-14.025077,5607.240000,27695.100000
178,3242771,3252093,3252663,0.570000,0.000521,6062,-13.780807,5617.280000,27795.100000
179,3252663,3262123,3262357,0.230000,0.000540,4817,-14.358619,5627.310000,27894.900000
180,3262357,3271541,3272089,0.550000,0.000527,5390,-14.040708,5636.720000,27988.600000
181,3272089,3282013,3282501,0.480000,0.000554,5371,-14.868522,5647.200000,28093.500000
182,3282501,3291746,3292179,0.430000,0.000569,4318,-15.332681,5656.930000,28190.600000
183,3292179,3301256,3301885,0.630000,0.000531,5558,-14.313907,5666.440000,28285.800000
184,3301885,3310809,3311339,0.530000,0.000528,5961,-14.280610,5675.990000,28380.800000
185,3311339,3320689,3321216,0.530000,0.000587,3282,-16.003616,5685.870000,28479.400000
186,3321216,3330669,3331225,0.560000,0.000706,1307,-19.471451,5695.850000,28579.000000
187,3331225,3340003,3340545,0.540000,0.000524,5829,-14.325570,5705.190000,28672.300000
188,3340545,3350185,3350626,0.440000,0.000552,4939,-15.176851,5715.370000,28774.000000
189,3350626,3360383,3360789,0.400000,0.000519,6708,-14.282021,5725.570000,28875.600000
190,3360789,3369599,3369954,0.360000,0.000532,5474,-14.710180,5734.780000,28967.400000
191,3369954,3378785,3379400,0.610000,0.000534,4840,-14.810782,5743.970000,29059.200000
192,3379400,3388835,3389392,0.560000,0.000552,5222,-15.403185,5754.020000,29159.600000
193,3389392,3398560,3399131,0.570000,0.000539,5751,-15.063905,5763.740000,29256.800000
194,3399131,3409064,3409485,0.420000,0.000737,1394,-20.928050,5774.250000,29361.800000
195,3409485,3419206,3419945,0.740000,0.000543,6092,-15.306144,5784.390000,29463.100000
196,3419945,3429041,3429581,0.540000,0.000524,5632,-14.788468,5794.220000,29561.100000
197,3429581,3439126,3439127,0.000000,0.000769,1080,-22.089353,5804.310000,29661.900000
198,3439127,3448095,3448403,0.310000,0.000519,6956,-14.726873,5813.280000,29751.300000
199,3448403,3456974,3457931,0.950000,0.000529,6110,-15.089024,5822.160000,29839.400000
200,3457931,3467641,3468135,0.500000,0.000541,6384,-15.510731,5832.820000,29946.100000
201,3468135,3477759,3478274,0.520000,0.000537,6838,-15.442001,5842.940000,30046.800000
202,3478274,3487782,3488180,0.390000,0.000535,6577,-15.411672,5852.970000,30147.200000
203,3488180,3497595,3497777,0.180000,0.000582,3592,-16.888708,5862.780000,30245.300000
204,3497777,3507619,3508091,0.470000,0.000528,7049,-15.330277,5872.800000,30345.400000
205,3508091,3517303,3517926,0.620000,0.000565,4636,-16.506169,5882.490000,30441.900000
206,3517926,3527007,3527436,0.430000,0.000534,6113,-15.595235,5892.190000,30538.700000
207,3527436,3536196,3536454,0.260000,0.000613,2411,-18.061046,5901.380000,30630.500000
208,3536454,3545926,3546490,0.560000,0.000635,3173,-18.801548,5911.110000,30727.200000
209,3546490,3556013,3556327,0.310000,0.000746,1328,-22.272077,5921.200000,30828.500000
210,3556327,3565537,3565989,0.450000,0.000745,990,-22.308217,5930.720000,30923.300000
211,3565989,3575055,3575449,0.390000,0.000575,3832,-17.128690,5940.240000,31018.200000
212,3575449,3584069,3584547,0.480000,0.000538,4723,-16.035232,5949.250000,31108.600000
213,3584547,3593301,3593807,0.510000,0.000550,4743,-16.464111,5958.480000,31200.700000
214,3593807,3603064,3603414,0.350000,0.000696,1301,-21.067362,5968.250000,31298.100000
215,3603414,3612414,3613039,0.620000,0.000755,1050,-22.972209,5977.600000,31391.100000
216,3613039,3622039,3622566,0.530000,0.000534,6023,-16.103433,5987.220000,31487.600000
217,3622566,3631143,3631823,0.680000,0.000557,4288,-16.899611,5996.330000,31578.200000
218,3631823,3641000,3641379,0.380000,0.000571,4427,-17.391989,6006.180000,31676.200000
219,3641379,3650701,3651156,0.460000,0.000676,1822,-20.769485,6015.880000,31773.000000
220,3651156,3660419,3660815,0.400000,0.000726,1301,-22.433515,6025.600000,31870.200000
221,3660815,3670026,3670467,0.440000,0.000534,6023,-16.358482,6035.210000,31966.600000
222,3670467,3679328,3679818,0.490000,0.000553,5027,-17.041443,6044.510000,32059.100000
223,3679818,3688695,3689269,0.570000,0.000534,5751,-16.463016,6053.880000,32152.500000
224,3689269,3698365,3698970,0.600000,0.000573,4732,-17.760228,6063.550000,32249.300000
225,3698970,3707683,3708142,0.460000,0.000580,3967,-18.048550,6072.870000,32342.100000
226,3708142,3717019,3717417,0.400000,0.000578,3931,-18.040199,6082.200000,32435.600000
227,3717417,3726652,3727051,0.390000,0.000523,6607,-16.322654,6091.840000,32531.500000
228,3727051,3736414,3736734,0.320000,0.000558,5660,-17.498379,6101.600000,32628.800000
229,3736734,3746041,3746377,0.340000,0.000557,5111,-17.519514,6111.220000,32725.200000
230,3746377,3755711,3756065,0.360000,0.000734,1337,-23.386656,6120.890000,32821.500000
231,3756065,3765060,3765651,0.590000,0.000695,1563,-22.150972,6130.240000,32915.000000
232,3765651,3774598,3774954,0.360000,0.000761,1177,-24.401788,6139.780000,33009.800000
233,3774954,3783827,3784137,0.310000,0.000542,5879,-17.239950,6149.010000,33102.200000
234,3784137,3793111,3793376,0.270000,0.000747,1062,-24.075181,6158.290000,33195.000000
235,3793376,3803019,3803320,0.300000,0.000663,2269,-21.372023,6168.200000,33293.900000
236,3803320,3812450,3812751,0.300000,0.000718,1138,-23.256919,6177.630000,33387.800000
237,3812751,3821633,3822208,0.570000,0.000549,5910,-17.678147,6186.820000,33479.600000
238,3822208,3831048,3831463,0.420000,0.000578,4181,-18.703214,6196.230000,33573.500000
239,3831463,3839586,3840113,0.530000,0.000537,5117,-17.385577,6204.770000,33658.500000
240,3840113,3849120,3849521,0.400000,0.000554,5424,-18.002113,6214.300000,33753.300000
241,3849521,3858029,3858459,0.430000,0.000546,5254,-17.787974,6223.210000,33842.800000
242,3858459,3867664,3868191,0.520000,0.000571,4792,-18.679994,6232.850000,33938.600000
243,3868191,3876749,3877174,0.430000,0.000550,4806,-18.030565,6241.930000,34029.600000
244,3877174,3885530,3886104,0.580000,0.000566,3975,-18.610665,6250.710000,34117.200000
245,3886104,3895005,3895413,0.410000,0.000535,6570,-17.586910,6260.190000,34211.900000
246,3895413,3904747,3905157,0.410000,0.000597,4154,-19.785729,6269.930000,34308.800000
247,3905157,3914818,3915174,0.360000,0.000795,995,-26.616423,6280.000000,34409.500000
248,3915174,3924196,3924791,0.590000,0.000566,4835,-18.831556,6289.380000,34503.200000
249,3924791,3933509,3933912,0.410000,0.000548,5585,-18.262268,6298.690000,34595.700000
250,3933912,3943273,3943746,0.470000,0.000712,1554,-23.996492,6308.460000,34694.000000
251,3943746,3952486,3952814,0.330000,0.000536,6646,-17.930259,6317.670000,34785.100000
252,3952814,3962108,3962574,0.470000,0.000735,1611,-24.913028,6327.290000,34881.600000
253,3962574,3972086,3972300,0.210000,0.000753,1241,-25.624178,6337.270000,34981.000000
254,3972300,3981284,3981821,0.530000,0.000591,4209,-20.009778,6346.470000,35072.900000
255,3981821,3990624,3991056,0.430000,0.000547,5977,-18.548976,6355.810000,35166.100000
256,3991056,4000003,4000533,0.530000,0.000552,5959,-18.772995,6365.190000,35259.800000
257,4000533,4009281,4009629,0.350000,0.000560,5026,-19.109613,6374.460000,35352.300000
258,4009629,4018837,4019240,0.400000,0.000566,5948,-19.369088,6384.020000,35447.600000
259,4019240,4028222,4028699,0.470000,0.000548,6121,-18.768268,6393.410000,35541.200000
260,4028699,4037309,4037727,0.420000,0.000602,2733,-20.763375,6402.490000,35631.700000
261,4037727,4046436,4046880,0.440000,0.000792,1120,-27.572080,6411.620000,35723.300000
262,4046880,4055055,4055651,0.590000,0.000550,5141,-18.989834,6420.240000,35809.100000
263,4055651,4064304,4064746,0.440000,0.000803,999,-28.094538,6429.490000,35901.300000
264,4064746,4073229,4073697,0.470000,0.000538,5488,-18.665546,6438.410000,35990.500000
265,4073697,4082823,4083203,0.380000,0.000553,5714,-19.245520,6448.010000,36086.100000
266,4083203,4091724,4092103,0.380000,0.000574,4036,-20.051910,6456.910000,36174.400000
267,4092103,4101012,4101436,0.420000,0.000724,1553,-25.561885,6466.200000,36267.200000
268,4101436,4110754,4111192,0.440000,0.000561,5398,-19.695718,6475.940000,36364.000000
269,4111192,4120115,4120729,0.610000,0.000560,5408,-19.715616,6485.300000,36457.700000
270,4120729,4234802,4242206,7.400000,0.000764,1096,-27.196418,6599.990000,36568.700000
271,4242206,4251619,4251810,0.190000,0.000487,6964,-17.200510,6616.800000,36736.900000
272,4251810,4260830,4261209,0.380000,0.000489,6525,-17.295433,6626.010000,36828.700000
273,4261209,4270146,4270527,0.380000,0.000492,6052,-17.487922,6635.330000,36922.100000
274,4270527,4279746,4280133,0.390000,0.000500,5574,-17.822448,6644.930000,37017.500000
275,4280133,4288664,4288954,0.290000,0.000475,6190,-16.923820,6653.850000,37106.400000
276,4288954,4298037,4298312,0.280000,0.000482,6241,-17.245435,6663.220000,37200.300000
277,4298312,4306858,4307288,0.430000,0.000461,6983,-16.514879,6672.040000,37288.000000
278,4307288,4316690,4317131,0.440000,0.000490,6555,-17.621194,6681.870000,37386.000000
279,4317131,4325850,4326207,0.360000,0.000475,6508,-17.101017,6691.030000,37477.500000
280,4326207,4335330,4335622,0.300000,0.000474,7164,-17.128396,6700.510000,37571.900000
281,4335622,4345014,4345387,0.370000,0.000476,7033,-17.250255,6710.200000,37669.300000
282,4345387,4354489,4354859,0.370000,0.000477,6380,-17.328480,6719.670000,37763.400000
283,4354859,4364039,4364337,0.300000,0.000476,6341,-17.311158,6729.220000,37858.600000
284,4364337,4373355,4373712,0.360000,0.000482,6308,-17.614661,6738.540000,37951.300000
285,4373712,4382589,4382877,0.290000,0.000479,6397,-17.525500,6747.770000,38043.800000
286,4382877,4391849,4392393,0.550000,0.000481,6597,-17.638801,6757.030000,38136.200000
287,4392393,4401166,4401479,0.310000,0.000482,5812,-17.722077,6766.350000,38229.100000
288,4401479,4410229,4410727,0.500000,0.000467,6374,-17.213659,6775.410000,38319.700000
289,4410727,4419633,4420025,0.390000,0.000464,6925,-17.120764,6784.820000,38413.500000
290,4420025,4428411,4428801,0.390000,0.000462,6343,-17.091695,6793.590000,38501.300000
291,4428801,4437641,4438015,0.380000,0.000480,6563,-17.842637,6802.820000,38593.400000
292,4438015,4447062,4447306,0.240000,0.000473,6734,-17.622534,6812.250000,38687.400000
293,4447306,4456716,4457056,0.340000,0.000477,6517,-17.806598,6821.900000,38783.400000
294,4457056,4466444,4466751,0.300000,0.000482,6522,-18.058527,6831.630000,38880.700000
295,4466751,4475861,4476193,0.340000,0.000477,6714,-17.889304,6841.040000,38974.800000
296,4476193,4485080,4485573,0.500000,0.000483,6544,-18.175511,6850.260000,39067.000000
297,4485573,4494375,4494657,0.280000,0.000474,6109,-17.876295,6859.560000,39159.600000
298,4494657,4504134,4504310,0.170000,0.000478,6635,-18.084341,6869.320000,39256.700000
299,4504310,4513029,4513285,0.260000,0.000453,7303,-17.128775,6878.210000,39345.700000
300,4513285,4522051,4522276,0.230000,0.000475,6722,-18.056925,6887.230000,39435.400000
301,4522276,4531336,4531604,0.270000,0.000471,7391,-17.911583,6896.520000,39528.500000
302,4531604,4540304,4540557,0.250000,0.000465,6674,-17.714748,6905.490000,39617.900000
303,4540557,4549510,4549793,0.290000,0.000489,5608,-18.734311,6914.690000,39709.600000
304,4549793,4558827,4559093,0.270000,0.000471,6754,-18.053635,6924.010000,39802.700000
305,4559093,4568387,4568615,0.230000,0.000486,6665,-18.676625,6933.570000,39898.000000
306,4568615,4577230,4577513,0.290000,0.000472,6176,-18.194482,6942.410000,39986.400000
307,4577513,4586601,4586900,0.300000,0.000486,6341,-18.792536,6951.780000,40079.900000
