Event,StartRow,FailRow,EndRow,SlipDuration,Stiffness,NptsStiffness,StiffnessIntercept,FailTime,FailDisplacement
38,1377138,1384313,1385536,1.220000,0.000431,4971,-4.871385,4003.990000,12908.700000
39,1385536,1392374,1393470,1.100000,0.000404,5174,-4.551569,4012.050000,12989.500000
40,1393470,1400752,1402036,1.280000,0.000409,5456,-4.657199,4020.430000,13073.000000
41,1402036,1409082,1410413,1.330000,0.000399,5596,-4.555550,4028.760000,13156.200000
42,1410413,1417355,1418401,1.050000,0.000409,4912,-4.715719,4037.030000,13238.900000
43,1418401,1425369,1426560,1.190000,0.000425,5026,-4.969506,4045.050000,13318.700000
44,1426560,1433144,1434608,1.460000,0.000401,4968,-4.677635,4052.820000,13396.300000
45,1434608,1440871,1441993,1.120000,0.000410,4832,-4.830160,4060.550000,13473.400000
46,1441993,1449321,1450405,1.080000,0.000430,4969,-5.133776,4069.000000,13557.800000
47,1450405,1457404,1458589,1.190000,0.000426,4631,-5.113445,4077.080000,13638.500000
48,1458589,1465602,1466722,1.120000,0.000422,4966,-5.100480,4085.280000,13719.800000
49,1466722,1473251,1474222,0.970000,0.000398,4833,-4.802569,4092.930000,13796.300000
50,1474222,1567071,1567688,0.610000,0.000425,4882,-5.203350,4186.750000,13919.700000
51,1567688,1575199,1575877,0.670000,0.000452,5482,-5.625621,4194.880000,13999.900000
52,1575877,1583196,1583883,0.690000,0.000451,5217,-5.659504,4202.870000,14079.500000
53,1583883,1590793,1591405,0.610000,0.000438,5358,-5.507806,4210.470000,14156.100000
54,1591405,1598186,1598768,0.580000,0.000425,5209,-5.357447,4217.860000,14229.200000
55,1598768,1605749,1606464,0.710000,0.000438,5175,-5.572215,4225.430000,14304.600000
56,1606464,1613664,1614249,0.590000,0.000447,5416,-5.736700,4233.340000,14383.400000
57,1614249,1621367,1622182,0.820000,0.000450,5417,-5.811363,4241.040000,14460.300000
58,1622182,1629330,1630082,0.750000,0.000451,5063,-5.858357,4249.010000,14539.500000
59,1630082,1636991,1637684,0.690000,0.000433,4967,-5.638292,4256.670000,14616.000000
60,1637684,1644846,1645697,0.850000,0.000435,5443,-5.702950,4264.520000,14694.500000
61,1645697,1651581,1652170,0.590000,0.000398,4883,-5.193067,4271.260000,14761.500000
62,1652170,1658778,1659812,1.040000,0.000441,5155,-5.854199,4278.450000,14833.400000
63,1659812,1666272,1667012,0.740000,0.000420,5267,-5.574304,4285.950000,14908.500000
64,1667012,1674106,1674775,0.670000,0.000412,5631,-5.487645,4293.780000,14986.400000
65,1674775,1681737,1682712,0.980000,0.000432,5320,-5.812698,4301.410000,15062.600000
66,1682712,1689291,1690001,0.710000,0.000412,5471,-5.550423,4308.970000,15137.800000
67,1690001,1696472,1697205,0.730000,0.000437,4655,-5.953330,4316.150000,15209.600000
68,1697205,1703359,1704184,0.820000,0.000421,4916,-5.737903,4323.040000,15278.700000
69,1704184,1710703,1711382,0.680000,0.000407,5076,-5.566393,4330.380000,15351.600000
70,1711382,1719013,1719813,0.800000,0.000448,5427,-6.227469,4338.690000,15434.500000
71,1719813,1726356,1727611,1.260000,0.000410,5593,-5.672799,4346.030000,15508.800000
72,1727611,1734036,1734811,0.780000,0.000427,5011,-5.960421,4353.710000,15584.700000
73,1734811,1741803,1742660,0.860000,0.000437,5424,-6.158261,4361.480000,15662.000000
74,1742660,1749828,1750508,0.680000,0.000435,5053,-6.159104,4369.500000,15741.800000
75,1750508,1757676,1758591,0.920000,0.000432,5493,-6.145023,4377.350000,15820.400000
76,1758591,1764890,1765638,0.740000,0.000398,4858,-5.644689,4384.570000,15892.600000
77,1765638,1772905,1773498,0.590000,0.000428,5658,-6.140466,4392.580000,15972.700000
78,1773498,1781341,1782046,0.700000,0.000458,5347,-6.658096,4401.020000,16056.500000
79,1782046,1789446,1790250,0.810000,0.000443,5731,-6.451141,4409.120000,16137.600000
80,1790250,1797585,1798221,0.640000,0.000436,5837,-6.377838,4417.260000,16219.000000
81,1798221,1805840,1806418,0.570000,0.000442,5314,-6.517830,4425.520000,16301.100000
82,1806418,1813912,1814524,0.610000,0.000426,5748,-6.292708,4433.590000,16381.800000
83,1814524,1822376,1823112,0.740000,0.000449,5657,-6.701364,4442.050000,16466.300000
84,1823112,1830161,1830808,0.640000,0.000427,5731,-6.367290,4449.840000,16543.900000
85,1830808,1838068,1838688,0.620000,0.000431,5168,-6.479489,4457.740000,16622.700000
86,1838688,1845964,1846639,0.680000,0.000449,5416,-6.811320,4465.640000,16701.600000
87,1846639,1854208,1854971,0.770000,0.000457,5682,-6.971707,4473.880000,16783.900000
88,1854971,1862348,1863067,0.720000,0.000464,4942,-7.131203,4482.020000,16865.000000
89,1863067,1870072,1870608,0.530000,0.000429,5542,-6.583880,4489.750000,16942.500000
90,1870608,1877964,1878595,0.630000,0.000448,5431,-6.941099,4497.640000,17020.900000
91,1878595,1886055,1886603,0.550000,0.000437,5719,-6.784506,4505.730000,17101.900000
92,1886603,1894242,1894934,0.690000,0.000461,5529,-7.235773,4513.920000,17183.700000
93,1894934,1902357,1903039,0.690000,0.000472,5364,-7.452808,4522.030000,17264.600000
94,1903039,1910872,1911518,0.640000,0.000458,5488,-7.249049,4530.550000,17349.300000
95,1911518,1919809,1920379,0.570000,0.000456,6165,-7.252091,4539.490000,17438.400000
96,1920379,1928246,1928922,0.680000,0.000460,5714,-7.365042,4547.920000,17522.300000
97,1928922,1936484,1937159,0.680000,0.000437,5853,-7.004880,4556.160000,17604.800000
98,1937159,1944734,1945375,0.640000,0.000460,5313,-7.447451,4564.410000,17686.900000
99,1945375,1953370,1954046,0.670000,0.000454,5915,-7.384183,4573.050000,17773.100000
100,1954046,1961734,1962350,0.620000,0.000452,5611,-7.380899,4581.410000,17856.700000
101,1962350,1970325,1970970,0.650000,0.000478,5537,-7.886646,4590.000000,17942.600000
102,1970970,1978622,1979274,0.650000,0.000455,6292,-7.515822,4598.300000,18026.600000
103,1979274,1986888,1987549,0.670000,0.000459,5202,-7.615827,4606.560000,18107.800000
104,1987549,1995337,1996011,0.680000,0.000457,5593,-7.619446,4615.010000,18192.000000
105,1996011,2003867,2004553,0.690000,0.000480,4950,-8.085123,4623.540000,18277.400000
106,2004553,2012345,2012971,0.630000,0.000480,5096,-8.126780,4632.020000,18361.900000
107,2012971,2023191,2023331,0.140000,0.000462,5875,-7.823188,4642.870000,18471.000000
108,2023331,2029356,2030076,0.720000,0.002584,736,-47.084190,4649.030000,18531.600000
109,2030076,2037781,2038604,0.820000,0.000586,5188,-10.208849,4657.460000,18616.200000
110,2038604,2046353,2046961,0.610000,0.000587,4239,-10.278295,4666.030000,18701.600000
111,2046961,2055039,2055708,0.660000,0.000567,5610,-9.967159,4674.720000,18788.300000
112,2055708,2063333,2063863,0.530000,0.000614,3563,-10.884370,4683.010000,18871.600000
113,2063863,2071682,2072414,0.730000,0.000564,5161,-9.998513,4691.360000,18954.600000
114,2072414,2080453,2081135,0.680000,0.000563,5209,-10.029265,4700.130000,19041.600000
115,2081135,2088916,2089402,0.490000,0.000577,3985,-10.342188,4708.590000,19125.800000
116,2089402,2097622,2098380,0.760000,0.000581,4949,-10.466751,4717.300000,19210.300000
117,2098380,2106218,2106991,0.780000,0.000552,5605,-9.964436,4725.890000,19295.400000
118,2106991,2114748,2115429,0.690000,0.000560,5182,-10.159530,4734.420000,19380.100000
119,2115429,2123705,2124405,0.700000,0.000568,5361,-10.366919,4743.380000,19469.400000
120,2124405,2132464,2133295,0.830000,0.000597,4501,-10.970512,4752.140000,19556.800000
121,2133295,2141478,2142286,0.810000,0.000587,4842,-10.830183,4761.150000,19646.900000
122,2142286,2150315,2151007,0.690000,0.000584,4897,-10.819311,4769.990000,19734.400000
123,2151007,2159224,2159966,0.740000,0.000587,4793,-10.932305,4778.900000,19823.200000
124,2159966,2167366,2168128,0.760000,0.000552,5065,-10.297154,4787.040000,19905.100000
125,2168128,2176092,2176737,0.640000,0.000574,4750,-10.769665,4795.770000,19992.100000
126,2176737,2184459,2185222,0.760000,0.000565,4926,-10.653147,4804.140000,20075.300000
127,2185222,2193592,2194197,0.600000,0.000596,4607,-11.314768,4813.270000,20166.100000
128,2194197,2202337,2202934,0.600000,0.000571,5143,-10.864780,4822.010000,20254.000000
129,2202934,2211323,2211991,0.670000,0.000570,5694,-10.895114,4831.000000,20343.400000
130,2211991,2220228,2220880,0.660000,0.000591,4535,-11.385324,4839.900000,20432.100000
131,2220880,2228934,2229431,0.500000,0.000992,445,-19.621026,4848.610000,20519.000000
132,2229431,2237338,2238080,0.750000,0.000572,4889,-11.099447,4857.010000,20603.500000
133,2238080,2246593,2247289,0.700000,0.000595,4763,-11.607530,4866.270000,20695.400000
134,2247289,2255371,2256097,0.720000,0.000608,4011,-11.938626,4875.050000,20783.300000
135,2256097,2263951,2264415,0.460000,0.000589,4263,-11.595561,4883.630000,20868.900000
136,2264415,2272369,2273005,0.630000,0.000582,4936,-11.508749,4892.050000,20953.200000
137,2273005,2281167,2281750,0.590000,0.000597,4968,-11.858858,4900.840000,21040.400000
138,2281750,2289868,2290413,0.550000,0.000614,4053,-12.278462,4909.540000,21127.100000
139,2290413,2298618,2299093,0.480000,0.000607,4639,-12.171134,4918.290000,21214.500000
140,2299093,2307403,2307885,0.480000,0.000634,3933,-12.800726,4927.080000,21302.300000
141,2307885,2316701,2317241,0.540000,0.000614,5040,-12.442422,4936.380000,21394.700000
142,2317241,2325367,2325897,0.530000,0.000602,4778,-12.230957,4945.040000,21481.700000
143,2325897,2334002,2334523,0.520000,0.000641,3064,-13.123513,4953.680000,21567.300000
144,2334523,2342973,2343534,0.560000,0.000622,4251,-12.761885,4962.650000,21657.100000
145,2343534,2352015,2352401,0.390000,0.000587,5575,-12.061393,4971.690000,21747.600000
146,2352401,2360741,2361308,0.560000,0.000607,4929,-12.554841,4980.420000,21833.400000
147,2361308,2653124,2638194,-14.930000,0.000752,1244,-15.783673,5272.800000,21943.600000
148,2638194,2673678,2674098,0.420000,0.000601,14420,-12.474049,5293.350000,22148.500000
149,2674098,2681905,2682382,0.480000,0.000611,4526,-12.893503,5301.580000,22229.700000
150,2682382,2690357,2690770,0.420000,0.000669,3342,-14.223429,5310.030000,22314.000000
151,2690770,2698798,2699226,0.430000,0.000602,5111,-12.790894,5318.470000,22398.100000
152,2699226,2707493,2707980,0.490000,0.000687,3121,-14.755347,5327.170000,22485.600000
153,2707980,2716125,2716385,0.260000,0.000601,5284,-12.868879,5335.800000,22571.500000
154,2716385,2724707,2725019,0.320000,0.000614,4877,-13.221608,5344.380000,22656.500000
155,2725019,2733566,2733861,0.300000,0.000600,6042,-12.944026,5353.240000,22744.900000
156,2733861,2742031,2742477,0.440000,0.000598,5668,-12.968456,5361.710000,22829.600000
157,2742477,2750468,2750920,0.460000,0.000614,4832,-13.372104,5370.140000,22913.500000
158,2750920,2759333,2759690,0.360000,0.000607,5137,-13.256006,5379.010000,23002.200000
159,2759690,2767672,2768403,0.730000,0.000629,4500,-13.820225,5387.350000,23086.300000
160,2768403,2776334,2776947,0.610000,0.000605,5284,-13.330160,5396.010000,23172.300000
161,2776947,2784851,2785273,0.420000,0.000596,5389,-13.175689,5404.530000,23257.200000
162,2785273,2793133,2793541,0.410000,0.000628,3865,-13.970145,5412.810000,23339.600000
163,2793541,2801345,2801726,0.380000,0.000627,4320,-13.980530,5421.020000,23422.500000
164,2801726,2809833,2810283,0.450000,0.000573,6222,-12.779912,5429.510000,23506.500000
165,2810283,2818471,2819046,0.570000,0.000615,5022,-13.803225,5438.150000,23592.500000
166,2819046,2827636,2827944,0.310000,0.000618,4998,-13.933041,5447.310000,23684.600000
167,2827944,2836168,2836664,0.500000,0.000657,3366,-14.912452,5455.840000,23769.000000
168,2836664,2845162,2845593,0.430000,0.000628,4571,-14.295258,5464.840000,23859.100000
169,2845593,2854081,2854522,0.440000,0.000618,5246,-14.097632,5473.760000,23947.800000
170,2854522,2862547,2863008,0.460000,0.000598,5115,-13.676801,5482.220000,24032.300000
171,2863008,2870952,2871387,0.430000,0.000603,4928,-13.841062,5490.630000,24116.300000
172,2871387,2879545,2880144,0.600000,0.000585,5955,-13.457956,5499.220000,24202.800000
173,2880144,2888633,2889137,0.500000,0.000658,3793,-15.282334,5508.310000,24293.400000
174,2889137,2897167,2897919,0.760000,0.000803,1412,-18.866270,5516.840000,24378.400000
175,2897919,2906043,2906401,0.360000,0.000627,4383,-14.637509,5525.720000,24467.000000
176,2906401,2914559,2914940,0.380000,0.000603,4918,-14.102338,5534.240000,24552.300000
177,2914940,2922792,2923073,0.280000,0.000671,2574,-15.836333,5542.470000,24633.500000
178,2923073,2931458,2931828,0.370000,0.000573,6143,-13.477999,5551.130000,24720.000000
179,2931828,2940046,2940374,0.330000,0.000616,4497,-14.572500,5559.720000,24806.000000
180,2940374,2948345,2948914,0.570000,0.000599,4834,-14.207487,5568.020000,24888.800000
181,2948914,2956955,2957413,0.460000,0.000594,5076,-14.128768,5576.630000,24974.400000
182,2957413,2965539,2965960,0.420000,0.000625,4268,-14.963450,5585.220000,25060.800000
183,2965960,2974339,2974793,0.450000,0.000633,3998,-15.214759,5594.020000,25148.100000
184,2974793,2983354,2983653,0.300000,0.000600,5552,-14.435915,5603.030000,25238.200000
185,2983653,2992342,2992735,0.390000,0.000600,5710,-14.499850,5612.020000,25327.800000
186,2992735,3000947,3001399,0.460000,0.000616,4882,-14.958179,5620.620000,25413.300000
187,3001399,3009658,3010158,0.500000,0.000601,5282,-14.642061,5629.330000,25500.500000
188,3010158,3018560,3018924,0.360000,0.000648,3973,-15.885237,5638.240000,25589.300000
189,3018924,3027588,3028028,0.440000,0.000621,5291,-15.257670,5647.260000,25679.200000
190,3028028,3036381,3036926,0.540000,0.000588,6061,-14.449394,5656.060000,25767.300000
191,3036926,3044733,3045277,0.540000,0.000607,4348,-14.985438,5664.410000,25850.300000
192,3045277,3053197,3053527,0.330000,0.000591,4910,-14.630512,5672.870000,25934.700000
193,3053527,3062036,3062656,0.620000,0.000616,4811,-15.331996,5681.710000,26023.000000
194,3062656,3070818,3071629,0.820000,0.000587,5682,-14.639290,5690.490000,26111.400000
195,3071629,3079327,3079995,0.670000,0.000611,4173,-15.314912,5699.000000,26195.700000
196,3079995,3088200,3088758,0.550000,0.000611,4778,-15.367025,5707.880000,26284.100000
197,3088758,3097167,3097661,0.500000,0.000606,5215,-15.294607,5716.840000,26373.500000
198,3097661,3106153,3106691,0.540000,0.000602,5463,-15.224894,5725.830000,26463.200000
199,3106691,3114901,3115406,0.500000,0.000609,5096,-15.477015,5734.580000,26550.700000
200,3115406,3123983,3124595,0.610000,0.000918,928,-23.738142,5743.660000,26641.700000
201,3124595,3133068,3133646,0.580000,0.000590,6146,-15.073651,5752.740000,26732.200000
202,3133646,3142154,3142727,0.570000,0.000597,6181,-15.324925,5761.830000,26822.700000
203,3142727,3151303,3151839,0.540000,0.000619,5350,-15.974922,5770.980000,26913.900000
204,3151839,3159877,3160392,0.520000,0.000602,5622,-15.560116,5779.550000,27000.000000
205,3160392,3168970,3169595,0.620000,0.000601,5869,-15.594377,5788.650000,27090.300000
206,3169595,3177343,3177962,0.620000,0.000588,5502,-15.284208,5797.020000,27173.800000
207,3177962,3186122,3186639,0.520000,0.000592,5751,-15.442669,5805.800000,27261.600000
208,3186639,3194357,3194879,0.530000,0.000612,4675,-16.053345,5814.030000,27344.000000
209,3194879,3202899,3203507,0.600000,0.000606,4770,-15.939266,5822.580000,27428.700000
210,3203507,3211605,3212102,0.500000,0.000990,643,-26.524081,5831.280000,27515.500000
211,3212102,3219873,3220288,0.410000,0.000590,4801,-15.576471,5839.550000,27598.900000
212,3220288,3228235,3228713,0.480000,0.000594,5017,-15.738984,5847.910000,27681.700000
213,3228713,3236899,3237395,0.490000,0.000598,5624,-15.900884,5856.580000,27768.000000
214,3237395,3245638,3246079,0.450000,0.000588,5945,-15.674891,5865.310000,27856.000000
215,3246079,3254033,3254498,0.460000,0.000597,5262,-15.980963,5873.710000,27939.100000
216,3254498,3262261,3263022,0.760000,0.000608,5195,-16.335328,5881.940000,28021.500000
217,3263022,3271168,3271676,0.510000,0.000602,5336,-16.234291,5890.840000,28110.100000
218,3271676,3279872,3280431,0.560000,0.001059,657,-29.119081,5899.550000,28197.100000
219,3280431,3288473,3289132,0.660000,0.000591,5644,-16.020160,5908.150000,28282.900000
220,3289132,3297172,3297732,0.560000,0.000606,5013,-16.504434,5916.850000,28369.500000
221,3297732,3305909,3306432,0.520000,0.000591,5598,-16.125761,5925.590000,28456.800000
222,3306432,3314341,3314984,0.640000,0.000844,1065,-23.380943,5934.020000,28541.800000
223,3314984,3322498,3322986,0.490000,0.000603,4188,-16.557528,5942.170000,28622.400000
224,3322986,3331337,3331913,0.580000,0.000597,5292,-16.458535,5951.010000,28710.800000
225,3331913,3339854,3340518,0.660000,0.000602,5230,-16.654656,5959.530000,28796.200000
226,3340518,3348693,3349347,0.650000,0.001010,666,-28.458538,5968.370000,28884.300000
227,3349347,3357488,3358295,0.810000,0.000996,814,-28.137471,5977.160000,28971.700000
228,3358295,3366883,3367414,0.530000,0.001059,681,-30.041299,5986.560000,29066.100000
229,3367414,3375968,3376630,0.670000,0.001022,713,-29.057048,5995.640000,29155.900000
230,3376630,3384677,3385409,0.740000,0.000596,5611,-16.737439,6004.350000,29243.800000
231,3385409,3393535,3394161,0.630000,0.000589,5629,-16.594821,6013.210000,29331.200000
232,3394161,3402061,3402954,0.890000,0.000603,5162,-17.056095,6021.740000,29416.500000
233,3402954,3410013,3410754,0.740000,0.000924,782,-26.533512,6029.690000,29496.500000
234,3410754,3418612,3419257,0.640000,0.000938,764,-27.043631,6038.290000,29581.500000
235,3419257,3427247,3428009,0.770000,0.000594,5061,-16.914912,6046.920000,29668.500000
236,3428009,3435853,3436295,0.440000,0.000603,4412,-17.256418,6055.530000,29754.000000
237,3436295,3444337,3445074,0.740000,0.000579,5579,-16.574551,6064.010000,29838.500000
238,3445074,3452803,3453459,0.660000,0.000594,4670,-17.083789,6072.480000,29923.700000
239,3453459,3461454,3462217,0.760000,0.000579,5916,-16.697118,6081.130000,30009.100000
240,3462217,3470156,3470687,0.530000,0.000591,5670,-17.084856,6089.830000,30096.300000
241,3470687,3479329,3480001,0.670000,0.000904,1110,-26.558364,6099.010000,30187.800000
242,3480001,3488266,3488720,0.460000,0.001014,753,-29.960278,6107.940000,30276.800000
243,3488720,3497135,3497515,0.380000,0.000582,6220,-16.983020,6116.810000,30365.500000
244,3497515,3506140,3506449,0.310000,0.000606,5831,-17.762313,6125.820000,30455.700000
245,3506449,3514856,3515214,0.360000,0.000602,5920,-17.677390,6134.530000,30542.400000
246,3515214,3523317,3523850,0.540000,0.000589,5969,-17.351592,6142.990000,30627.300000
247,3523850,3532483,3532784,0.300000,0.000619,5485,-18.315587,6152.160000,30718.000000
248,3532784,3541004,3541398,0.390000,0.000576,6543,-17.047525,6160.680000,30803.600000
249,3541398,3549560,3549829,0.270000,0.000575,6439,-17.082019,6169.240000,30889.200000
250,3549829,3557886,3558294,0.410000,0.000576,6507,-17.154058,6177.560000,30971.700000
251,3558294,3566711,3567008,0.290000,0.000575,6551,-17.170456,6186.390000,31060.300000
252,3567008,3574962,3575328,0.360000,0.000571,6174,-17.096457,6194.640000,31142.000000
253,3575328,3583327,3583752,0.430000,0.000578,6323,-17.362805,6203.000000,31225.800000
254,3583752,3592043,3592393,0.350000,0.000578,6588,-17.391051,6211.720000,31312.600000
255,3592393,3600823,3601412,0.590000,0.000540,7971,-16.276178,6220.500000,31400.800000
256,3601412,3609299,3609684,0.380000,0.000530,6954,-16.003023,6228.980000,31485.200000
257,3609684,3617722,3618085,0.360000,0.000509,6319,-15.373264,6237.400000,31568.700000
258,3618085,3626160,3626572,0.410000,0.000540,5368,-16.394203,6245.840000,31653.000000
259,3626572,3634570,3635000,0.430000,0.000530,5773,-16.136136,6254.250000,31737.500000
260,3635000,3643347,3643807,0.460000,0.000536,5917,-16.357575,6263.020000,31824.400000
261,3643807,3651658,3652157,0.500000,0.000521,6039,-15.941832,6271.330000,31907.100000
262,3652157,3659929,3660484,0.550000,0.000527,5842,-16.183932,6279.610000,31990.500000
263,3660484,3668337,3668898,0.560000,0.000528,5848,-16.233462,6288.010000,32074.000000
264,3668898,3676813,3677249,0.440000,0.000528,5984,-16.284588,6296.490000,32158.300000
265,3677249,3685047,3685489,0.450000,0.000532,6063,-16.477504,6304.720000,32240.900000
266,3685489,3693268,3693771,0.510000,0.000540,5609,-16.763869,6312.940000,32322.800000
267,3693771,3701707,3702154,0.450000,0.000529,6210,-16.451074,6321.380000,32406.600000
268,3702154,3710075,3710655,0.580000,0.000539,6033,-16.812013,6329.750000,32490.400000
269,3710655,3718775,3719208,0.430000,0.000530,6085,-16.573768,6338.450000,32577.000000
270,3719208,3727578,3728024,0.450000,0.000543,6143,-17.042033,6347.250000,32664.800000
271,3728024,3736164,3736502,0.340000,0.000535,5564,-16.830176,6355.840000,32750.600000
272,3736502,3744835,3745121,0.290000,0.000496,8333,-15.595004,6364.510000,32837.500000
273,3745121,3752339,3752681,0.340000,0.000529,5146,-16.710236,6372.020000,32911.900000
274,3752681,3760439,3760901,0.460000,0.000548,5447,-17.377174,6380.120000,32992.600000
275,3760901,3768663,3769310,0.650000,0.000534,6022,-16.987521,6388.340000,33075.400000
276,3769310,3777337,3777758,0.420000,0.000528,5961,-16.808201,6397.010000,33162.000000
277,3777758,3785767,3786062,0.300000,0.000529,5751,-16.910302,6405.440000,33245.400000
278,3786062,3794225,3794595,0.370000,0.000532,5963,-17.035067,6413.900000,33330.100000
279,3794595,3802246,3802563,0.320000,0.000516,5699,-16.536632,6421.920000,33410.000000
280,3802563,3810591,3810955,0.360000,0.000522,6052,-16.797145,6430.270000,33493.200000
281,3810955,3818473,3818901,0.430000,0.000521,5431,-16.800097,6438.150000,33571.800000
282,3818901,3826580,3826938,0.350000,0.000520,5441,-16.795959,6446.260000,33653.600000
283,3826938,3834752,3835212,0.460000,0.000530,5406,-17.188214,6454.430000,33734.100000
284,3835212,3843256,3843662,0.410000,0.000524,5896,-17.027201,6462.930000,33819.500000
285,3843662,3851986,3852305,0.320000,0.000523,6392,-17.050295,6471.660000,33906.300000
286,3852305,3860366,3860804,0.440000,0.000544,5495,-17.791047,6480.040000,33990.000000
287,3860804,3868965,3869402,0.440000,0.000523,6048,-17.145819,6488.640000,34075.700000
288,3869402,3877327,3877847,0.520000,0.000538,5849,-17.674405,6497.000000,34159.800000
289,3877847,3885224,3885771,0.550000,0.000536,5400,-17.665339,6504.900000,34238.000000
290,3885771,3893109,3893673,0.560000,0.000531,5572,-17.528398,6512.790000,34317.200000
291,3893673,3900826,3901377,0.550000,0.000515,5702,-17.036489,6520.500000,34394.400000
292,3901377,3909340,3909770,0.430000,0.000520,6111,-17.246389,6529.020000,34478.800000
293,3909770,3917354,3918116,0.760000,0.000539,5561,-17.944893,6537.030000,34559.000000
294,3918116,3925573,3926076,0.500000,0.000534,5409,-17.815871,6545.250000,34640.800000
295,3926076,3933817,3934578,0.760000,0.000526,5945,-17.581595,6553.490000,34723.800000
296,3934578,3942336,3942759,0.430000,0.000528,5661,-17.705314,6562.010000,34808.200000
297,3942759,3951370,3951834,0.460000,0.000538,6084,-18.077409,6571.050000,34898.400000
298,3951834,3959854,3960315,0.460000,0.000518,6224,-17.427940,6579.530000,34982.800000
299,3960315,3967830,3968157,0.320000,0.000508,5758,-17.130568,6587.510000,35062.400000
300,3968157,3976591,3977121,0.530000,0.000541,6061,-18.312619,6596.270000,35149.900000
301,3977121,3985233,3985593,0.360000,0.000539,5882,-18.298875,6604.910000,35236.500000
302,3985593,3993334,3993898,0.560000,0.000536,5809,-18.246434,6613.010000,35317.200000
303,3993898,4001344,4001919,0.580000,0.000528,5851,-18.017113,6621.020000,35397.200000
304,4001919,4009699,4010308,0.600000,0.000526,6265,-17.984668,6629.380000,35480.400000
305,4010308,4018364,4018803,0.440000,0.000539,5723,-18.496334,6638.040000,35567.000000
306,4018803,4026960,4027379,0.420000,0.000548,6202,-18.854364,6646.640000,35652.600000
307,4027379,4035560,4036022,0.460000,0.000563,5670,-19.432520,6655.240000,35738.200000
