Event,StartRow,FailRow,EndRow,SlipDuration,Stiffness,NptsStiffness,StiffnessIntercept,FailTime,FailDisplacement
62,1565957,1574745,1575511,0.760000,0.000453,4201,-5.873271,3507.310000,14500.800000
63,1575511,1585038,1585733,0.700000,0.000530,1882,-7.039799,3517.600000,14603.500000
64,1585733,1594445,1595038,0.590000,0.000440,4709,-5.775768,3527.010000,14696.900000
65,1595038,1604452,1605209,0.760000,0.000465,4246,-6.180335,3537.010000,14796.900000
66,1605209,1613900,1614606,0.710000,0.000450,3923,-6.005872,3546.460000,14890.900000
67,1614606,1623306,1623912,0.600000,0.000459,2851,-6.182238,3555.870000,14984.800000
68,1623912,1632954,1633495,0.540000,0.000438,4547,-5.916116,3565.520000,15081.700000
69,1633495,1642316,1642996,0.680000,0.000447,3969,-6.089499,3574.880000,15174.700000
70,1642996,1651775,1652315,0.540000,0.000455,3451,-6.247360,3584.340000,15269.400000
71,1652315,1661779,1662450,0.670000,0.000438,5583,-6.030907,3594.340000,15368.900000
72,1662450,1671858,1672389,0.530000,0.000532,1545,-7.520329,3604.420000,15469.600000
73,1672389,1681692,1682436,0.750000,0.000451,4062,-6.325183,3614.250000,15568.300000
74,1682436,1691790,1692489,0.700000,0.000523,1547,-7.488539,3624.350000,15669.200000
75,1692489,1702097,1702621,0.520000,0.000446,4940,-6.331531,3634.660000,15771.400000
76,1702621,1712010,1712509,0.500000,0.000526,1711,-7.637011,3644.570000,15870.400000
77,1712509,1721812,1722506,0.700000,0.000542,1471,-7.955213,3654.370000,15968.200000
78,1722506,1731687,1732262,0.570000,0.000491,2240,-7.189339,3664.250000,16065.900000
79,1732262,1742086,1742672,0.580000,0.000487,3100,-7.172997,3674.650000,16169.700000
80,1742672,1752256,1752808,0.550000,0.000479,3051,-7.093849,3684.820000,16271.300000
81,1752808,1762235,1762806,0.570000,0.000453,3960,-6.710250,3694.800000,16371.600000
82,1762806,1772360,1772877,0.520000,0.000451,4405,-6.730032,3704.920000,16471.900000
83,1772877,1782915,1783508,0.590000,0.000562,1243,-8.608826,3715.480000,16577.700000
84,1783508,1793414,1794055,0.640000,0.000546,1630,-8.401771,3725.980000,16682.200000
85,1794055,1802388,1803866,1.480000,0.000498,1983,-7.649395,3734.950000,16771.800000
86,1803866,1813776,1814314,0.540000,0.000474,3566,-7.300441,3746.340000,16885.100000
87,1814314,1824660,1825147,0.490000,0.000440,6134,-6.783337,3757.220000,16993.800000
88,1825147,1835723,1836176,0.450000,0.000611,1083,-9.736615,3768.290000,17104.800000
89,1836176,1846201,1846845,0.650000,0.000482,3483,-7.595278,3778.760000,17209.500000
90,1846845,1856871,1857838,0.970000,0.000552,1807,-8.852296,3789.430000,17315.800000
91,1857838,1867824,1868333,0.510000,0.000467,3937,-7.445508,3800.390000,17424.600000
92,1868333,1878230,1878773,0.550000,0.000486,3186,-7.810896,3810.790000,17528.500000
93,1878773,1888190,1888810,0.620000,0.000470,3418,-7.582918,3820.750000,17627.900000
94,1888810,1898650,1899150,0.500000,0.000518,1813,-8.486025,3831.210000,17732.200000
95,1899150,1914102,1909932,-4.170000,0.000451,5337,-7.355018,3846.660000,17886.800000
96,1909932,1920000,1920608,0.610000,0.000576,1369,-9.633472,3852.560000,17945.400000
97,1920608,1929922,1930578,0.660000,0.000468,3349,-7.750728,3862.480000,18045.200000
98,1930578,1940748,1941269,0.520000,0.000543,1889,-9.141923,3873.310000,18152.700000
99,1941269,1951317,1951943,0.630000,0.000469,4200,-7.872265,3883.880000,18258.300000
100,1951943,1962314,1962843,0.530000,0.000582,1328,-9.970956,3894.880000,18368.200000
101,1962843,1972761,1973382,0.620000,0.000559,1618,-9.626030,3905.320000,18472.700000
102,1973382,1983767,1984247,0.480000,0.000454,5836,-7.741776,3916.330000,18581.700000
103,1984247,1994404,1995025,0.620000,0.000457,5809,-7.845155,3926.970000,18688.000000
104,1995025,2005448,2006030,0.580000,0.000486,4219,-8.424703,3938.010000,18798.600000
105,2006030,2016379,2016756,0.380000,0.000562,1634,-9.915457,3948.940000,18907.600000
106,2016756,2027125,2027664,0.540000,0.000528,2577,-9.328039,3959.690000,19015.000000
107,2027664,2037462,2037844,0.390000,0.000555,1553,-9.908378,3970.020000,19118.200000
108,2037844,2047657,2048320,0.660000,0.000463,4956,-8.201831,3980.220000,19219.400000
109,2048320,2057913,2058360,0.440000,0.000465,4149,-8.283558,3990.480000,19322.300000
110,2058360,2068829,2069441,0.610000,0.000583,1626,-10.620000,4001.390000,19431.200000
111,2069441,2080173,2080687,0.510000,0.000606,1238,-11.137107,4012.740000,19544.000000
112,2080687,2091464,2092038,0.570000,0.000600,1404,-11.071028,4024.030000,19656.800000
113,2092038,2102436,2102875,0.440000,0.000585,1429,-10.847918,4035.000000,19766.400000
114,2102875,2113738,2114226,0.490000,0.000579,1845,-10.796914,4046.300000,19879.600000
115,2114226,2125071,2125442,0.370000,0.000448,6821,-8.263907,4057.630000,19992.200000
116,2125442,2135712,2136307,0.600000,0.000546,2175,-10.257042,4068.270000,20099.000000
117,2136307,2146230,2146791,0.560000,0.000502,3141,-9.432182,4078.790000,20203.800000
118,2146791,2157472,2157964,0.500000,0.000458,6288,-8.606849,4090.030000,20315.700000
119,2157964,2168296,2168699,0.400000,0.000597,1232,-11.482078,4100.860000,20424.200000
120,2168699,2179467,2179934,0.470000,0.000617,1244,-11.964379,4112.030000,20535.600000
121,2179934,2189555,2191233,1.680000,0.000562,2250,-10.887018,4122.120000,20635.500000
122,2191233,2201688,2202092,0.400000,0.000586,1400,-11.441646,4134.250000,20757.600000
123,2202092,2212798,2213270,0.470000,0.000600,1513,-11.810295,4145.360000,20868.300000
124,2213270,2224680,2225127,0.450000,0.000472,5961,-9.207207,4157.240000,20987.200000
125,2225127,2236228,2236720,0.490000,0.000466,6196,-9.129548,4168.790000,21102.200000
126,2236720,2246889,2247420,0.530000,0.000446,6295,-8.748845,4179.450000,21208.800000
127,2247420,2258121,2258639,0.520000,0.000651,804,-13.157794,4190.680000,21320.300000
128,2258639,2268667,2269205,0.540000,0.000508,2805,-10.177499,4201.230000,21426.100000
129,2269205,2279322,2279841,0.520000,0.000567,1749,-11.491547,4211.880000,21532.000000
130,2279841,2290434,2290868,0.430000,0.000610,1145,-12.493259,4223.000000,21643.200000
131,2290868,2300457,2300872,0.410000,0.000564,1327,-11.545772,4233.020000,21743.000000
132,2300872,2311439,2311879,0.440000,0.000500,3538,-10.230854,4244.000000,21852.600000
133,2311879,2322350,2322725,0.380000,0.000460,5527,-9.399579,4254.910000,21961.500000
134,2322725,2333247,2333727,0.480000,0.000590,1466,-12.315009,4265.810000,22070.300000
135,2333727,2344079,2344768,0.690000,0.000486,4242,-10.065995,4276.640000,22178.900000
136,2344768,2355681,2356214,0.540000,0.000610,1350,-12.878273,4288.240000,22294.500000
137,2356214,2655691,2626575,-29.110000,0.000594,1401,-12.591780,4588.250000,22454.400000
138,2626575,2680743,2681018,0.270000,0.000015,51,0.326531,4613.310000,22702.300000
139,2681018,2690211,2690896,0.690000,0.000560,1966,-12.052735,4622.770000,22797.100000
140,2690896,2700449,2700997,0.550000,0.000473,5553,-10.126394,4633.010000,22899.600000
141,2700997,2711326,2711717,0.390000,0.000484,5410,-10.428878,4643.890000,23007.500000
142,2711717,2721792,2722444,0.660000,0.000485,5512,-10.521950,4654.350000,23112.100000
143,2722444,2732680,2733164,0.490000,0.000490,4785,-10.677148,4665.240000,23220.800000
144,2733164,2743382,2743922,0.540000,0.000486,5044,-10.647858,4675.940000,23327.500000
145,2743922,2754196,2754707,0.510000,0.000493,4547,-10.846526,4686.760000,23435.700000
146,2754707,2765190,2765647,0.460000,0.000479,5477,-10.586725,4697.750000,23545.300000
147,2765647,2775997,2776432,0.430000,0.000486,5001,-10.803413,4708.560000,23653.400000
148,2776432,2787449,2787892,0.440000,0.000475,6257,-10.597348,4720.010000,23767.900000
149,2787892,2799183,2799512,0.320000,0.000477,6590,-10.684152,4731.750000,23884.600000
150,2799512,2809909,2810275,0.370000,0.000485,4954,-10.929763,4742.470000,23991.700000
151,2810275,2820680,2821094,0.420000,0.000453,6891,-10.216841,4753.240000,24098.800000
152,2821094,2831993,2832571,0.570000,0.000471,6592,-10.694197,4764.560000,24211.800000
153,2832571,2842673,2843039,0.360000,0.000527,2760,-12.101925,4775.240000,24318.600000
154,2843039,2852857,2853340,0.480000,0.000472,5070,-10.821613,4785.420000,24420.700000
155,2853340,2863394,2863907,0.510000,0.000444,6964,-10.203355,4795.960000,24525.700000
156,2863907,2874007,2874654,0.650000,0.000458,6459,-10.594647,4806.570000,24632.000000
157,2874654,2884270,2884798,0.530000,0.000470,4796,-10.926048,4816.830000,24734.400000
158,2884798,2894652,2894974,0.330000,0.000470,5308,-10.972929,4827.210000,24837.500000
159,2894974,2905384,2905793,0.410000,0.000508,3931,-11.972392,4837.950000,24944.600000
160,2905793,2914913,2915503,0.590000,0.000475,4141,-11.207624,4847.480000,25040.300000
161,2915503,2926008,2926462,0.450000,0.000484,5262,-11.471702,4858.570000,25150.500000
162,2926462,2936473,2936948,0.470000,0.000460,5891,-10.929913,4869.040000,25255.000000
163,2936948,2947448,2947900,0.450000,0.000466,6495,-11.121864,4880.010000,25364.600000
164,2947900,2957821,2958330,0.510000,0.000471,5379,-11.303614,4890.380000,25468.600000
165,2958330,2968940,2969292,0.350000,0.000478,5531,-11.517480,4901.500000,25579.300000
166,2969292,2979305,2979896,0.590000,0.000506,3900,-12.302770,4911.870000,25682.800000
167,2979896,2989682,2990206,0.530000,0.000465,5735,-11.293921,4922.240000,25786.600000
168,2990206,3000092,3000574,0.490000,0.000595,1441,-14.695326,4932.650000,25890.200000
169,3000574,3011117,3011603,0.490000,0.000636,1293,-15.807359,4943.680000,26000.700000
170,3011603,3018483,3022699,4.210000,0.000474,6335,-11.663849,4951.050000,26073.700000
171,3022699,3032754,3033172,0.410000,0.000479,4742,-11.860474,4965.320000,26216.500000
172,3033172,3043844,3044276,0.430000,0.000493,5232,-12.274545,4976.410000,26327.000000
173,3044276,3054257,3054816,0.560000,0.000566,1994,-14.245139,4986.820000,26430.700000
174,3054816,3065726,3066232,0.500000,0.000485,5997,-12.171115,4998.290000,26545.700000
175,3066232,3076635,3076939,0.300000,0.000615,1411,-15.677013,5009.200000,26654.500000
176,3076939,3087194,3087885,0.690000,0.000624,1317,-15.983632,5019.760000,26760.000000
177,3087885,3098057,3098510,0.450000,0.000468,5577,-11.884361,5030.620000,26868.200000
178,3098510,3108107,3108544,0.440000,0.000521,2686,-13.343166,5040.670000,26968.600000
179,3108544,3119067,3119629,0.560000,0.000477,5896,-12.220494,5051.630000,27077.700000
180,3119629,3129633,3130026,0.390000,0.000500,4044,-12.877264,5062.200000,27183.500000
181,3130026,3140432,3141113,0.690000,0.000630,1426,-16.490437,5072.990000,27291.200000
182,3141113,3150698,3151326,0.630000,0.000485,4747,-12.574423,5083.260000,27394.000000
183,3151326,3160665,3161180,0.510000,0.000571,1512,-14.982331,5093.230000,27493.500000
184,3161180,3170904,3171494,0.590000,0.000471,5610,-12.311133,5103.470000,27595.500000
185,3171494,3180801,3181195,0.400000,0.000471,5262,-12.335917,5113.360000,27694.300000
186,3181195,3191193,3191485,0.290000,0.000503,4261,-13.291602,5123.760000,27798.100000
187,3191485,3200670,3200979,0.310000,0.000498,3803,-13.197092,5133.230000,27892.700000
188,3200979,3210898,3211301,0.400000,0.000597,1409,-16.015983,5143.460000,27994.300000
189,3211301,3221477,3221911,0.430000,0.000539,3004,-14.429649,5154.040000,28099.900000
190,3221911,3232123,3232655,0.530000,0.000630,1430,-17.070255,5164.690000,28206.500000
191,3232655,3242284,3242656,0.370000,0.000471,5606,-12.628771,5174.850000,28307.600000
192,3242656,3252683,3253138,0.450000,0.000601,1790,-16.368711,5185.250000,28412.300000
193,3253138,3263732,3264069,0.340000,0.000597,1811,-16.312256,5196.290000,28522.400000
194,3264069,3274311,3274736,0.430000,0.000503,4415,-13.694478,5206.870000,28627.600000
195,3274736,3284437,3284905,0.470000,0.000529,2918,-14.489053,5217.000000,28728.400000
196,3284905,3294820,3295299,0.480000,0.000599,1537,-16.546783,5227.380000,28832.500000
197,3295299,3305456,3305927,0.470000,0.000623,1142,-17.326907,5238.020000,28938.700000
198,3305927,3315458,3315995,0.540000,0.000537,2698,-14.877405,5248.020000,29038.300000
199,3315995,3325855,3326360,0.500000,0.000552,2326,-15.380408,5258.420000,29141.900000
200,3326360,3335385,3335978,0.590000,0.000473,5635,-13.123703,5267.950000,29237.200000
201,3335978,3345351,3345760,0.410000,0.000530,2659,-14.861691,5277.910000,29336.600000
202,3345760,3355454,3355828,0.370000,0.000508,3585,-14.263662,5288.020000,29437.500000
203,3355828,3366449,3366924,0.480000,0.000642,1443,-18.254733,5299.010000,29547.200000
204,3366924,3376714,3377402,0.680000,0.000554,2254,-15.732902,5309.280000,29650.100000
205,3377402,3387899,3388319,0.420000,0.000477,6043,-13.489817,5320.460000,29761.800000
206,3388319,3398181,3398503,0.330000,0.000461,6569,-13.054817,5330.740000,29864.300000
207,3398503,3408470,3408897,0.430000,0.000578,1825,-16.611571,5341.030000,29966.800000
208,3408897,3418901,3419348,0.450000,0.000606,1481,-17.507735,5351.460000,30070.800000
209,3419348,3428989,3429366,0.380000,0.000477,5635,-13.690579,5361.550000,30171.800000
210,3429366,3439155,3439500,0.340000,0.000492,4812,-14.196477,5371.720000,30273.000000
211,3439500,3449647,3450131,0.480000,0.000484,5968,-14.011292,5382.210000,30378.300000
212,3450131,3459625,3460233,0.610000,0.000582,1317,-17.040156,5392.190000,30477.600000
213,3460233,3470433,3470816,0.380000,0.000493,4813,-14.378492,5403.000000,30585.200000
214,3470816,3480316,3480725,0.410000,0.000472,5435,-13.776849,5412.880000,30683.800000
215,3480725,3491083,3491619,0.530000,0.000494,5433,-14.506301,5423.650000,30791.600000
216,3491619,3500696,3501038,0.340000,0.000475,4492,-13.965730,5433.260000,30887.000000
217,3501038,3511484,3511953,0.470000,0.000491,5326,-14.515771,5444.050000,30995.000000
218,3511953,3521656,3522166,0.510000,0.000477,5492,-14.134416,5454.220000,31097.200000
219,3522166,3532185,3532516,0.330000,0.000624,1280,-18.762780,5464.750000,31201.800000
220,3532516,3541686,3542087,0.400000,0.000473,4936,-14.096300,5474.250000,31296.700000
221,3542087,3551913,3552306,0.390000,0.000497,4864,-14.892421,5484.480000,31398.800000
222,3552306,3563287,3562647,-0.640000,0.000493,5124,-14.838113,5495.850000,31511.900000
223,3562647,3572358,3572775,0.420000,0.000445,8331,-13.379009,5504.920000,31602.900000
224,3572775,3582667,3583347,0.680000,0.000477,6566,-14.417921,5515.230000,31705.900000
225,3583347,3592317,3592670,0.350000,0.000476,4709,-14.450217,5524.880000,31802.100000
226,3592670,3601769,3602229,0.460000,0.000465,5781,-14.120226,5534.330000,31896.700000
227,3602229,3612798,3613237,0.440000,0.000471,7509,-14.363704,5545.360000,32006.300000
228,3613237,3622668,3623219,0.550000,0.000565,2150,-17.432839,5555.230000,32105.300000
229,3623219,3633271,3633760,0.490000,0.000484,5917,-14.890252,5565.830000,32210.600000
230,3633760,3643251,3643591,0.340000,0.000480,5250,-14.806381,5575.810000,32310.300000
231,3643591,3653122,3653507,0.390000,0.000483,5411,-14.957893,5585.680000,32409.200000
232,3653507,3662670,3663116,0.450000,0.000483,4951,-15.015626,5595.230000,32504.700000
233,3663116,3673069,3673449,0.380000,0.000476,6193,-14.820101,5605.630000,32608.200000
234,3673449,3683626,3684036,0.410000,0.000500,5215,-15.651921,5616.190000,32713.900000
235,3684036,3693667,3693981,0.310000,0.000564,2293,-17.810493,5626.230000,32814.300000
236,3693981,3703669,3704259,0.590000,0.000630,1464,-20.031353,5636.230000,32913.900000
237,3704259,3713931,3714391,0.460000,0.000489,5526,-15.430227,5646.490000,33016.400000
238,3714391,3724052,3724467,0.420000,0.000492,5679,-15.609965,5656.610000,33117.000000
239,3724467,3733638,3734112,0.470000,0.000493,4704,-15.673845,5666.200000,33213.200000
240,3734112,3743634,3744156,0.520000,0.000625,1338,-20.122776,5676.200000,33312.700000
241,3744156,3754123,3754545,0.420000,0.000630,1296,-20.326171,5686.690000,33417.200000
242,3754545,3764143,3764686,0.540000,0.000502,4716,-16.132125,5696.710000,33517.300000
243,3764686,3774130,3774582,0.450000,0.000510,4162,-16.447463,5706.690000,33616.900000
244,3774582,3785030,3785412,0.380000,0.000502,5717,-16.238296,5717.590000,33725.900000
245,3785412,3794635,3795028,0.390000,0.000517,3989,-16.784691,5727.200000,33821.800000
246,3795028,3804712,3805273,0.570000,0.000513,4615,-16.704023,5737.270000,33922.500000
247,3805273,3814766,3815421,0.650000,0.000483,6198,-15.724852,5747.330000,34022.800000
248,3815421,3825009,3825513,0.510000,0.000541,2884,-17.751062,5757.570000,34124.900000
249,3825513,3835244,3835704,0.460000,0.000603,1565,-19.938571,5767.810000,34227.000000
250,3835704,3845442,3845964,0.530000,0.000572,2543,-18.923449,5778.000000,34328.300000
251,3845964,3855067,3855483,0.420000,0.000483,5482,-15.929442,5787.630000,34424.800000
252,3855483,3864751,3865327,0.580000,0.000519,4176,-17.228259,5797.310000,34521.700000
253,3865327,3874953,3875362,0.400000,0.000559,3063,-18.656253,5807.520000,34623.500000
254,3875362,3884966,3885388,0.420000,0.000491,6093,-16.333435,5817.530000,34723.300000
255,3885388,3895169,3895572,0.400000,0.000597,2059,-20.092152,5827.730000,34825.100000
256,3895572,3906039,3906497,0.460000,0.000497,6717,-16.662429,5838.600000,34933.700000
257,3906497,3916633,3916944,0.310000,0.000597,1950,-20.192114,5849.200000,35039.700000
258,3916944,3926653,3926896,0.240000,0.000534,3528,-18.062030,5859.220000,35139.600000
259,3926896,3936347,3936729,0.380000,0.000483,5982,-16.303018,5868.910000,35235.900000
260,3936729,3946134,3946513,0.380000,0.000595,1728,-20.313010,5878.700000,35334.000000
261,3946513,3955371,3955791,0.420000,0.000492,4951,-16.742290,5887.930000,35426.000000
262,3955791,3964960,3965323,0.370000,0.000500,4866,-17.072636,5897.520000,35521.700000
263,3965323,3974866,3975267,0.400000,0.000544,3311,-18.659471,5907.430000,35620.900000
264,3975267,3984153,3984547,0.390000,0.000544,2780,-18.737765,5916.720000,35713.500000
265,3984547,3994663,3994985,0.320000,0.000506,5725,-17.412654,5927.230000,35818.800000
266,3994985,4004683,4005153,0.470000,0.000511,5266,-17.641997,5937.250000,35918.500000
267,4005153,4014662,4015004,0.350000,0.000532,3562,-18.446048,5947.220000,36017.700000
268,4015004,4024607,4024926,0.320000,0.000511,4475,-17.742610,5957.170000,36117.600000
269,4024926,4034178,4034497,0.320000,0.000487,5555,-16.941587,5966.740000,36213.000000
270,4034497,4044661,4045110,0.450000,0.000504,5904,-17.591992,5977.220000,36317.700000
271,4045110,4051182,4055834,4.660000,0.000505,6067,-17.679905,5983.740000,36381.800000
272,4055834,4253262,4261503,8.250000,0.000618,1392,-21.866501,6185.820000,36551.200000
273,4261503,4271318,4271608,0.290000,0.000505,5893,-17.845805,6203.880000,36730.900000
274,4271608,4281760,4282113,0.360000,0.000515,6373,-18.257303,6214.320000,36836.300000
275,4282113,4292245,4292563,0.320000,0.000523,6232,-18.610154,6224.810000,36940.700000
276,4292563,4302742,4303076,0.340000,0.000542,5286,-19.374531,6235.300000,37044.800000
277,4303076,4313416,4313839,0.420000,0.000531,6170,-19.040672,6245.980000,37151.500000
278,4313839,4323094,4323444,0.350000,0.000560,3592,-20.142902,6255.660000,37248.400000
279,4323444,4333300,4333805,0.510000,0.000597,2647,-21.602933,6265.860000,37350.200000
280,4333805,4343700,4343959,0.260000,0.000535,4872,-19.350762,6276.260000,37454.000000
281,4343959,4353818,4354606,0.790000,0.000590,2858,-21.440962,6286.380000,37555.400000
282,4354606,4364702,4365023,0.330000,0.000548,4262,-19.920916,6297.260000,37663.500000
283,4365023,4375709,4376082,0.370000,0.000542,5352,-19.752181,6308.270000,37773.300000
284,4376082,4386022,4386444,0.430000,0.000525,5762,-19.187317,6318.580000,37876.600000
285,4386444,4395727,4396069,0.340000,0.000534,3548,-19.585241,6328.290000,37973.500000
286,4396069,4405321,4405652,0.330000,0.000556,3010,-20.476636,6337.880000,38069.200000
287,4405652,4415657,4416120,0.460000,0.000545,4144,-20.108041,6348.220000,38172.500000
288,4416120,4424640,4425170,0.530000,0.000513,4222,-18.932213,6357.200000,38262.400000
289,4425170,4434946,4435503,0.560000,0.000514,6011,-19.018876,6367.510000,38364.700000
290,4435503,4444879,4445189,0.310000,0.000514,4406,-19.080530,6377.440000,38463.800000
291,4445189,4454710,4455166,0.460000,0.000613,2049,-22.941308,6387.270000,38562.600000
292,4455166,4464924,4465271,0.340000,0.000513,5301,-19.138585,6397.490000,38664.300000
293,4465271,4475706,4475947,0.240000,0.000556,4190,-20.840578,6408.270000,38772.000000
294,4475947,4485990,4486290,0.300000,0.000529,4863,-19.860207,6418.550000,38874.400000
295,4486290,4496746,4497215,0.470000,0.000515,6153,-19.361226,6429.310000,38981.900000
296,4497215,4505770,4506195,0.430000,0.000549,2860,-20.753309,6438.330000,39072.200000
297,4506195,4516687,4517298,0.610000,0.000522,6070,-19.748408,6449.250000,39181.000000
298,4517298,4526839,4527131,0.290000,0.000523,5126,-19.857119,6459.400000,39282.500000
299,4527131,4536615,4537066,0.450000,0.000507,6320,-19.258389,6469.180000,39380.200000
300,4537066,4546334,4546911,0.570000,0.000527,5089,-20.122393,6478.900000,39477.000000
301,4546911,4556394,4556782,0.380000,0.000528,4826,-20.184347,6488.960000,39577.200000
302,4556782,4566391,4566870,0.480000,0.000499,6585,-19.100938,6498.950000,39677.300000
303,4566870,4576750,4577199,0.450000,0.000607,2062,-23.445423,6509.310000,39780.700000
304,4577199,4586972,4587355,0.390000,0.000611,2038,-23.649964,6519.530000,39882.200000
305,4587355,4597082,4597503,0.430000,0.000505,5989,-19.497847,6529.640000,39983.400000
306,4597503,4606995,4607517,0.520000,0.000509,5927,-19.707680,6539.560000,40082.500000
307,4607517,4617232,4617682,0.450000,0.000527,4929,-20.466335,6549.790000,40184.500000
308,4617682,4626688,4627294,0.610000,0.000498,5709,-19.362863,6559.250000,40279.400000
